name,latitude,longitude,zone_type
balaji hills colony bus stop,17.41504,78.57163,bus_stop
balaji nagar,17.51243,78.55876,bus_stop
balaji nagar,17.51255,78.5581,bus_stop
balaji nagar,17.4111,78.6458,bus_stop
balaji nagar,17.41118,78.64573,bus_stop
balaji nagar bus stop|balaji nagar busstop,17.48468,78.40643,bus_stop
balaji nagar poultry farm,17.51308,78.55448,bus_stop
balaji nagar poultry farm,17.51327,78.55432,bus_stop
balaji rice mill bus stop,17.51443,78.51315,bus_stop
balakampet,17.4462,78.44912,bus_stop
balakampet,17.44629,78.44896,bus_stop
balamrai,17.45042,78.4887,bus_stop
balamrai,17.45061,78.48858,bus_stop
balanagar,17.47077,78.43524,bus_stop
balanagar,17.46661,78.44676,bus_stop
balanagar,17.46357,78.45241,bus_stop
balanagar,17.46436,78.45149,bus_stop
balanagar,17.46481,78.44898,bus_stop
balanagar bus stop,17.46744,78.44455,bus_stop
balanagar pickup,17.46789,78.44619,bus_stop
balanagar x roads / citd,17.46746,78.44509,bus_stop
balanagar x roads / citd.all.shops.,17.46741,78.44462,bus_stop
balanagar-shobana theatre,17.46361,78.45267,bus_stop
balanagar-shobana theatre,17.46379,78.45305,bus_stop
balapur,17.31351,78.49882,bus_stop
balapur,17.31337,78.49858,bus_stop
balapur x road,17.31936,78.51901,bus_stop
balapur x road,17.31874,78.51907,bus_stop
balapur x road,17.31896,78.51981,bus_stop
balayya hotel,17.51401,78.44189,bus_stop
balayya hotel,17.51406,78.44201,bus_stop
bandam bus stop,17.48913,78.72322,bus_stop
bandathimmapur bus stop,17.71799,78.51995,bus_stop
bandlaguda,17.37148,78.56941,bus_stop
bandlaguda,17.37146,78.56956,bus_stop
bandlaguda,17.50126,78.62193,bus_stop
bandlaguda,17.50093,78.62129,bus_stop
bandlaguda,17.31657,78.46615,bus_stop
bandlaguda,17.31659,78.46649,bus_stop
bandlaguda,17.32225,78.46843,bus_stop
bandlaguda / hashamabad,17.32212,78.46868,bus_stop
bandlaguda bus deport,17.36533,78.58897,bus_stop
bandlaguda bus depot,17.36523,78.58928,bus_stop
bandlaguda bus depot,17.36524,78.58903,bus_stop
bandlaguda jagir village bus stop,17.3512,78.38999,bus_stop
bandlaguda x road,17.3593,78.38765,bus_stop
bandlaguda x road,17.35976,78.38801,bus_stop
bandlaguda x road,17.35954,78.38799,bus_stop
banjara hills,17.41623,78.41897,bus_stop
banjara hills,17.41612,78.42005,bus_stop
banjara hills bus stop,17.42712,78.44473,bus_stop
banjara hills kaman,17.40942,78.43793,bus_stop
banjara hills kaman,17.40997,78.43774,bus_stop
banjara hills kaman road number 12,17.40841,78.43857,bus_stop
banjara hills road no 7 / taj krishna,17.41648,78.44902,bus_stop
banjara hills road no 7 / taj krishna,17.41641,78.44875,bus_stop
banjara hills road number 2 brand factory,17.42545,78.43553,bus_stop
banjara hills road number 2 brand factory,17.42582,78.43587,bus_stop
bank street bus stop,17.38549,78.48165,bus_stop
baphugahat busstop,17.37466,78.4187,bus_stop
bapu bagh colony,17.44014,78.47942,bus_stop
bapu bagh colony,17.44053,78.47931,bus_stop
bapu nagar,17.37383,78.41728,bus_stop
bapu nagar,17.37434,78.41786,bus_stop
bapu nagar bus stop,17.37507,78.41929,bus_stop
bapuji nagar x road,17.46836,78.48112,bus_stop
bapuji nagar x road,17.46855,78.48129,bus_stop
barathnagar,17.46542,78.42962,bus_stop
barkas,17.31427,78.47849,bus_stop
barkas,17.31439,78.47838,bus_stop
barkatpura,17.39428,78.49868,bus_stop
barkatpura,17.3959,78.49713,bus_stop
barkatpura,17.3944,78.49854,bus_stop
barkatpura bus depot,17.39257,78.501,bus_stop
basaguda bus stop,17.21822,78.44782,bus_stop
basheer bagh to lb stadium bus stop,17.40107,78.47497,bus_stop
basheerbagh,17.40208,78.47609,bus_stop
basheerbagh (l.b. stadium),17.39849,78.475,bus_stop
bata,17.43531,78.49365,bus_stop
bata,17.43636,78.49398,bus_stop
bata bus stop,17.43541,78.49339,bus_stop
bata showroom / lakdikapul,17.40269,78.46212,bus_stop
bata showroom / lakdikapul,17.40278,78.46229,bus_stop
bata singaram,17.30546,78.72935,bus_stop
bata singaram,17.3054,78.72883,bus_stop
bayyannaguda bus station,17.47866,78.0935,bus_stop
bazar ghat,17.39397,78.46288,bus_stop
beeramguda,17.50543,78.30693,bus_stop
beeramguda,17.51124,78.30136,bus_stop
beeramguda,17.51051,78.29669,bus_stop
beeramguda,17.51637,78.30101,bus_stop
beeramguda,17.51979,78.29973,bus_stop
beeramguda pick up,17.50909,78.30036,bus_stop
beerappa nagar,17.5013,78.4293,bus_stop
beerappa nagar,17.50124,78.42917,bus_stop
begum bazar,17.37141,78.46839,bus_stop
begumpet,17.44346,78.46039,bus_stop
begumpet,17.44503,78.46563,bus_stop
begumpet bus stop,17.44382,78.47098,bus_stop
begumpet police line,17.44335,78.47845,bus_stop
begumpet police lines,17.44367,78.47855,bus_stop
begumpet public school,17.44267,78.45876,bus_stop
begumpet public school,17.44237,78.45906,bus_stop
begumpet public school north bus stop,17.44215,78.45807,bus_stop
begumpet railway station,17.43833,78.45687,bus_stop
begumpet railway station,17.43827,78.45712,bus_stop
bhadurpally,17.56099,78.43067,bus_stop
bhagyalakshmi nagar,17.42084,78.49246,bus_stop
bhagyalatha,17.3324,78.58919,bus_stop
bhagyalatha,17.3327,78.58966,bus_stop
bhagyalatha,17.3327,78.58913,bus_stop
bhagyalatha bus stop,17.33278,78.58901,bus_stop
bhagyanagar colony,17.47204,78.32857,bus_stop
bhagyanagar colony,17.47214,78.32869,bus_stop
bhahadoor palli (pickup van/bus),17.55884,78.44073,bus_stop
bhairkhanpally bus stop,17.03303,78.35249,bus_stop
bharat dynamic limited,17.33258,78.50972,bus_stop
bharat dynamic limited,17.33228,78.51013,bus_stop
bharat nagar,17.4637,78.42823,bus_stop
bharat nagar,17.46832,78.55261,bus_stop
bharat nagar,17.46857,78.55281,bus_stop
bharat nagar (pickup van/bus),17.46369,78.453,bus_stop
bharath nagar,17.49765,78.39262,bus_stop
bharath nagar,17.467,78.42879,bus_stop
bharath nagar,17.46691,78.42928,bus_stop
bharath nagar,17.46473,78.43006,bus_stop
bharatiya vidya bhavan school bus stop,17.41762,78.41097,bus_stop
bhashyam as rao nagar,17.47906,78.55743,bus_stop
bhashyam as rao nagar,17.47898,78.55727,bus_stop
bhaskar hospital,17.33279,78.29891,bus_stop
bhaskar hospital,17.33282,78.29866,bus_stop
bhatia bakery,17.49988,78.50977,bus_stop
bhatia bakery,17.49977,78.50988,bus_stop
