ac_num,bkng_cancel_rate,cancel_ride,city,date,day_of_week,demand_level,done_ride,granularity,hour,is_peak_hour,is_weekend,month,reg_driver,reg_rider,rider_to_driver_ratio,srch_rqst
,,,HYD,2023-11-15,2,Low,,daily,,,0,11,1.0,33.0,33.0,
,,,HYD,2023-11-16,3,Low,,daily,,,0,11,2.0,66.0,33.0,
,,,HYD,2023-11-17,4,Low,,daily,,,0,11,1.0,58.0,58.0,
,,,HYD,2023-11-18,5,Low,,daily,,,1,11,1.0,92.0,92.0,
,,,HYD,2023-11-19,6,Low,,daily,,,1,11,1.0,94.0,94.0,
,,,HYD,2023-11-20,0,Low,,daily,,,0,11,2.0,111.0,55.5,
,,,HYD,2023-11-21,1,Medium,,daily,,,0,11,27.0,200.0,7.407407407407407,
,,,HYD,2023-11-22,2,Medium,,daily,,,0,11,32.0,227.0,7.09375,
,,,HYD,2023-11-23,3,Low,,daily,,,0,11,26.0,127.0,4.884615384615385,
,,,HYD,2023-11-24,4,Low,,daily,,,0,11,26.0,86.0,3.3076923076923075,
,,,HYD,2023-11-25,5,Low,,daily,,,1,11,18.0,92.0,5.111111111111111,
,,,HYD,2023-11-26,6,Low,,daily,,,1,11,20.0,55.0,2.75,
,,,HYD,2023-11-27,0,Low,,daily,,,0,11,15.0,72.0,4.8,
,,,HYD,2023-11-28,1,Low,,daily,,,0,11,21.0,57.0,2.7142857142857144,
,,,HYD,2023-11-29,2,Low,,daily,,,0,11,17.0,91.0,5.352941176470588,
,,,HYD,2023-11-30,3,Low,,daily,,,0,11,8.0,71.0,8.875,
,,,HYD,2023-12-01,4,Low,,daily,,,0,12,16.0,69.0,4.3125,
,,,HYD,2023-12-02,5,Low,,daily,,,1,12,9.0,78.0,8.666666666666666,
,,,HYD,2023-12-03,6,Low,,daily,,,1,12,7.0,56.0,8.0,
,,,HYD,2023-12-04,0,Low,,daily,,,0,12,19.0,72.0,3.789473684210526,
,,,HYD,2023-12-05,1,Low,,daily,,,0,12,35.0,63.0,1.8,
,,,HYD,2023-12-06,2,Low,,daily,,,0,12,37.0,76.0,2.054054054054054,
,,,HYD,2023-12-07,3,Low,,daily,,,0,12,46.0,99.0,2.152173913043478,
,,,HYD,2023-12-08,4,Low,,daily,,,0,12,65.0,95.0,1.4615384615384617,
,,,HYD,2023-12-09,5,Low,,daily,,,1,12,92.0,126.0,1.3695652173913044,
,,,HYD,2023-12-10,6,Medium,,daily,,,1,12,22.0,225.0,10.227272727272728,
,,,HYD,2023-12-11,0,Low,,daily,,,0,12,121.0,176.0,1.4545454545454546,
,,,HYD,2023-12-12,1,Medium,,daily,,,0,12,148.0,178.0,1.2027027027027026,
,,,HYD,2023-12-13,2,Low,,daily,,,0,12,161.0,164.0,1.0186335403726707,
,,,HYD,2023-12-14,3,Medium,,daily,,,0,12,234.0,267.0,1.141025641025641,
,,,HYD,2023-12-15,4,Medium,,daily,,,0,12,280.0,337.0,1.2035714285714283,
,,,HYD,2023-12-16,5,Medium,,daily,,,1,12,242.0,390.0,1.6115702479338845,
,,,HYD,2023-12-17,6,Medium,,daily,,,1,12,104.0,334.0,3.2115384615384617,
,,,HYD,2023-12-18,0,Medium,,daily,,,0,12,297.0,267.0,0.898989898989899,
,,,HYD,2023-12-19,1,Medium,,daily,,,0,12,316.0,297.0,0.939873417721519,
,,,HYD,2023-12-20,2,Medium,,daily,,,0,12,317.0,290.0,0.9148264984227128,
,,,HYD,2023-12-21,3,Medium,,daily,,,0,12,234.0,325.0,1.3888888888888888,
,,,HYD,2023-12-22,4,Medium,,daily,,,0,12,221.0,326.0,1.4751131221719458,
,,,HYD,2023-12-23,5,Medium,,daily,,,1,12,183.0,402.0,2.19672131147541,
,,,HYD,2023-12-24,6,Medium,,daily,,,1,12,224.0,374.0,1.6696428571428572,
,,,HYD,2023-12-25,0,Medium,,daily,,,0,12,149.0,400.0,2.684563758389262,
,,,HYD,2023-12-26,1,Medium,,daily,,,0,12,264.0,396.0,1.5,
,,,HYD,2023-12-27,2,Medium,,daily,,,0,12,214.0,397.0,1.855140186915888,
,,,HYD,2023-12-28,3,Medium,,daily,,,0,12,323.0,445.0,1.3777089783281733,
,,,HYD,2023-12-29,4,Medium,,daily,,,0,12,349.0,453.0,1.2979942693409745,
,,,HYD,2023-12-30,5,Medium,,daily,,,1,12,284.0,477.0,1.6795774647887325,
,,,HYD,2023-12-31,6,Medium,,daily,,,1,12,216.0,499.0,2.310185185185185,
,,,HYD,2024-01-01,0,Medium,,daily,,,0,1,73.0,538.0,7.36986301369863,
,,,HYD,2024-01-02,1,High,,daily,,,0,1,245.0,576.0,2.351020408163265,
,,,HYD,2024-01-03,2,High,,daily,,,0,1,225.0,557.0,2.475555555555556,
,,,HYD,2024-01-04,3,High,,daily,,,0,1,307.0,630.0,2.052117263843648,
,,,HYD,2024-01-05,4,Medium,,daily,,,0,1,290.0,465.0,1.603448275862069,
,,,HYD,2024-01-06,5,Medium,,daily,,,1,1,287.0,513.0,1.787456445993031,
,,,HYD,2024-01-07,6,Medium,,daily,,,1,1,147.0,508.0,3.45578231292517,
,,,HYD,2024-01-08,0,High,,daily,,,0,1,255.0,566.0,2.219607843137255,
,,,HYD,2024-01-09,1,High,,daily,,,0,1,324.0,712.0,2.197530864197531,
,,,HYD,2024-01-10,2,High,,daily,,,0,1,311.0,904.0,2.9067524115755625,
,,,HYD,2024-01-11,3,High,,daily,,,0,1,298.0,634.0,2.12751677852349,
,,,HYD,2024-01-12,4,High,,daily,,,0,1,260.0,569.0,2.1884615384615387,
,,,HYD,2024-01-13,5,High,,daily,,,1,1,295.0,674.0,2.2847457627118644,
,,,HYD,2024-01-14,6,High,,daily,,,1,1,97.0,563.0,5.804123711340206,
,,,HYD,2024-01-15,0,High,,daily,,,0,1,67.0,557.0,8.313432835820896,
,,,HYD,2024-01-16,1,High,,daily,,,0,1,117.0,784.0,6.700854700854701,
,,,HYD,2024-01-17,2,High,,daily,,,0,1,199.0,835.0,4.195979899497488,
,,,HYD,2024-01-18,3,High,,daily,,,0,1,232.0,888.0,3.827586206896552,
,,,HYD,2024-01-19,4,High,,daily,,,0,1,283.0,844.0,2.982332155477032,
,,,HYD,2024-01-20,5,High,,daily,,,1,1,268.0,787.0,2.9365671641791047,
,,,HYD,2024-01-21,6,High,,daily,,,1,1,136.0,732.0,5.382352941176471,
,,,HYD,2024-01-22,0,Medium,,daily,,,0,1,292.0,496.0,1.6986301369863013,
,,,HYD,2024-01-23,1,Medium,,daily,,,0,1,283.0,462.0,1.6325088339222615,
,,,HYD,2024-01-24,2,Medium,,daily,,,0,1,259.0,446.0,1.722007722007722,
,,,HYD,2024-01-25,3,Medium,,daily,,,0,1,318.0,506.0,1.5911949685534592,
,,,HYD,2024-01-26,4,High,,daily,,,0,1,260.0,602.0,2.315384615384616,
,,,HYD,2024-01-27,5,High,,daily,,,1,1,375.0,965.0,2.5733333333333333,
,,,HYD,2024-01-28,6,High,,daily,,,1,1,131.0,1425.0,10.877862595419847,
,,,HYD,2024-01-29,0,High,,daily,,,0,1,329.0,1553.0,4.720364741641338,
,,,HYD,2024-01-30,1,High,,daily,,,0,1,395.0,1592.0,4.030379746835443,
,,,HYD,2024-01-31,2,High,,daily,,,0,1,396.0,1493.0,3.77020202020202,
,,,HYD,2024-02-01,3,High,,daily,,,0,2,406.0,1176.0,2.896551724137931,
,,,HYD,2024-02-02,4,High,,daily,,,0,2,419.0,1112.0,2.653937947494033,
,,,HYD,2024-02-03,5,High,,daily,,,1,2,355.0,1361.0,3.8338028169014087,
,,,HYD,2024-02-04,6,High,,daily,,,1,2,147.0,1496.0,10.17687074829932,
,,,HYD,2024-02-05,0,High,,daily,,,0,2,393.0,1345.0,3.422391857506361,
,,,HYD,2024-02-06,1,High,,daily,,,0,2,391.0,1409.0,3.603580562659847,
,,,HYD,2024-02-07,2,High,,daily,,,0,2,382.0,1408.0,3.6858638743455496,
,,,HYD,2024-02-08,3,High,,daily,,,0,2,427.0,1374.0,3.217798594847775,
,,,HYD,2024-02-09,4,High,,daily,,,0,2,404.0,1187.0,2.9381188118811883,
,,,HYD,2024-02-10,5,High,,daily,,,1,2,354.0,1384.0,3.9096045197740112,
,,,HYD,2024-02-11,6,High,,daily,,,1,2,107.0,1409.0,13.16822429906542,
,,,HYD,2024-02-12,0,High,,daily,,,0,2,318.0,1344.0,4.226415094339623,
,,,HYD,2024-02-13,1,High,,daily,,,0,2,357.0,1273.0,3.565826330532213,
,,,HYD,2024-02-14,2,High,,daily,,,0,2,300.0,1312.0,4.373333333333333,
,,,HYD,2024-02-15,3,High,,daily,,,0,2,294.0,1023.0,3.479591836734694,
,,,HYD,2024-02-16,4,High,,daily,,,0,2,122.0,1066.0,8.737704918032787,
,,,HYD,2024-02-17,5,High,,daily,,,1,2,279.0,1097.0,3.931899641577061,
,,,HYD,2024-02-18,6,High,,daily,,,1,2,92.0,1058.0,11.5,
,,,HYD,2024-02-19,0,High,,daily,,,0,2,204.0,984.0,4.823529411764706,
,,,HYD,2024-02-20,1,High,,daily,,,0,2,227.0,977.0,4.303964757709252,
,,,HYD,2024-02-21,2,High,,daily,,,0,2,297.0,894.0,3.01010101010101,
,,,HYD,2024-02-22,3,High,,daily,,,0,2,368.0,912.0,2.4782608695652173,
,,,HYD,2024-02-23,4,High,,daily,,,0,2,1339.0,911.0,0.6803584764749814,
,,,HYD,2024-02-24,5,High,,daily,,,1,2,418.0,1178.0,2.8181818181818183,
,,,HYD,2024-02-25,6,High,,daily,,,1,2,105.0,1085.0,10.333333333333334,
,,,HYD,2024-02-26,0,High,,daily,,,0,2,352.0,1124.0,3.1931818181818183,
,,,HYD,2024-02-27,1,High,,daily,,,0,2,475.0,1369.0,2.8821052631578947,
,,,HYD,2024-02-28,2,High,,daily,,,0,2,465.0,1390.0,2.989247311827957,
,,,HYD,2024-02-29,3,High,,daily,,,0,2,296.0,1895.0,6.402027027027027,
,,,HYD,2024-03-01,4,High,,daily,,,0,3,728.0,2696.0,3.703296703296704,
,,,HYD,2024-03-02,5,High,,daily,,,1,3,704.0,2588.0,3.676136363636364,
,,,HYD,2024-03-03,6,High,,daily,,,1,3,344.0,2336.0,6.790697674418604,
,,,HYD,2024-03-04,0,High,,daily,,,0,3,624.0,2193.0,3.514423076923077,
,,,HYD,2024-03-05,1,High,,daily,,,0,3,629.0,1505.0,2.39268680445151,
,,,HYD,2024-03-06,2,High,,daily,,,0,3,493.0,1799.0,3.649087221095335,
,,,HYD,2024-03-07,3,High,,daily,,,0,3,545.0,1623.0,2.977981651376147,
,,,HYD,2024-03-08,4,High,,daily,,,0,3,287.0,1393.0,4.853658536585366,
,,,HYD,2024-03-09,5,High,,daily,,,1,3,528.0,1212.0,2.2954545454545454,
,,,HYD,2024-03-10,6,High,,daily,,,1,3,244.0,1276.0,5.229508196721311,
,,,HYD,2024-03-11,0,High,,daily,,,0,3,419.0,1581.0,3.7732696897374702,
,,,HYD,2024-03-12,1,High,,daily,,,0,3,476.0,1225.0,2.573529411764706,
,,,HYD,2024-03-13,2,High,,daily,,,0,3,474.0,1274.0,2.6877637130801686,
,,,HYD,2024-03-14,3,High,,daily,,,0,3,519.0,1394.0,2.685934489402697,
,,,HYD,2024-03-15,4,High,,daily,,,0,3,484.0,958.0,1.9793388429752063,
,,,HYD,2024-03-16,5,High,,daily,,,1,3,351.0,1035.0,2.948717948717949,
,,,HYD,2024-03-17,6,High,,daily,,,1,3,213.0,1108.0,5.2018779342723,
,,,HYD,2024-03-18,0,High,,daily,,,0,3,546.0,1016.0,1.8608058608058609,
,,,HYD,2024-03-19,1,High,,daily,,,0,3,508.0,1139.0,2.2421259842519685,
,,,HYD,2024-03-20,2,High,,daily,,,0,3,491.0,1077.0,2.1934826883910388,
,,,HYD,2024-03-21,3,High,,daily,,,0,3,540.0,1929.0,3.5722222222222224,
,,,HYD,2024-03-22,4,High,,daily,,,0,3,511.0,1961.0,3.837573385518591,
,,,HYD,2024-03-23,5,High,,daily,,,1,3,425.0,1301.0,3.061176470588235,
,,,HYD,2024-03-24,6,High,,daily,,,1,3,147.0,944.0,6.421768707482993,
,,,HYD,2024-03-25,0,High,,daily,,,0,3,111.0,982.0,8.846846846846846,
,,,HYD,2024-03-26,1,High,,daily,,,0,3,314.0,952.0,3.031847133757962,
,,,HYD,2024-03-27,2,High,,daily,,,0,3,269.0,1056.0,3.925650557620818,
,,,HYD,2024-03-28,3,High,,daily,,,0,3,307.0,1005.0,3.273615635179153,
,,,HYD,2024-03-29,4,High,,daily,,,0,3,378.0,880.0,2.328042328042328,
,,,HYD,2024-03-30,5,High,,daily,,,1,3,282.0,929.0,3.294326241134752,
,,,HYD,2024-03-31,6,High,,daily,,,1,3,68.0,1098.0,16.147058823529413,
,,,HYD,2024-04-01,0,High,,daily,,,0,4,228.0,1050.0,4.605263157894737,
,,,HYD,2024-04-02,1,High,,daily,,,0,4,289.0,873.0,3.0207612456747404,
,,,HYD,2024-04-03,2,High,,daily,,,0,4,215.0,923.0,4.293023255813954,
,,,HYD,2024-04-04,3,High,,daily,,,0,4,226.0,1062.0,4.699115044247788,
,,,HYD,2024-04-05,4,High,,daily,,,0,4,238.0,1019.0,4.281512605042017,
,,,HYD,2024-04-06,5,High,,daily,,,1,4,238.0,936.0,3.932773109243697,
,,,HYD,2024-04-07,6,High,,daily,,,1,4,79.0,831.0,10.518987341772153,
,,,HYD,2024-04-08,0,High,,daily,,,0,4,213.0,722.0,3.3896713615023475,
,,,HYD,2024-04-09,1,High,,daily,,,0,4,79.0,579.0,7.329113924050633,
,,,HYD,2024-04-10,2,High,,daily,,,0,4,205.0,689.0,3.360975609756097,
,,,HYD,2024-04-11,3,High,,daily,,,0,4,47.0,708.0,15.063829787234043,
,,,HYD,2024-04-12,4,High,,daily,,,0,4,207.0,903.0,4.36231884057971,
,,,HYD,2024-04-13,5,High,,daily,,,1,4,206.0,919.0,4.461165048543689,
,,,HYD,2024-04-14,6,High,,daily,,,1,4,58.0,857.0,14.775862068965518,
,,,HYD,2024-04-15,0,High,,daily,,,0,4,209.0,1028.0,4.91866028708134,
,,,HYD,2024-04-16,1,High,,daily,,,0,4,222.0,868.0,3.90990990990991,
,,,HYD,2024-04-17,2,High,,daily,,,0,4,281.0,813.0,2.893238434163701,
,,,HYD,2024-04-18,3,High,,daily,,,0,4,218.0,877.0,4.022935779816514,
,,,HYD,2024-04-19,4,High,,daily,,,0,4,235.0,767.0,3.2638297872340427,
,,,HYD,2024-04-20,5,High,,daily,,,1,4,256.0,785.0,3.06640625,
,,,HYD,2024-04-21,6,High,,daily,,,1,4,69.0,1057.0,15.318840579710145,
,,,HYD,2024-04-22,0,High,,daily,,,0,4,201.0,1169.0,5.815920398009951,
,,,HYD,2024-04-23,1,High,,daily,,,0,4,219.0,926.0,4.228310502283105,
,,,HYD,2024-04-24,2,High,,daily,,,0,4,220.0,1152.0,5.236363636363636,
,,,HYD,2024-04-25,3,High,,daily,,,0,4,248.0,1120.0,4.516129032258065,
,,,HYD,2024-04-26,4,High,,daily,,,0,4,177.0,1048.0,5.92090395480226,
,,,HYD,2024-04-27,5,High,,daily,,,1,4,151.0,950.0,6.291390728476821,
,,,HYD,2024-04-28,6,High,,daily,,,1,4,66.0,1050.0,15.909090909090908,
,,,HYD,2024-04-29,0,High,,daily,,,0,4,119.0,1126.0,9.46218487394958,
,,,HYD,2024-04-30,1,High,,daily,,,0,4,213.0,1014.0,4.76056338028169,
,,,HYD,2024-05-01,2,High,,daily,,,0,5,69.0,979.0,14.18840579710145,
,,,HYD,2024-05-02,3,High,,daily,,,0,5,204.0,1511.0,7.406862745098039,
,,,HYD,2024-05-03,4,High,,daily,,,0,5,232.0,1471.0,6.340517241379311,
,,,HYD,2024-05-04,5,High,,daily,,,1,5,190.0,1380.0,7.263157894736842,
,,,HYD,2024-05-05,6,High,,daily,,,1,5,101.0,1202.0,11.9009900990099,
,,,HYD,2024-05-06,0,High,,daily,,,0,5,201.0,1230.0,6.119402985074627,
,,,HYD,2024-05-07,1,High,,daily,,,0,5,156.0,1892.0,12.128205128205128,
,,,HYD,2024-05-08,2,High,,daily,,,0,5,214.0,1191.0,5.565420560747664,
,,,HYD,2024-05-09,3,High,,daily,,,0,5,238.0,1103.0,4.6344537815126055,
,,,HYD,2024-05-10,4,High,,daily,,,0,5,242.0,1122.0,4.636363636363637,
,,,HYD,2024-05-11,5,High,,daily,,,1,5,256.0,1138.0,4.4453125,
,,,HYD,2024-05-12,6,High,,daily,,,1,5,89.0,899.0,10.101123595505618,
,,,HYD,2024-05-13,0,High,,daily,,,0,5,76.0,699.0,9.197368421052632,
,,,HYD,2024-05-14,1,High,,daily,,,0,5,164.0,1109.0,6.762195121951219,
,,,HYD,2024-05-15,2,High,,daily,,,0,5,196.0,1115.0,5.688775510204081,
,,,HYD,2024-05-16,3,High,,daily,,,0,5,212.0,1061.0,5.004716981132075,
,,,HYD,2024-05-17,4,High,,daily,,,0,5,226.0,902.0,3.991150442477876,
,,,HYD,2024-05-18,5,High,,daily,,,1,5,206.0,1100.0,5.339805825242719,
,,,HYD,2024-05-19,6,High,,daily,,,1,5,93.0,1015.0,10.913978494623656,
,,,HYD,2024-05-20,0,High,,daily,,,0,5,212.0,1087.0,5.127358490566038,
,,,HYD,2024-05-21,1,High,,daily,,,0,5,180.0,836.0,4.644444444444445,
,,,HYD,2024-05-22,2,High,,daily,,,0,5,191.0,876.0,4.5863874345549736,
,,,HYD,2024-05-23,3,High,,daily,,,0,5,172.0,910.0,5.290697674418604,
,,,HYD,2024-05-24,4,High,,daily,,,0,5,184.0,1009.0,5.483695652173913,
,,,HYD,2024-05-25,5,High,,daily,,,1,5,172.0,1008.0,5.8604651162790695,
,,,HYD,2024-05-26,6,High,,daily,,,1,5,87.0,859.0,9.873563218390805,
,,,HYD,2024-05-27,0,High,,daily,,,0,5,170.0,955.0,5.617647058823529,
,,,HYD,2024-05-28,1,High,,daily,,,0,5,240.0,751.0,3.129166666666667,
,,,HYD,2024-05-29,2,High,,daily,,,0,5,214.0,766.0,3.5794392523364484,
,,,HYD,2024-05-30,3,Medium,,daily,,,0,5,188.0,522.0,2.776595744680851,
,,,HYD,2024-05-31,4,High,,daily,,,0,5,165.0,550.0,3.333333333333333,
,,,HYD,2024-06-01,5,High,,daily,,,1,6,109.0,624.0,5.724770642201835,
,,,HYD,2024-06-02,6,High,,daily,,,1,6,46.0,694.0,15.08695652173913,
,,,HYD,2024-06-03,0,High,,daily,,,0,6,148.0,544.0,3.675675675675676,
,,,HYD,2024-06-04,1,Medium,,daily,,,0,6,95.0,380.0,4.0,
,,,HYD,2024-06-05,2,High,,daily,,,0,6,183.0,759.0,4.147540983606557,
,,,HYD,2024-06-06,3,Medium,,daily,,,0,6,161.0,480.0,2.981366459627329,
,,,HYD,2024-06-07,4,High,,daily,,,0,6,164.0,663.0,4.0426829268292686,
,,,HYD,2024-06-08,5,High,,daily,,,1,6,137.0,677.0,4.9416058394160585,
,,,HYD,2024-06-09,6,High,,daily,,,1,6,52.0,716.0,13.76923076923077,
,,,HYD,2024-06-10,0,High,,daily,,,0,6,147.0,836.0,5.687074829931973,
,,,HYD,2024-06-11,1,High,,daily,,,0,6,179.0,935.0,5.223463687150838,
,,,HYD,2024-06-12,2,High,,daily,,,0,6,171.0,690.0,4.035087719298246,
,,,HYD,2024-06-13,3,High,,daily,,,0,6,177.0,623.0,3.519774011299435,
,,,HYD,2024-06-14,4,High,,daily,,,0,6,203.0,644.0,3.1724137931034484,
,,,HYD,2024-06-15,5,High,,daily,,,1,6,175.0,698.0,3.988571428571429,
,,,HYD,2024-06-16,6,High,,daily,,,1,6,45.0,602.0,13.377777777777778,
,,,HYD,2024-06-17,0,High,,daily,,,0,6,38.0,789.0,20.76315789473684,
,,,HYD,2024-06-18,1,High,,daily,,,0,6,175.0,808.0,4.617142857142857,
,,,HYD,2024-06-19,2,High,,daily,,,0,6,254.0,767.0,3.0196850393700787,
,,,HYD,2024-06-20,3,High,,daily,,,0,6,311.0,707.0,2.273311897106109,
,,,HYD,2024-06-21,4,Medium,,daily,,,0,6,312.0,514.0,1.6474358974358974,
,,,HYD,2024-06-22,5,High,,daily,,,1,6,250.0,613.0,2.452,
,,,HYD,2024-06-23,6,High,,daily,,,1,6,52.0,638.0,12.26923076923077,
,,,HYD,2024-06-24,0,Medium,,daily,,,0,6,233.0,529.0,2.2703862660944205,
,,,HYD,2024-06-25,1,High,,daily,,,0,6,199.0,585.0,2.939698492462312,
,,,HYD,2024-06-26,2,Medium,,daily,,,0,6,227.0,516.0,2.2731277533039647,
,,,HYD,2024-06-27,3,High,,daily,,,0,6,226.0,598.0,2.646017699115044,
,,,HYD,2024-06-28,4,Medium,,daily,,,0,6,238.0,539.0,2.264705882352941,
,,,HYD,2024-06-29,5,High,,daily,,,1,6,194.0,602.0,3.1030927835051547,
,,,HYD,2024-06-30,6,High,,daily,,,1,6,47.0,648.0,13.787234042553193,
,,,HYD,2024-07-01,0,Medium,,daily,,,0,7,201.0,531.0,2.64179104477612,
,,,HYD,2024-07-02,1,High,,daily,,,0,7,211.0,548.0,2.5971563981042656,
,,,HYD,2024-07-03,2,High,,daily,,,0,7,214.0,597.0,2.789719626168224,
,,,HYD,2024-07-04,3,High,,daily,,,0,7,240.0,586.0,2.441666666666667,
,,,HYD,2024-07-05,4,High,,daily,,,0,7,218.0,702.0,3.220183486238532,
,,,HYD,2024-07-06,5,High,,daily,,,1,7,229.0,651.0,2.842794759825328,
,,,HYD,2024-07-07,6,High,,daily,,,1,7,52.0,608.0,11.692307692307692,
,,,HYD,2024-07-08,0,High,,daily,,,0,7,121.0,817.0,6.75206611570248,
,,,HYD,2024-07-09,1,High,,daily,,,0,7,128.0,724.0,5.65625,
,,,HYD,2024-07-10,2,High,,daily,,,0,7,63.0,730.0,11.587301587301589,
,,,HYD,2024-07-11,3,High,,daily,,,0,7,94.0,669.0,7.117021276595745,
,,,HYD,2024-07-12,4,High,,daily,,,0,7,118.0,704.0,5.966101694915254,
,,,HYD,2024-07-13,5,High,,daily,,,1,7,100.0,627.0,6.27,
,,,HYD,2024-07-14,6,High,,daily,,,1,7,52.0,905.0,17.403846153846153,
,,,HYD,2024-07-15,0,High,,daily,,,0,7,75.0,642.0,8.56,
,,,HYD,2024-07-16,1,High,,daily,,,0,7,79.0,690.0,8.734177215189874,
,,,HYD,2024-07-17,2,High,,daily,,,0,7,57.0,724.0,12.701754385964913,
,,,HYD,2024-07-18,3,High,,daily,,,0,7,126.0,881.0,6.992063492063492,
,,,HYD,2024-07-19,4,High,,daily,,,0,7,157.0,914.0,5.821656050955414,
,,,HYD,2024-07-20,5,High,,daily,,,1,7,82.0,1425.0,17.378048780487806,
,,,HYD,2024-07-21,6,High,,daily,,,1,7,67.0,1192.0,17.791044776119403,
,,,HYD,2024-07-22,0,High,,daily,,,0,7,88.0,990.0,11.25,
,,,HYD,2024-07-23,1,High,,daily,,,0,7,101.0,1233.0,12.207920792079207,
,,,HYD,2024-07-24,2,High,,daily,,,0,7,108.0,1106.0,10.24074074074074,
,,,HYD,2024-07-25,3,High,,daily,,,0,7,101.0,1803.0,17.85148514851485,
,,,HYD,2024-07-26,4,High,,daily,,,0,7,135.0,1178.0,8.725925925925926,
,,,HYD,2024-07-27,5,High,,daily,,,1,7,119.0,941.0,7.907563025210084,
,,,HYD,2024-07-28,6,High,,daily,,,1,7,52.0,723.0,13.903846153846152,
,,,HYD,2024-07-29,0,High,,daily,,,0,7,84.0,710.0,8.452380952380953,
,,,HYD,2024-07-30,1,High,,daily,,,0,7,95.0,685.0,7.2105263157894735,
,,,HYD,2024-07-31,2,High,,daily,,,0,7,118.0,775.0,6.567796610169491,
,,,HYD,2024-08-01,3,High,,daily,,,0,8,116.0,735.0,6.336206896551724,
,,,HYD,2024-08-02,4,High,,daily,,,0,8,150.0,681.0,4.54,
,,,HYD,2024-08-03,5,High,,daily,,,1,8,121.0,777.0,6.421487603305785,
,,,HYD,2024-08-04,6,High,,daily,,,1,8,39.0,632.0,16.205128205128204,
,,,HYD,2024-08-05,0,High,,daily,,,0,8,97.0,681.0,7.020618556701031,
,,,HYD,2024-08-06,1,High,,daily,,,0,8,116.0,1206.0,10.39655172413793,
,,,HYD,2024-08-07,2,High,,daily,,,0,8,127.0,1602.0,12.614173228346456,
,,,HYD,2024-08-08,3,High,,daily,,,0,8,114.0,1369.0,12.008771929824562,
,,,HYD,2024-08-09,4,High,,daily,,,0,8,113.0,806.0,7.132743362831858,
,,,HYD,2024-08-10,5,High,,daily,,,1,8,111.0,806.0,7.261261261261262,
,,,HYD,2024-08-11,6,High,,daily,,,1,8,21.0,717.0,34.142857142857146,
,,,HYD,2024-08-12,0,High,,daily,,,0,8,77.0,882.0,11.454545454545457,
,,,HYD,2024-08-13,1,High,,daily,,,0,8,105.0,748.0,7.123809523809523,
,,,HYD,2024-08-14,2,High,,daily,,,0,8,129.0,1183.0,9.170542635658917,
,,,HYD,2024-08-15,3,High,,daily,,,0,8,41.0,1583.0,38.609756097560975,
,,,HYD,2024-08-16,4,High,,daily,,,0,8,142.0,1049.0,7.387323943661972,
,,,HYD,2024-08-17,5,High,,daily,,,1,8,111.0,845.0,7.612612612612613,
,,,HYD,2024-08-18,6,High,,daily,,,1,8,31.0,839.0,27.06451612903226,
,,,HYD,2024-08-19,0,High,,daily,,,0,8,24.0,2977.0,124.04166666666669,
,,,HYD,2024-08-20,1,High,,daily,,,0,8,115.0,1765.0,15.347826086956522,
,,,HYD,2024-08-21,2,High,,daily,,,0,8,134.0,824.0,6.149253731343284,
,,,HYD,2024-08-22,3,High,,daily,,,0,8,174.0,608.0,3.4942528735632186,
,,,HYD,2024-08-23,4,Medium,,daily,,,0,8,140.0,523.0,3.7357142857142858,
,,,HYD,2024-08-24,5,High,,daily,,,1,8,133.0,672.0,5.052631578947368,
,,,HYD,2024-08-25,6,High,,daily,,,1,8,35.0,949.0,27.11428571428572,
,,,HYD,2024-08-26,0,High,,daily,,,0,8,138.0,1347.0,9.76086956521739,
,,,HYD,2024-08-27,1,High,,daily,,,0,8,130.0,641.0,4.930769230769231,
,,,HYD,2024-08-28,2,Medium,,daily,,,0,8,107.0,470.0,4.392523364485982,
,,,HYD,2024-08-29,3,High,,daily,,,0,8,98.0,555.0,5.663265306122449,
,,,HYD,2024-08-30,4,Medium,,daily,,,0,8,109.0,479.0,4.394495412844036,
,,,HYD,2024-08-31,5,High,,daily,,,1,8,80.0,915.0,11.4375,
,,,HYD,2024-09-01,6,High,,daily,,,1,9,21.0,677.0,32.23809523809524,
,,,HYD,2024-09-02,0,Medium,,daily,,,0,9,113.0,434.0,3.84070796460177,
,,,HYD,2024-09-03,1,High,,daily,,,0,9,116.0,900.0,7.758620689655173,
,,,HYD,2024-09-04,2,High,,daily,,,0,9,94.0,688.0,7.319148936170213,
,,,HYD,2024-09-05,3,High,,daily,,,0,9,88.0,687.0,7.806818181818182,
,,,HYD,2024-09-06,4,High,,daily,,,0,9,60.0,711.0,11.85,
,,,HYD,2024-09-07,5,Medium,,daily,,,1,9,37.0,352.0,9.513513513513514,
,,,HYD,2024-09-08,6,Medium,,daily,,,1,9,46.0,441.0,9.58695652173913,
,,,HYD,2024-09-09,0,Medium,,daily,,,0,9,99.0,477.0,4.818181818181818,
,,,HYD,2024-09-10,1,Medium,,daily,,,0,9,99.0,392.0,3.95959595959596,
,,,HYD,2024-09-11,2,Medium,,daily,,,0,9,113.0,377.0,3.336283185840708,
,,,HYD,2024-09-12,3,Medium,,daily,,,0,9,105.0,416.0,3.961904761904762,
,,,HYD,2024-09-13,4,Medium,,daily,,,0,9,48.0,425.0,8.854166666666666,
