ac_num,bkng_cancel_rate,cancel_ride,city,date,day_of_week,demand_level,done_ride,granularity,hour,is_peak_hour,is_weekend,month,reg_driver,reg_rider,rider_to_driver_ratio,srch_rqst
,0.7895,15.0,BLR,2022-12-23,4,Low,4.0,daily,,,0,12,,,,
,0.5,8.0,BLR,2022-12-24,5,Medium,8.0,daily,,,1,12,,,,
,0.4483,13.0,BLR,2022-12-25,6,Medium,16.0,daily,,,1,12,,,,
,0.4,4.0,BLR,2022-12-26,0,Medium,6.0,daily,,,0,12,,,,
,0.3571,5.0,BLR,2022-12-27,1,Medium,9.0,daily,,,0,12,,,,
,0.5833,14.0,BLR,2022-12-28,2,Medium,10.0,daily,,,0,12,,,,
,0.4167,10.0,BLR,2022-12-29,3,Medium,14.0,daily,,,0,12,,,,
,0.5556,10.0,BLR,2022-12-30,4,Medium,8.0,daily,,,0,12,,,,
,0.7727,17.0,BLR,2022-12-31,5,Low,5.0,daily,,,1,12,,,,
,0.6154,8.0,BLR,2023-01-01,6,Low,5.0,daily,,,1,1,,,,
,0.2105,4.0,BLR,2023-01-02,0,Medium,15.0,daily,,,0,1,,,,
,0.5909,13.0,BLR,2023-01-03,1,Medium,9.0,daily,,,0,1,,,,
,0.4375,7.0,BLR,2023-01-04,2,Medium,9.0,daily,,,0,1,,,,
,0.3913,9.0,BLR,2023-01-05,3,Medium,14.0,daily,,,0,1,,,,
,0.55,11.0,BLR,2023-01-06,4,Medium,9.0,daily,,,0,1,,,,
,0.3548,11.0,BLR,2023-01-07,5,Medium,20.0,daily,,,1,1,,,,
,0.56,14.0,BLR,2023-01-08,6,Medium,11.0,daily,,,1,1,,,,
,0.5714,20.0,BLR,2023-01-09,0,Medium,15.0,daily,,,0,1,,,,
,0.4828,14.0,BLR,2023-01-10,1,Medium,15.0,daily,,,0,1,,,,
,0.4839,15.0,BLR,2023-01-11,2,Medium,16.0,daily,,,0,1,,,,
,0.5789,11.0,BLR,2023-01-12,3,Medium,8.0,daily,,,0,1,,,,
,0.6,12.0,BLR,2023-01-13,4,Medium,8.0,daily,,,0,1,,,,
,0.5769,15.0,BLR,2023-01-14,5,Medium,11.0,daily,,,1,1,,,,
,0.6,6.0,BLR,2023-01-15,6,Low,4.0,daily,,,1,1,,,,
,0.4783,11.0,BLR,2023-01-16,0,Medium,12.0,daily,,,0,1,,,,
,0.5455,12.0,BLR,2023-01-17,1,Medium,10.0,daily,,,0,1,,,,
,0.5625,18.0,BLR,2023-01-18,2,Medium,14.0,daily,,,0,1,,,,
,0.4,8.0,BLR,2023-01-19,3,Medium,12.0,daily,,,0,1,,,,
,0.7097,22.0,BLR,2023-01-20,4,Medium,9.0,daily,,,0,1,,,,
,0.3929,11.0,BLR,2023-01-21,5,Medium,17.0,daily,,,1,1,,,,
,0.6207,18.0,BLR,2023-01-22,6,Medium,11.0,daily,,,1,1,,,,
,0.5278,19.0,BLR,2023-01-23,0,Medium,17.0,daily,,,0,1,,,,
,0.3478,8.0,BLR,2023-01-24,1,Medium,15.0,daily,,,0,1,,,,
,0.4688,15.0,BLR,2023-01-25,2,Medium,17.0,daily,,,0,1,,,,
,0.5714,16.0,BLR,2023-01-26,3,Medium,12.0,daily,,,0,1,,,,
,0.3684,7.0,BLR,2023-01-27,4,Medium,12.0,daily,,,0,1,,,,
,0.475,19.0,BLR,2023-01-28,5,Medium,21.0,daily,,,1,1,,,,
,0.1923,5.0,BLR,2023-01-29,6,Medium,21.0,daily,,,1,1,,,,
,0.303,10.0,BLR,2023-01-30,0,Medium,22.0,daily,,,0,1,,,,
,0.4286,12.0,BLR,2023-01-31,1,Medium,16.0,daily,,,0,1,,,,
,0.3077,8.0,BLR,2023-02-01,2,Medium,18.0,daily,,,0,2,,,,
,0.4118,14.0,BLR,2023-02-02,3,Medium,20.0,daily,,,0,2,,,,
,0.3824,13.0,BLR,2023-02-03,4,Medium,20.0,daily,,,0,2,,,,
,0.5263,20.0,BLR,2023-02-04,5,Medium,18.0,daily,,,1,2,,,,
,0.587,27.0,BLR,2023-02-05,6,Medium,19.0,daily,,,1,2,,,,
,0.3889,21.0,BLR,2023-02-06,0,Medium,33.0,daily,,,0,2,,,,
,0.3415,14.0,BLR,2023-02-07,1,Medium,27.0,daily,,,0,2,,,,
,0.3261,15.0,BLR,2023-02-08,2,Medium,31.0,daily,,,0,2,,,,
,0.4783,22.0,BLR,2023-02-09,3,Medium,24.0,daily,,,0,2,,,,
,0.2619,11.0,BLR,2023-02-10,4,Medium,31.0,daily,,,0,2,,,,
,0.5,29.0,BLR,2023-02-11,5,Medium,29.0,daily,,,1,2,,,,
,0.3158,12.0,BLR,2023-02-12,6,Medium,26.0,daily,,,1,2,,,,
,0.2453,13.0,BLR,2023-02-13,0,Medium,40.0,daily,,,0,2,,,,
,0.4231,22.0,BLR,2023-02-14,1,Medium,30.0,daily,,,0,2,,,,
,0.5741,31.0,BLR,2023-02-15,2,Medium,23.0,daily,,,0,2,,,,
,0.3929,22.0,BLR,2023-02-16,3,Medium,34.0,daily,,,0,2,,,,
,0.339,20.0,BLR,2023-02-17,4,Medium,39.0,daily,,,0,2,,,,
,0.4242,14.0,BLR,2023-02-18,5,Medium,18.0,daily,,,1,2,,,,
,0.4694,23.0,BLR,2023-02-19,6,Medium,26.0,daily,,,1,2,,,,
,0.4,26.0,BLR,2023-02-20,0,Medium,39.0,daily,,,0,2,,,,
,0.4655,27.0,BLR,2023-02-21,1,Medium,31.0,daily,,,0,2,,,,
,0.4783,33.0,BLR,2023-02-22,2,Medium,36.0,daily,,,0,2,,,,
,0.3636,28.0,BLR,2023-02-23,3,Medium,49.0,daily,,,0,2,,,,
,0.403,27.0,BLR,2023-02-24,4,Medium,40.0,daily,,,0,2,,,,
,0.4366,31.0,BLR,2023-02-25,5,Medium,40.0,daily,,,1,2,,,,
,0.4681,22.0,BLR,2023-02-26,6,Medium,25.0,daily,,,1,2,,,,
,0.3279,20.0,BLR,2023-02-27,0,Medium,41.0,daily,,,0,2,,,,
,0.3158,24.0,BLR,2023-02-28,1,Medium,52.0,daily,,,0,2,,,,
,0.4756,39.0,BLR,2023-03-01,2,Medium,43.0,daily,,,0,3,,,,
,0.3529,30.0,BLR,2023-03-02,3,Medium,55.0,daily,,,0,3,,,,
,0.4337,36.0,BLR,2023-03-03,4,Medium,47.0,daily,,,0,3,,,,
,0.4737,36.0,BLR,2023-03-04,5,Medium,40.0,daily,,,1,3,,,,
,0.4603,29.0,BLR,2023-03-05,6,Medium,34.0,daily,,,1,3,,,,
,0.3258,29.0,BLR,2023-03-06,0,Medium,60.0,daily,,,0,3,,,,
,0.4268,35.0,BLR,2023-03-07,1,Medium,47.0,daily,,,0,3,,,,
,0.419,44.0,BLR,2023-03-08,2,Medium,61.0,daily,,,0,3,,,,
,0.3519,38.0,BLR,2023-03-09,3,Medium,70.0,daily,,,0,3,,,,
,0.3739,43.0,BLR,2023-03-10,4,Medium,71.0,daily,,,0,3,,,,
,0.3952,49.0,BLR,2023-03-11,5,Medium,75.0,daily,,,1,3,,,,
,0.4337,36.0,BLR,2023-03-12,6,Medium,47.0,daily,,,1,3,,,,
,0.4427,58.0,BLR,2023-03-13,0,Medium,73.0,daily,,,0,3,,,,
,0.3525,49.0,BLR,2023-03-14,1,Medium,90.0,daily,,,0,3,,,,
,0.3409,45.0,BLR,2023-03-15,2,Medium,87.0,daily,,,0,3,,,,
,0.4067,61.0,BLR,2023-03-16,3,Medium,89.0,daily,,,0,3,,,,
,0.4798,83.0,BLR,2023-03-17,4,Medium,90.0,daily,,,0,3,,,,
,0.4359,85.0,BLR,2023-03-18,5,Medium,110.0,daily,,,1,3,,,,
,0.36,45.0,BLR,2023-03-19,6,Medium,80.0,daily,,,1,3,,,,
,0.45,45.0,BLR,2023-03-20,0,Medium,55.0,daily,,,0,3,,,,
,0.3273,54.0,BLR,2023-03-21,1,Medium,111.0,daily,,,0,3,,,,
,0.431,50.0,BLR,2023-03-22,2,Medium,66.0,daily,,,0,3,,,,
,0.3295,57.0,BLR,2023-03-23,3,Medium,116.0,daily,,,0,3,,,,
,0.3626,66.0,BLR,2023-03-24,4,Medium,116.0,daily,,,0,3,,,,
,0.3706,73.0,BLR,2023-03-25,5,Medium,124.0,daily,,,1,3,,,,
,0.4083,69.0,BLR,2023-03-26,6,Medium,100.0,daily,,,1,3,,,,
,0.3757,65.0,BLR,2023-03-27,0,Medium,108.0,daily,,,0,3,,,,
,0.4825,110.0,BLR,2023-03-28,1,Medium,118.0,daily,,,0,3,,,,
,0.4009,89.0,BLR,2023-03-29,2,Medium,133.0,daily,,,0,3,,,,
,0.4099,91.0,BLR,2023-03-30,3,Medium,131.0,daily,,,0,3,,,,
,0.3436,78.0,BLR,2023-03-31,4,Medium,149.0,daily,,,0,3,,,,
,0.4086,105.0,BLR,2023-04-01,5,Medium,152.0,daily,,,1,4,,,,
,0.4519,94.0,BLR,2023-04-02,6,Medium,114.0,daily,,,1,4,,,,
,0.3969,104.0,BLR,2023-04-03,0,Medium,158.0,daily,,,0,4,,,,
,0.3665,81.0,BLR,2023-04-04,1,Medium,140.0,daily,,,0,4,,,,
,0.3955,106.0,BLR,2023-04-05,2,High,162.0,daily,,,0,4,,,,
,0.3333,93.0,BLR,2023-04-06,3,High,186.0,daily,,,0,4,,,,
,0.344,75.0,BLR,2023-04-07,4,Medium,143.0,daily,,,0,4,,,,
,0.2989,81.0,BLR,2023-04-08,5,High,190.0,daily,,,1,4,,,,
,0.3333,59.0,BLR,2023-04-09,6,Medium,118.0,daily,,,1,4,,,,
,0.4142,111.0,BLR,2023-04-10,0,Medium,157.0,daily,,,0,4,,,,
,0.4161,114.0,BLR,2023-04-11,1,Medium,160.0,daily,,,0,4,,,,
,0.3399,86.0,BLR,2023-04-12,2,High,167.0,daily,,,0,4,,,,
,0.3453,96.0,BLR,2023-04-13,3,High,182.0,daily,,,0,4,,,,
,0.4253,111.0,BLR,2023-04-14,4,Medium,150.0,daily,,,0,4,,,,
,0.3633,97.0,BLR,2023-04-15,5,High,170.0,daily,,,1,4,,,,
,0.3807,83.0,BLR,2023-04-16,6,Medium,135.0,daily,,,1,4,,,,
,0.355,93.0,BLR,2023-04-17,0,High,169.0,daily,,,0,4,,,,
,0.3814,90.0,BLR,2023-04-18,1,Medium,146.0,daily,,,0,4,,,,
,0.4181,120.0,BLR,2023-04-19,2,High,167.0,daily,,,0,4,,,,
,0.3311,98.0,BLR,2023-04-20,3,High,198.0,daily,,,0,4,,,,
,0.4037,109.0,BLR,2023-04-21,4,High,161.0,daily,,,0,4,,,,
,0.3432,81.0,BLR,2023-04-22,5,Medium,155.0,daily,,,1,4,,,,
,0.3568,76.0,BLR,2023-04-23,6,Medium,137.0,daily,,,1,4,,,,
,0.2954,83.0,BLR,2023-04-24,0,High,198.0,daily,,,0,4,,,,
,0.3828,116.0,BLR,2023-04-25,1,High,187.0,daily,,,0,4,,,,
,0.3818,126.0,BLR,2023-04-26,2,High,204.0,daily,,,0,4,,,,
,0.3367,101.0,BLR,2023-04-27,3,High,199.0,daily,,,0,4,,,,
,0.3754,125.0,BLR,2023-04-28,4,High,208.0,daily,,,0,4,,,,
,0.4594,164.0,BLR,2023-04-29,5,High,193.0,daily,,,1,4,,,,
,0.4467,134.0,BLR,2023-04-30,6,High,166.0,daily,,,1,4,,,,
,0.3555,91.0,BLR,2023-05-01,0,High,165.0,daily,,,0,5,,,,
,0.3818,147.0,BLR,2023-05-02,1,High,238.0,daily,,,0,5,,,,
,0.3692,127.0,BLR,2023-05-03,2,High,217.0,daily,,,0,5,,,,
,0.3977,171.0,BLR,2023-05-04,3,High,259.0,daily,,,0,5,,,,
,0.4223,193.0,BLR,2023-05-05,4,High,264.0,daily,,,0,5,,,,
,0.4778,215.0,BLR,2023-05-06,5,High,235.0,daily,,,1,5,,,,
,0.4555,169.0,BLR,2023-05-07,6,High,202.0,daily,,,1,5,,,,
,0.4256,186.0,BLR,2023-05-08,0,High,251.0,daily,,,0,5,,,,
,0.393,158.0,BLR,2023-05-09,1,High,244.0,daily,,,0,5,,,,
,0.4054,90.0,BLR,2023-05-10,2,Medium,132.0,daily,,,0,5,,,,
,0.378,158.0,BLR,2023-05-11,3,High,260.0,daily,,,0,5,,,,
,0.3795,167.0,BLR,2023-05-12,4,High,273.0,daily,,,0,5,,,,
,0.3976,169.0,BLR,2023-05-13,5,High,256.0,daily,,,1,5,,,,
,0.3725,130.0,BLR,2023-05-14,6,High,219.0,daily,,,1,5,,,,
,0.4039,185.0,BLR,2023-05-15,0,High,273.0,daily,,,0,5,,,,
,0.4065,176.0,BLR,2023-05-16,1,High,257.0,daily,,,0,5,,,,
,0.3968,171.0,BLR,2023-05-17,2,High,260.0,daily,,,0,5,,,,
,0.42,189.0,BLR,2023-05-18,3,High,261.0,daily,,,0,5,,,,
,0.3696,170.0,BLR,2023-05-19,4,High,290.0,daily,,,0,5,,,,
,0.459,235.0,BLR,2023-05-20,5,High,277.0,daily,,,1,5,,,,
,0.4128,161.0,BLR,2023-05-21,6,High,229.0,daily,,,1,5,,,,
,0.4218,205.0,BLR,2023-05-22,0,High,281.0,daily,,,0,5,,,,
,0.3616,175.0,BLR,2023-05-23,1,High,309.0,daily,,,0,5,,,,
,0.3902,206.0,BLR,2023-05-24,2,High,322.0,daily,,,0,5,,,,
,0.4057,200.0,BLR,2023-05-25,3,High,293.0,daily,,,0,5,,,,
,0.3875,186.0,BLR,2023-05-26,4,High,296.0,daily,,,0,5,,,,
,0.4404,218.0,BLR,2023-05-27,5,High,277.0,daily,,,1,5,,,,
,0.4822,217.0,BLR,2023-05-28,6,High,235.0,daily,,,1,5,,,,
,0.3783,188.0,BLR,2023-05-29,0,High,316.0,daily,,,0,5,,,,
,0.3996,203.0,BLR,2023-05-30,1,High,306.0,daily,,,0,5,,,,
,0.3854,200.0,BLR,2023-05-31,2,High,319.0,daily,,,0,5,,,,
,0.3842,204.0,BLR,2023-06-01,3,High,327.0,daily,,,0,6,,,,
,0.3504,199.0,BLR,2023-06-02,4,High,369.0,daily,,,0,6,,,,
,0.3679,220.0,BLR,2023-06-03,5,High,378.0,daily,,,1,6,,,,
,0.4152,186.0,BLR,2023-06-04,6,High,262.0,daily,,,1,6,,,,
,0.3682,211.0,BLR,2023-06-05,0,High,362.0,daily,,,0,6,,,,
,0.0,0.0,BLR,2022-10-10,0,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-11,1,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-12,2,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-13,3,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-14,4,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-15,5,Low,0.0,daily,,,1,10,,,,
,0.0,0.0,BLR,2022-10-16,6,Low,0.0,daily,,,1,10,,,,
,0.0,0.0,BLR,2022-10-17,0,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-18,1,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-19,2,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-20,3,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-21,4,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-22,5,Low,0.0,daily,,,1,10,,,,
,0.0,0.0,BLR,2022-10-23,6,Low,0.0,daily,,,1,10,,,,
,0.0,0.0,BLR,2022-10-24,0,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-25,1,Low,1.0,daily,,,0,10,,,,
,1.0,1.0,BLR,2022-10-26,2,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-27,3,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-28,4,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-10-29,5,Low,0.0,daily,,,1,10,,,,
,0.0,0.0,BLR,2022-10-30,6,Low,0.0,daily,,,1,10,,,,
,0.0,0.0,BLR,2022-10-31,0,Low,0.0,daily,,,0,10,,,,
,0.0,0.0,BLR,2022-11-01,1,Low,1.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-02,2,Low,1.0,daily,,,0,11,,,,
,1.0,1.0,BLR,2022-11-03,3,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-04,4,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-05,5,Low,0.0,daily,,,1,11,,,,
,0.0,0.0,BLR,2022-11-06,6,Low,0.0,daily,,,1,11,,,,
,0.0,0.0,BLR,2022-11-07,0,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-08,1,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-09,2,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-10,3,Low,1.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-11,4,Low,2.0,daily,,,0,11,,,,
,1.0,1.0,BLR,2022-11-12,5,Low,0.0,daily,,,1,11,,,,
,0.0,0.0,BLR,2022-11-13,6,Low,0.0,daily,,,1,11,,,,
,0.0,0.0,BLR,2022-11-14,0,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-15,1,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-16,2,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-17,3,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-18,4,Low,0.0,daily,,,0,11,,,,
,0.3333,1.0,BLR,2022-11-19,5,Low,2.0,daily,,,1,11,,,,
,0.0,0.0,BLR,2022-11-20,6,Low,0.0,daily,,,1,11,,,,
,1.0,1.0,BLR,2022-11-21,0,Low,0.0,daily,,,0,11,,,,
,1.0,1.0,BLR,2022-11-22,1,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-23,2,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-24,3,Low,0.0,daily,,,0,11,,,,
,1.0,1.0,BLR,2022-11-25,4,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-26,5,Low,0.0,daily,,,1,11,,,,
,1.0,2.0,BLR,2022-11-27,6,Low,0.0,daily,,,1,11,,,,
,1.0,1.0,BLR,2022-11-28,0,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-29,1,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-11-30,2,Low,0.0,daily,,,0,11,,,,
,0.0,0.0,BLR,2022-12-01,3,Low,0.0,daily,,,0,12,,,,
,0.5,1.0,BLR,2022-12-02,4,Low,1.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-03,5,Low,0.0,daily,,,1,12,,,,
,1.0,1.0,BLR,2022-12-04,6,Low,0.0,daily,,,1,12,,,,
,0.0,0.0,BLR,2022-12-05,0,Low,0.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-06,1,Low,0.0,daily,,,0,12,,,,
,1.0,2.0,BLR,2022-12-07,2,Low,0.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-08,3,Low,0.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-09,4,Low,0.0,daily,,,0,12,,,,
,0.75,3.0,BLR,2022-12-10,5,Low,1.0,daily,,,1,12,,,,
,0.75,3.0,BLR,2022-12-11,6,Low,1.0,daily,,,1,12,,,,
,0.5,1.0,BLR,2022-12-12,0,Low,1.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-13,1,Low,0.0,daily,,,0,12,,,,
,1.0,1.0,BLR,2022-12-14,2,Low,0.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-15,3,Low,2.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-16,4,Low,0.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-17,5,Low,0.0,daily,,,1,12,,,,
,1.0,1.0,BLR,2022-12-18,6,Low,0.0,daily,,,1,12,,,,
,1.0,1.0,BLR,2022-12-19,0,Low,0.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-20,1,Low,0.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-21,2,Low,0.0,daily,,,0,12,,,,
,0.6667,2.0,BLR,2022-12-22,3,Low,1.0,daily,,,0,12,,,,
,0.5,1.0,BLR,2022-12-23,4,Low,1.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-24,5,Low,0.0,daily,,,1,12,,,,
,0.0,0.0,BLR,2022-12-25,6,Low,0.0,daily,,,1,12,,,,
,0.0,0.0,BLR,2022-12-26,0,Low,0.0,daily,,,0,12,,,,
,1.0,2.0,BLR,2022-12-27,1,Low,0.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-28,2,Low,0.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-29,3,Low,0.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-30,4,Low,0.0,daily,,,0,12,,,,
,0.0,0.0,BLR,2022-12-31,5,Low,0.0,daily,,,1,12,,,,
,1.0,3.0,BLR,2023-01-01,6,Low,0.0,daily,,,1,1,,,,
,0.0,0.0,BLR,2023-01-02,0,Low,1.0,daily,,,0,1,,,,
,0.0,0.0,BLR,2023-01-03,1,Low,0.0,daily,,,0,1,,,,
,0.0,0.0,BLR,2023-01-04,2,Low,0.0,daily,,,0,1,,,,
,1.0,1.0,BLR,2023-01-05,3,Low,0.0,daily,,,0,1,,,,
,1.0,1.0,BLR,2023-01-06,4,Low,0.0,daily,,,0,1,,,,
,0.0,0.0,BLR,2023-01-07,5,Low,1.0,daily,,,1,1,,,,
,1.0,1.0,BLR,2023-01-08,6,Low,0.0,daily,,,1,1,,,,
,0.0,0.0,BLR,2023-01-09,0,Low,1.0,daily,,,0,1,,,,
,0.0,0.0,BLR,2023-01-10,1,Low,0.0,daily,,,0,1,,,,
,1.0,1.0,BLR,2023-01-11,2,Low,0.0,daily,,,0,1,,,,
,0.0,0.0,BLR,2023-01-12,3,Low,0.0,daily,,,0,1,,,,
,0.75,3.0,BLR,2023-01-13,4,Low,1.0,daily,,,0,1,,,,
,0.0,0.0,BLR,2023-01-14,5,Low,1.0,daily,,,1,1,,,,
,1.0,1.0,BLR,2023-01-15,6,Low,0.0,daily,,,1,1,,,,
,1.0,1.0,BLR,2023-01-16,0,Low,0.0,daily,,,0,1,,,,
,0.0,0.0,BLR,2023-01-17,1,Low,0.0,daily,,,0,1,,,,
,1.0,1.0,BLR,2023-01-18,2,Low,0.0,daily,,,0,1,,,,
,0.5,1.0,BLR,2023-01-19,3,Low,1.0,daily,,,0,1,,,,
,0.0,0.0,BLR,2023-01-20,4,Low,0.0,daily,,,0,1,,,,
,0.0,0.0,BLR,2023-01-21,5,Low,1.0,daily,,,1,1,,,,
,0.5,1.0,BLR,2023-01-22,6,Low,1.0,daily,,,1,1,,,,
,1.0,1.0,BLR,2023-01-23,0,Low,0.0,daily,,,0,1,,,,
,0.6667,2.0,BLR,2023-01-24,1,Low,1.0,daily,,,0,1,,,,
,0.6667,2.0,BLR,2023-01-25,2,Low,1.0,daily,,,0,1,,,,
,0.6667,2.0,BLR,2023-01-26,3,Low,1.0,daily,,,0,1,,,,
,0.7143,5.0,BLR,2023-01-27,4,Low,2.0,daily,,,0,1,,,,
,0.6667,2.0,BLR,2023-01-28,5,Low,1.0,daily,,,1,1,,,,
,0.0,0.0,BLR,2023-01-29,6,Low,3.0,daily,,,1,1,,,,
,1.0,1.0,BLR,2023-01-30,0,Low,0.0,daily,,,0,1,,,,
,0.5,1.0,BLR,2023-01-31,1,Low,1.0,daily,,,0,1,,,,
,0.6667,2.0,BLR,2023-02-01,2,Low,1.0,daily,,,0,2,,,,
,1.0,5.0,BLR,2023-02-02,3,Low,0.0,daily,,,0,2,,,,
,0.0,0.0,BLR,2023-02-03,4,Low,1.0,daily,,,0,2,,,,
,0.0,0.0,BLR,2023-02-04,5,Low,1.0,daily,,,1,2,,,,
,0.75,3.0,BLR,2023-02-05,6,Low,1.0,daily,,,1,2,,,,
,1.0,9.0,BLR,2023-02-06,0,Low,0.0,daily,,,0,2,,,,
,0.0,0.0,BLR,2023-02-07,1,Low,0.0,daily,,,0,2,,,,
,0.75,6.0,BLR,2023-02-08,2,Low,2.0,daily,,,0,2,,,,
,0.6667,4.0,BLR,2023-02-09,3,Low,2.0,daily,,,0,2,,,,
,0.6,3.0,BLR,2023-02-10,4,Low,2.0,daily,,,0,2,,,,
,0.75,3.0,BLR,2023-02-11,5,Low,1.0,daily,,,1,2,,,,
,0.3333,2.0,BLR,2023-02-12,6,Low,4.0,daily,,,1,2,,,,
,0.3333,2.0,BLR,2023-02-13,0,Low,4.0,daily,,,0,2,,,,
,0.8333,5.0,BLR,2023-02-14,1,Low,1.0,daily,,,0,2,,,,
,0.5,3.0,BLR,2023-02-15,2,Low,3.0,daily,,,0,2,,,,
,0.6667,6.0,BLR,2023-02-16,3,Low,3.0,daily,,,0,2,,,,
,0.0,0.0,BLR,2023-02-17,4,Low,2.0,daily,,,0,2,,,,
,1.0,1.0,BLR,2023-02-18,5,Low,0.0,daily,,,1,2,,,,
,0.3333,2.0,BLR,2023-02-19,6,Low,4.0,daily,,,1,2,,,,
,0.2,1.0,BLR,2023-02-20,0,Low,4.0,daily,,,0,2,,,,
,0.2,1.0,BLR,2023-02-21,1,Low,4.0,daily,,,0,2,,,,
,0.8824,15.0,BLR,2023-02-22,2,Low,2.0,daily,,,0,2,,,,
,0.375,3.0,BLR,2023-02-23,3,Low,5.0,daily,,,0,2,,,,
,0.6,3.0,BLR,2023-02-24,4,Low,2.0,daily,,,0,2,,,,
,0.5,3.0,BLR,2023-02-25,5,Low,3.0,daily,,,1,2,,,,
,0.4,2.0,BLR,2023-02-26,6,Low,3.0,daily,,,1,2,,,,
,0.6667,4.0,BLR,2023-02-27,0,Low,2.0,daily,,,0,2,,,,
,0.6,9.0,BLR,2023-02-28,1,Medium,6.0,daily,,,0,2,,,,
,0.25,1.0,BLR,2023-03-01,2,Low,3.0,daily,,,0,3,,,,
,0.5714,4.0,BLR,2023-03-02,3,Low,3.0,daily,,,0,3,,,,
,0.6364,7.0,BLR,2023-03-03,4,Low,4.0,daily,,,0,3,,,,
,0.7143,5.0,BLR,2023-03-04,5,Low,2.0,daily,,,1,3,,,,
,0.5,4.0,BLR,2023-03-05,6,Low,4.0,daily,,,1,3,,,,
,0.25,1.0,BLR,2023-03-06,0,Low,3.0,daily,,,0,3,,,,
,0.0,0.0,BLR,2023-03-07,1,Low,4.0,daily,,,0,3,,,,
,0.6154,8.0,BLR,2023-03-08,2,Low,5.0,daily,,,0,3,,,,
,0.5385,7.0,BLR,2023-03-09,3,Medium,6.0,daily,,,0,3,,,,
,0.5714,4.0,BLR,2023-03-10,4,Low,3.0,daily,,,0,3,,,,
,0.4286,3.0,BLR,2023-03-11,5,Low,4.0,daily,,,1,3,,,,
,0.7273,8.0,BLR,2023-03-12,6,Low,3.0,daily,,,1,3,,,,
,0.75,9.0,BLR,2023-03-13,0,Low,3.0,daily,,,0,3,,,,
,0.4545,5.0,BLR,2023-03-14,1,Medium,6.0,daily,,,0,3,,,,
,0.8485,28.0,BLR,2023-03-15,2,Low,5.0,daily,,,0,3,,,,
,0.6,6.0,BLR,2023-03-16,3,Low,4.0,daily,,,0,3,,,,
,0.7,7.0,BLR,2023-03-17,4,Low,3.0,daily,,,0,3,,,,
,0.6667,4.0,BLR,2023-03-18,5,Low,2.0,daily,,,1,3,,,,
