date,day_of_week,month,is_weekend,city,demand_level,reg_rider,reg_driver,rider_to_driver_ratio,done_ride,cancel_ride,bkng_cancel_rate
2023-11-15,2,11,0,HYD,Low,33,1,33.0,,,
2023-11-16,3,11,0,HYD,Low,66,2,33.0,,,
2023-11-17,4,11,0,HYD,Low,58,1,58.0,,,
2023-11-18,5,11,1,HYD,Low,92,1,92.0,,,
2023-11-19,6,11,1,HYD,Low,94,1,94.0,,,
2023-11-20,0,11,0,HYD,Low,111,2,55.5,,,
2023-11-21,1,11,0,HYD,Medium,200,27,7.407407407407407,,,
2023-11-22,2,11,0,HYD,Medium,227,32,7.09375,,,
2023-11-23,3,11,0,HYD,Low,127,26,4.884615384615385,,,
2023-11-24,4,11,0,HYD,Low,86,26,3.3076923076923075,,,
2023-11-25,5,11,1,HYD,Low,92,18,5.111111111111111,,,
2023-11-26,6,11,1,HYD,Low,55,20,2.75,,,
2023-11-27,0,11,0,HYD,Low,72,15,4.8,,,
2023-11-28,1,11,0,HYD,Low,57,21,2.7142857142857144,,,
2023-11-29,2,11,0,HYD,Low,91,17,5.352941176470588,,,
2023-11-30,3,11,0,HYD,Low,71,8,8.875,,,
2023-12-01,4,12,0,HYD,Low,69,16,4.3125,,,
2023-12-02,5,12,1,HYD,Low,78,9,8.666666666666666,,,
2023-12-03,6,12,1,HYD,Low,56,7,8.0,,,
2023-12-04,0,12,0,HYD,Low,72,19,3.789473684210526,,,
2023-12-05,1,12,0,HYD,Low,63,35,1.8,,,
2023-12-06,2,12,0,HYD,Low,76,37,2.054054054054054,,,
2023-12-07,3,12,0,HYD,Low,99,46,2.152173913043478,,,
2023-12-08,4,12,0,HYD,Low,95,65,1.4615384615384617,,,
2023-12-09,5,12,1,HYD,Low,126,92,1.3695652173913044,,,
2023-12-10,6,12,1,HYD,Medium,225,22,10.227272727272728,,,
2023-12-11,0,12,0,HYD,Low,176,121,1.4545454545454546,,,
2023-12-12,1,12,0,HYD,Medium,178,148,1.2027027027027026,,,
2023-12-13,2,12,0,HYD,Low,164,161,1.0186335403726707,,,
2023-12-14,3,12,0,HYD,Medium,267,234,1.141025641025641,,,
2023-12-15,4,12,0,HYD,Medium,337,280,1.2035714285714283,,,
2023-12-16,5,12,1,HYD,Medium,390,242,1.6115702479338845,,,
2023-12-17,6,12,1,HYD,Medium,334,104,3.2115384615384617,,,
2023-12-18,0,12,0,HYD,Medium,267,297,0.898989898989899,,,
2023-12-19,1,12,0,HYD,Medium,297,316,0.939873417721519,,,
2023-12-20,2,12,0,HYD,Medium,290,317,0.9148264984227128,,,
2023-12-21,3,12,0,HYD,Medium,325,234,1.3888888888888888,,,
2023-12-22,4,12,0,HYD,Medium,326,221,1.4751131221719458,,,
2023-12-23,5,12,1,HYD,Medium,402,183,2.19672131147541,,,
2023-12-24,6,12,1,HYD,Medium,374,224,1.6696428571428572,,,
2023-12-25,0,12,0,HYD,Medium,400,149,2.684563758389262,,,
2023-12-26,1,12,0,HYD,Medium,396,264,1.5,,,
2023-12-27,2,12,0,HYD,Medium,397,214,1.855140186915888,,,
2023-12-28,3,12,0,HYD,Medium,445,323,1.3777089783281733,,,
2023-12-29,4,12,0,HYD,Medium,453,349,1.2979942693409745,,,
2023-12-30,5,12,1,HYD,Medium,477,284,1.6795774647887325,,,
2023-12-31,6,12,1,HYD,Medium,499,216,2.310185185185185,,,
2024-01-01,0,1,0,HYD,Medium,538,73,7.36986301369863,,,
2024-01-02,1,1,0,HYD,High,576,245,2.351020408163265,,,
2024-01-03,2,1,0,HYD,High,557,225,2.475555555555556,,,
2024-01-04,3,1,0,HYD,High,630,307,2.052117263843648,,,
2024-01-05,4,1,0,HYD,Medium,465,290,1.603448275862069,,,
2024-01-06,5,1,1,HYD,Medium,513,287,1.787456445993031,,,
2024-01-07,6,1,1,HYD,Medium,508,147,3.45578231292517,,,
2024-01-08,0,1,0,HYD,High,566,255,2.219607843137255,,,
2024-01-09,1,1,0,HYD,High,712,324,2.197530864197531,,,
2024-01-10,2,1,0,HYD,High,904,311,2.9067524115755625,,,
2024-01-11,3,1,0,HYD,High,634,298,2.12751677852349,,,
2024-01-12,4,1,0,HYD,High,569,260,2.1884615384615387,,,
2024-01-13,5,1,1,HYD,High,674,295,2.2847457627118644,,,
2024-01-14,6,1,1,HYD,High,563,97,5.804123711340206,,,
2024-01-15,0,1,0,HYD,High,557,67,8.313432835820896,,,
2024-01-16,1,1,0,HYD,High,784,117,6.700854700854701,,,
2024-01-17,2,1,0,HYD,High,835,199,4.195979899497488,,,
2024-01-18,3,1,0,HYD,High,888,232,3.827586206896552,,,
2024-01-19,4,1,0,HYD,High,844,283,2.982332155477032,,,
2024-01-20,5,1,1,HYD,High,787,268,2.9365671641791047,,,
2024-01-21,6,1,1,HYD,High,732,136,5.382352941176471,,,
2024-01-22,0,1,0,HYD,Medium,496,292,1.6986301369863013,,,
2024-01-23,1,1,0,HYD,Medium,462,283,1.6325088339222615,,,
2024-01-24,2,1,0,HYD,Medium,446,259,1.722007722007722,,,
2024-01-25,3,1,0,HYD,Medium,506,318,1.5911949685534592,,,
2024-01-26,4,1,0,HYD,High,602,260,2.315384615384616,,,
2024-01-27,5,1,1,HYD,High,965,375,2.5733333333333333,,,
2024-01-28,6,1,1,HYD,High,1425,131,10.877862595419847,,,
2024-01-29,0,1,0,HYD,High,1553,329,4.720364741641338,,,
2024-01-30,1,1,0,HYD,High,1592,395,4.030379746835443,,,
2024-01-31,2,1,0,HYD,High,1493,396,3.77020202020202,,,
2024-02-01,3,2,0,HYD,High,1176,406,2.896551724137931,,,
2024-02-02,4,2,0,HYD,High,1112,419,2.653937947494033,,,
2024-02-03,5,2,1,HYD,High,1361,355,3.8338028169014087,,,
2024-02-04,6,2,1,HYD,High,1496,147,10.17687074829932,,,
2024-02-05,0,2,0,HYD,High,1345,393,3.422391857506361,,,
2024-02-06,1,2,0,HYD,High,1409,391,3.603580562659847,,,
2024-02-07,2,2,0,HYD,High,1408,382,3.6858638743455496,,,
2024-02-08,3,2,0,HYD,High,1374,427,3.217798594847775,,,
2024-02-09,4,2,0,HYD,High,1187,404,2.9381188118811883,,,
2024-02-10,5,2,1,HYD,High,1384,354,3.9096045197740112,,,
2024-02-11,6,2,1,HYD,High,1409,107,13.16822429906542,,,
2024-02-12,0,2,0,HYD,High,1344,318,4.226415094339623,,,
2024-02-13,1,2,0,HYD,High,1273,357,3.565826330532213,,,
2024-02-14,2,2,0,HYD,High,1312,300,4.373333333333333,,,
2024-02-15,3,2,0,HYD,High,1023,294,3.479591836734694,,,
2024-02-16,4,2,0,HYD,High,1066,122,8.737704918032787,,,
2024-02-17,5,2,1,HYD,High,1097,279,3.931899641577061,,,
2024-02-18,6,2,1,HYD,High,1058,92,11.5,,,
2024-02-19,0,2,0,HYD,High,984,204,4.823529411764706,,,
2024-02-20,1,2,0,HYD,High,977,227,4.303964757709252,,,
2024-02-21,2,2,0,HYD,High,894,297,3.01010101010101,,,
2024-02-22,3,2,0,HYD,High,912,368,2.4782608695652173,,,
2024-02-23,4,2,0,HYD,High,911,1339,0.6803584764749814,,,
2024-02-24,5,2,1,HYD,High,1178,418,2.8181818181818183,,,
2024-02-25,6,2,1,HYD,High,1085,105,10.333333333333334,,,
2024-02-26,0,2,0,HYD,High,1124,352,3.1931818181818183,,,
2024-02-27,1,2,0,HYD,High,1369,475,2.8821052631578947,,,
2024-02-28,2,2,0,HYD,High,1390,465,2.989247311827957,,,
2024-02-29,3,2,0,HYD,High,1895,296,6.402027027027027,,,
2024-03-01,4,3,0,HYD,High,2696,728,3.703296703296704,,,
2024-03-02,5,3,1,HYD,High,2588,704,3.676136363636364,,,
2024-03-03,6,3,1,HYD,High,2336,344,6.790697674418604,,,
2024-03-04,0,3,0,HYD,High,2193,624,3.514423076923077,,,
2024-03-05,1,3,0,HYD,High,1505,629,2.39268680445151,,,
2024-03-06,2,3,0,HYD,High,1799,493,3.649087221095335,,,
2024-03-07,3,3,0,HYD,High,1623,545,2.977981651376147,,,
2024-03-08,4,3,0,HYD,High,1393,287,4.853658536585366,,,
2024-03-09,5,3,1,HYD,High,1212,528,2.2954545454545454,,,
2024-03-10,6,3,1,HYD,High,1276,244,5.229508196721311,,,
2024-03-11,0,3,0,HYD,High,1581,419,3.7732696897374702,,,
2024-03-12,1,3,0,HYD,High,1225,476,2.573529411764706,,,
2024-03-13,2,3,0,HYD,High,1274,474,2.6877637130801686,,,
2024-03-14,3,3,0,HYD,High,1394,519,2.685934489402697,,,
2024-03-15,4,3,0,HYD,High,958,484,1.9793388429752063,,,
2024-03-16,5,3,1,HYD,High,1035,351,2.948717948717949,,,
2024-03-17,6,3,1,HYD,High,1108,213,5.2018779342723,,,
2024-03-18,0,3,0,HYD,High,1016,546,1.8608058608058609,,,
2024-03-19,1,3,0,HYD,High,1139,508,2.2421259842519685,,,
2024-03-20,2,3,0,HYD,High,1077,491,2.1934826883910388,,,
2024-03-21,3,3,0,HYD,High,1929,540,3.5722222222222224,,,
2024-03-22,4,3,0,HYD,High,1961,511,3.837573385518591,,,
2024-03-23,5,3,1,HYD,High,1301,425,3.061176470588235,,,
2024-03-24,6,3,1,HYD,High,944,147,6.421768707482993,,,
2024-03-25,0,3,0,HYD,High,982,111,8.846846846846846,,,
2024-03-26,1,3,0,HYD,High,952,314,3.031847133757962,,,
2024-03-27,2,3,0,HYD,High,1056,269,3.925650557620818,,,
2024-03-28,3,3,0,HYD,High,1005,307,3.273615635179153,,,
2024-03-29,4,3,0,HYD,High,880,378,2.328042328042328,,,
2024-03-30,5,3,1,HYD,High,929,282,3.294326241134752,,,
2024-03-31,6,3,1,HYD,High,1098,68,16.147058823529413,,,
2024-04-01,0,4,0,HYD,High,1050,228,4.605263157894737,,,
2024-04-02,1,4,0,HYD,High,873,289,3.0207612456747404,,,
2024-04-03,2,4,0,HYD,High,923,215,4.293023255813954,,,
2024-04-04,3,4,0,HYD,High,1062,226,4.699115044247788,,,
2024-04-05,4,4,0,HYD,High,1019,238,4.281512605042017,,,
2024-04-06,5,4,1,HYD,High,936,238,3.932773109243697,,,
2024-04-07,6,4,1,HYD,High,831,79,10.518987341772153,,,
2024-04-08,0,4,0,HYD,High,722,213,3.3896713615023475,,,
2024-04-09,1,4,0,HYD,High,579,79,7.329113924050633,,,
2024-04-10,2,4,0,HYD,High,689,205,3.360975609756097,,,
2024-04-11,3,4,0,HYD,High,708,47,15.063829787234043,,,
2024-04-12,4,4,0,HYD,High,903,207,4.36231884057971,,,
2024-04-13,5,4,1,HYD,High,919,206,4.461165048543689,,,
2024-04-14,6,4,1,HYD,High,857,58,14.775862068965518,,,
2024-04-15,0,4,0,HYD,High,1028,209,4.91866028708134,,,
2024-04-16,1,4,0,HYD,High,868,222,3.90990990990991,,,
2024-04-17,2,4,0,HYD,High,813,281,2.893238434163701,,,
2024-04-18,3,4,0,HYD,High,877,218,4.022935779816514,,,
2024-04-19,4,4,0,HYD,High,767,235,3.2638297872340427,,,
2024-04-20,5,4,1,HYD,High,785,256,3.06640625,,,
2024-04-21,6,4,1,HYD,High,1057,69,15.318840579710145,,,
2024-04-22,0,4,0,HYD,High,1169,201,5.815920398009951,,,
2024-04-23,1,4,0,HYD,High,926,219,4.228310502283105,,,
2024-04-24,2,4,0,HYD,High,1152,220,5.236363636363636,,,
2024-04-25,3,4,0,HYD,High,1120,248,4.516129032258065,,,
2024-04-26,4,4,0,HYD,High,1048,177,5.92090395480226,,,
2024-04-27,5,4,1,HYD,High,950,151,6.291390728476821,,,
2024-04-28,6,4,1,HYD,High,1050,66,15.909090909090908,,,
2024-04-29,0,4,0,HYD,High,1126,119,9.46218487394958,,,
2024-04-30,1,4,0,HYD,High,1014,213,4.76056338028169,,,
2024-05-01,2,5,0,HYD,High,979,69,14.18840579710145,,,
2024-05-02,3,5,0,HYD,High,1511,204,7.406862745098039,,,
2024-05-03,4,5,0,HYD,High,1471,232,6.340517241379311,,,
2024-05-04,5,5,1,HYD,High,1380,190,7.263157894736842,,,
2024-05-05,6,5,1,HYD,High,1202,101,11.9009900990099,,,
2024-05-06,0,5,0,HYD,High,1230,201,6.119402985074627,,,
2024-05-07,1,5,0,HYD,High,1892,156,12.128205128205128,,,
2024-05-08,2,5,0,HYD,High,1191,214,5.565420560747664,,,
2024-05-09,3,5,0,HYD,High,1103,238,4.6344537815126055,,,
2024-05-10,4,5,0,HYD,High,1122,242,4.636363636363637,,,
2024-05-11,5,5,1,HYD,High,1138,256,4.4453125,,,
2024-05-12,6,5,1,HYD,High,899,89,10.101123595505618,,,
2024-05-13,0,5,0,HYD,High,699,76,9.197368421052632,,,
2024-05-14,1,5,0,HYD,High,1109,164,6.762195121951219,,,
2024-05-15,2,5,0,HYD,High,1115,196,5.688775510204081,,,
2024-05-16,3,5,0,HYD,High,1061,212,5.004716981132075,,,
2024-05-17,4,5,0,HYD,High,902,226,3.991150442477876,,,
2024-05-18,5,5,1,HYD,High,1100,206,5.339805825242719,,,
2024-05-19,6,5,1,HYD,High,1015,93,10.913978494623656,,,
2024-05-20,0,5,0,HYD,High,1087,212,5.127358490566038,,,
2024-05-21,1,5,0,HYD,High,836,180,4.644444444444445,,,
2024-05-22,2,5,0,HYD,High,876,191,4.5863874345549736,,,
2024-05-23,3,5,0,HYD,High,910,172,5.290697674418604,,,
2024-05-24,4,5,0,HYD,High,1009,184,5.483695652173913,,,
2024-05-25,5,5,1,HYD,High,1008,172,5.8604651162790695,,,
2024-05-26,6,5,1,HYD,High,859,87,9.873563218390805,,,
2024-05-27,0,5,0,HYD,High,955,170,5.617647058823529,,,
2024-05-28,1,5,0,HYD,High,751,240,3.129166666666667,,,
2024-05-29,2,5,0,HYD,High,766,214,3.5794392523364484,,,
2024-05-30,3,5,0,HYD,Medium,522,188,2.776595744680851,,,
2024-05-31,4,5,0,HYD,High,550,165,3.333333333333333,,,
2024-06-01,5,6,1,HYD,High,624,109,5.724770642201835,,,
2024-06-02,6,6,1,HYD,High,694,46,15.08695652173913,,,
2024-06-03,0,6,0,HYD,High,544,148,3.675675675675676,,,
2024-06-04,1,6,0,HYD,Medium,380,95,4.0,,,
2024-06-05,2,6,0,HYD,High,759,183,4.147540983606557,,,
2024-06-06,3,6,0,HYD,Medium,480,161,2.981366459627329,,,
2024-06-07,4,6,0,HYD,High,663,164,4.0426829268292686,,,
2024-06-08,5,6,1,HYD,High,677,137,4.9416058394160585,,,
2024-06-09,6,6,1,HYD,High,716,52,13.76923076923077,,,
2024-06-10,0,6,0,HYD,High,836,147,5.687074829931973,,,
2024-06-11,1,6,0,HYD,High,935,179,5.223463687150838,,,
2024-06-12,2,6,0,HYD,High,690,171,4.035087719298246,,,
2024-06-13,3,6,0,HYD,High,623,177,3.519774011299435,,,
2024-06-14,4,6,0,HYD,High,644,203,3.1724137931034484,,,
2024-06-15,5,6,1,HYD,High,698,175,3.988571428571429,,,
2024-06-16,6,6,1,HYD,High,602,45,13.377777777777778,,,
2024-06-17,0,6,0,HYD,High,789,38,20.76315789473684,,,
2024-06-18,1,6,0,HYD,High,808,175,4.617142857142857,,,
2024-06-19,2,6,0,HYD,High,767,254,3.0196850393700787,,,
2024-06-20,3,6,0,HYD,High,707,311,2.273311897106109,,,
2024-06-21,4,6,0,HYD,Medium,514,312,1.6474358974358974,,,
2024-06-22,5,6,1,HYD,High,613,250,2.452,,,
2024-06-23,6,6,1,HYD,High,638,52,12.26923076923077,,,
2024-06-24,0,6,0,HYD,Medium,529,233,2.2703862660944205,,,
2024-06-25,1,6,0,HYD,High,585,199,2.939698492462312,,,
2024-06-26,2,6,0,HYD,Medium,516,227,2.2731277533039647,,,
2024-06-27,3,6,0,HYD,High,598,226,2.646017699115044,,,
2024-06-28,4,6,0,HYD,Medium,539,238,2.264705882352941,,,
2024-06-29,5,6,1,HYD,High,602,194,3.1030927835051547,,,
2024-06-30,6,6,1,HYD,High,648,47,13.787234042553193,,,
2024-07-01,0,7,0,HYD,Medium,531,201,2.6417910447761197,,,
2024-07-02,1,7,0,HYD,High,548,211,2.5971563981042656,,,
2024-07-03,2,7,0,HYD,High,597,214,2.789719626168224,,,
2024-07-04,3,7,0,HYD,High,586,240,2.441666666666667,,,
2024-07-05,4,7,0,HYD,High,702,218,3.220183486238532,,,
2024-07-06,5,7,1,HYD,High,651,229,2.842794759825328,,,
2024-07-07,6,7,1,HYD,High,608,52,11.692307692307692,,,
2024-07-08,0,7,0,HYD,High,817,121,6.75206611570248,,,
2024-07-09,1,7,0,HYD,High,724,128,5.65625,,,
2024-07-10,2,7,0,HYD,High,730,63,11.587301587301589,,,
2024-07-11,3,7,0,HYD,High,669,94,7.117021276595745,,,
2024-07-12,4,7,0,HYD,High,704,118,5.966101694915254,,,
2024-07-13,5,7,1,HYD,High,627,100,6.27,,,
2024-07-14,6,7,1,HYD,High,905,52,17.403846153846153,,,
2024-07-15,0,7,0,HYD,High,642,75,8.56,,,
2024-07-16,1,7,0,HYD,High,690,79,8.734177215189874,,,
2024-07-17,2,7,0,HYD,High,724,57,12.701754385964913,,,
2024-07-18,3,7,0,HYD,High,881,126,6.992063492063492,,,
2024-07-19,4,7,0,HYD,High,914,157,5.821656050955414,,,
2024-07-20,5,7,1,HYD,High,1425,82,17.378048780487806,,,
2024-07-21,6,7,1,HYD,High,1192,67,17.791044776119403,,,
2024-07-22,0,7,0,HYD,High,990,88,11.25,,,
2024-07-23,1,7,0,HYD,High,1233,101,12.207920792079207,,,
2024-07-24,2,7,0,HYD,High,1106,108,10.24074074074074,,,
2024-07-25,3,7,0,HYD,High,1803,101,17.85148514851485,,,
2024-07-26,4,7,0,HYD,High,1178,135,8.725925925925926,,,
2024-07-27,5,7,1,HYD,High,941,119,7.907563025210084,,,
2024-07-28,6,7,1,HYD,High,723,52,13.903846153846152,,,
2024-07-29,0,7,0,HYD,High,710,84,8.452380952380953,,,
2024-07-30,1,7,0,HYD,High,685,95,7.2105263157894735,,,
2024-07-31,2,7,0,HYD,High,775,118,6.567796610169491,,,
2024-08-01,3,8,0,HYD,High,735,116,6.336206896551724,,,
2024-08-02,4,8,0,HYD,High,681,150,4.54,,,
2024-08-03,5,8,1,HYD,High,777,121,6.421487603305785,,,
2024-08-04,6,8,1,HYD,High,632,39,16.205128205128204,,,
2024-08-05,0,8,0,HYD,High,681,97,7.020618556701031,,,
2024-08-06,1,8,0,HYD,High,1206,116,10.39655172413793,,,
2024-08-07,2,8,0,HYD,High,1602,127,12.614173228346456,,,
2024-08-08,3,8,0,HYD,High,1369,114,12.008771929824562,,,
2024-08-09,4,8,0,HYD,High,806,113,7.132743362831858,,,
2024-08-10,5,8,1,HYD,High,806,111,7.261261261261262,,,
2024-08-11,6,8,1,HYD,High,717,21,34.142857142857146,,,
2024-08-12,0,8,0,HYD,High,882,77,11.454545454545457,,,
2024-08-13,1,8,0,HYD,High,748,105,7.123809523809523,,,
2024-08-14,2,8,0,HYD,High,1183,129,9.170542635658917,,,
2024-08-15,3,8,0,HYD,High,1583,41,38.609756097560975,,,
2024-08-16,4,8,0,HYD,High,1049,142,7.387323943661972,,,
2024-08-17,5,8,1,HYD,High,845,111,7.612612612612613,,,
2024-08-18,6,8,1,HYD,High,839,31,27.06451612903226,,,
2024-08-19,0,8,0,HYD,High,2977,24,124.04166666666669,,,
2024-08-20,1,8,0,HYD,High,1765,115,15.347826086956522,,,
2024-08-21,2,8,0,HYD,High,824,134,6.149253731343284,,,
2024-08-22,3,8,0,HYD,High,608,174,3.4942528735632186,,,
2024-08-23,4,8,0,HYD,Medium,523,140,3.7357142857142858,,,
2024-08-24,5,8,1,HYD,High,672,133,5.052631578947368,,,
2024-08-25,6,8,1,HYD,High,949,35,27.114285714285717,,,
2024-08-26,0,8,0,HYD,High,1347,138,9.76086956521739,,,
2024-08-27,1,8,0,HYD,High,641,130,4.930769230769231,,,
2024-08-28,2,8,0,HYD,Medium,470,107,4.392523364485982,,,
2024-08-29,3,8,0,HYD,High,555,98,5.663265306122449,,,
2024-08-30,4,8,0,HYD,Medium,479,109,4.394495412844036,,,
2024-08-31,5,8,1,HYD,High,915,80,11.4375,,,
2024-09-01,6,9,1,HYD,High,677,21,32.23809523809524,,,
2024-09-02,0,9,0,HYD,Medium,434,113,3.84070796460177,,,
2024-09-03,1,9,0,HYD,High,900,116,7.758620689655173,,,
2024-09-04,2,9,0,HYD,High,688,94,7.319148936170213,,,
2024-09-05,3,9,0,HYD,High,687,88,7.806818181818182,,,
2024-09-06,4,9,0,HYD,High,711,60,11.85,,,
2024-09-07,5,9,1,HYD,Medium,352,37,9.513513513513514,,,
2024-09-08,6,9,1,HYD,Medium,441,46,9.58695652173913,,,
2024-09-09,0,9,0,HYD,Medium,477,99,4.818181818181818,,,
2024-09-10,1,9,0,HYD,Medium,392,99,3.95959595959596,,,
2024-09-11,2,9,0,HYD,Medium,377,113,3.336283185840708,,,
2024-09-12,3,9,0,HYD,Medium,416,105,3.961904761904762,,,
2024-09-13,4,9,0,HYD,Medium,425,48,8.854166666666666,,,
2024-09-14,5,9,1,HYD,Medium,458,70,6.542857142857143,,,
2024-09-15,6,9,1,HYD,Medium,402,28,14.357142857142858,,,
2024-09-16,0,9,0,HYD,Medium,377,97,3.88659793814433,,,
2024-09-17,1,9,0,HYD,Medium,319,69,4.6231884057971016,,,
2024-09-18,2,9,0,HYD,Medium,407,50,8.14,,,
2024-09-19,3,9,0,HYD,Medium,353,115,3.0695652173913044,,,
2024-09-20,4,9,0,HYD,Medium,357,94,3.797872340425532,,,
2024-09-21,5,9,1,HYD,Medium,446,80,5.575,,,
2024-09-22,6,9,1,HYD,Medium,311,35,8.885714285714286,,,
2024-09-23,0,9,0,HYD,Medium,400,70,5.714285714285714,,,
2024-09-24,1,9,0,HYD,Medium,336,101,3.3267326732673266,,,
2024-09-25,2,9,0,HYD,Medium,314,112,2.8035714285714284,,,
2024-09-26,3,9,0,HYD,Medium,332,158,2.1012658227848102,,,
2024-09-27,4,9,0,HYD,Medium,310,172,1.802325581395349,,,
2024-09-28,5,9,1,HYD,High,914,170,5.376470588235295,,,
2024-09-29,6,9,1,HYD,High,1116,75,14.88,,,
2024-09-30,0,9,0,HYD,High,743,270,2.751851851851852,,,
2024-10-01,1,10,0,HYD,High,953,298,3.197986577181208,,,
2024-10-02,2,10,0,HYD,High,919,198,4.641414141414141,,,
2024-10-03,3,10,0,HYD,High,762,210,3.628571428571429,,,
2024-10-04,4,10,0,HYD,Medium,469,220,2.131818181818182,,,
2024-10-05,5,10,1,HYD,High,603,318,1.8962264150943395,,,
2024-10-06,6,10,1,HYD,High,742,146,5.082191780821918,,,
2024-10-07,0,10,0,HYD,High,1175,257,4.571984435797665,,,
2024-10-08,1,10,0,HYD,High,756,280,2.7,,,
2024-10-09,2,10,0,HYD,Medium,536,227,2.361233480176212,,,
2024-10-10,3,10,0,HYD,Medium,428,155,2.761290322580645,,,
2024-10-11,4,10,0,HYD,Medium,537,163,3.294478527607362,,,
2024-10-12,5,10,1,HYD,High,580,57,10.175438596491228,,,
2024-10-13,6,10,1,HYD,High,720,66,10.909090909090908,,,
2024-10-14,0,10,0,HYD,High,817,112,7.294642857142857,,,
2024-10-15,1,10,0,HYD,High,630,141,4.468085106382978,,,
2024-10-16,2,10,0,HYD,High,617,248,2.4879032258064515,,,
2024-10-17,3,10,0,HYD,Medium,509,186,2.736559139784946,,,
2024-10-18,4,10,0,HYD,Medium,422,145,2.910344827586207,,,
2024-10-19,5,10,1,HYD,High,763,134,5.6940298507462686,,,
2024-10-20,6,10,1,HYD,High,636,58,10.96551724137931,,,
2024-10-21,0,10,0,HYD,High,547,121,4.520661157024794,,,
2024-10-22,1,10,0,HYD,Medium,453,136,3.3308823529411766,,,
2024-10-23,2,10,0,HYD,Medium,425,131,3.2442748091603053,,,
2024-10-24,3,10,0,HYD,Medium,363,163,2.226993865030675,,,
2024-10-25,4,10,0,HYD,Medium,516,165,3.1272727272727274,,,
2024-10-26,5,10,1,HYD,High,543,148,3.668918918918919,,,
2024-10-27,6,10,1,HYD,High,622,57,10.912280701754383,,,
2024-10-28,0,10,0,HYD,High,658,98,6.714285714285714,,,
2024-10-29,1,10,0,HYD,High,553,302,1.8311258278145692,,,
2024-10-30,2,10,0,HYD,Medium,451,452,0.9977876106194692,,,
2024-10-31,3,10,0,HYD,Medium,344,54,6.37037037037037,,,
2024-11-01,4,11,0,HYD,Medium,410,39,10.512820512820513,,,
2024-11-02,5,11,1,HYD,Medium,431,73,5.904109589041096,,,
2024-11-03,6,11,1,HYD,Medium,493,84,5.869047619047619,,,
2024-11-04,0,11,0,HYD,High,564,233,2.4206008583690988,,,
2024-11-05,1,11,0,HYD,Medium,351,359,0.977715877437326,,,
2024-11-06,2,11,0,HYD,Medium,358,440,0.8136363636363636,,,
2024-11-07,3,11,0,HYD,Medium,338,333,1.015015015015015,,,
2024-11-08,4,11,0,HYD,Medium,493,361,1.365650969529086,,,
2024-11-09,5,11,1,HYD,Medium,477,128,3.7265625,,,
2024-11-10,6,11,1,HYD,Medium,503,58,8.672413793103448,,,
2024-11-11,0,11,0,HYD,Medium,457,300,1.5233333333333334,,,
2024-11-12,1,11,0,HYD,Medium,427,271,1.5756457564575646,,,
2024-11-13,2,11,0,HYD,Medium,501,179,2.798882681564246,,,
2024-11-14,3,11,0,HYD,Medium,469,197,2.3807106598984773,,,
2024-11-15,4,11,0,HYD,High,877,295,2.972881355932204,,,
2024-11-16,5,11,1,HYD,High,1150,182,6.318681318681318,,,
2024-11-17,6,11,1,HYD,High,1007,84,11.988095238095235,,,
2024-11-18,0,11,0,HYD,High,689,187,3.6844919786096257,,,
2024-11-19,1,11,0,HYD,High,1271,227,5.599118942731278,,,
2024-11-20,2,11,0,HYD,High,1389,222,6.256756756756757,,,
2024-11-21,3,11,0,HYD,High,1311,164,7.9939024390243905,,,
2024-11-22,4,11,0,HYD,High,572,162,3.5308641975308643,,,
2024-11-23,5,11,1,HYD,High,545,180,3.0277777777777777,,,
2024-11-24,6,11,1,HYD,High,857,66,12.984848484848484,,,
2024-11-25,0,11,0,HYD,High,1209,144,8.395833333333334,,,
2024-11-26,1,11,0,HYD,High,1173,111,10.567567567567568,,,
2024-11-27,2,11,0,HYD,High,959,190,5.047368421052632,,,
2024-11-28,3,11,0,HYD,Medium,478,188,2.542553191489361,,,
2024-11-29,4,11,0,HYD,Medium,505,151,3.3443708609271523,,,
2024-11-30,5,11,1,HYD,High,576,172,3.3488372093023258,,,
2024-12-01,6,12,1,HYD,Medium,492,63,7.809523809523809,,,
2024-12-02,0,12,0,HYD,High,550,177,3.1073446327683616,,,
2024-12-03,1,12,0,HYD,Medium,524,198,2.646464646464646,,,
2024-12-04,2,12,0,HYD,Medium,505,169,2.9881656804733727,,,
2024-12-05,3,12,0,HYD,Medium,502,108,4.648148148148148,,,
2024-12-06,4,12,0,HYD,Medium,481,105,4.580952380952381,,,
2024-12-07,5,12,1,HYD,High,575,128,4.4921875,,,
2024-12-08,6,12,1,HYD,High,560,49,11.428571428571429,,,
2024-12-09,0,12,0,HYD,High,547,125,4.376,,,
2024-12-10,1,12,0,HYD,Medium,434,52,8.346153846153847,,,
2024-12-11,2,12,0,HYD,Medium,453,76,5.9605263157894735,,,
2024-12-12,3,12,0,HYD,Medium,457,41,11.146341463414634,,,
2024-12-13,4,12,0,HYD,Medium,478,62,7.709677419354839,,,
2024-12-14,5,12,1,HYD,Medium,476,68,7.0,,,
2024-12-15,6,12,1,HYD,Medium,472,36,13.11111111111111,,,
2024-12-16,0,12,0,HYD,Medium,448,92,4.869565217391305,,,
2024-12-17,1,12,0,HYD,Medium,355,115,3.0869565217391304,,,
2024-12-18,2,12,0,HYD,Medium,304,122,2.4918032786885247,,,
