date,reg_rider,reg_driver,rider_to_driver_ratio
2025-11-26,105,6,17.5
2025-11-27,112,14,8.0
2025-11-28,124,26,4.769230769230769
2025-11-29,101,16,6.3125
2025-11-30,120,9,13.333333333333334
2025-12-01,133,21,6.333333333333333
2025-12-02,109,13,8.384615384615385
2025-12-03,98,14,7.0
2025-12-04,103,11,9.363636363636363
2025-12-05,105,12,8.75
2025-12-06,127,15,8.466666666666667
2025-12-07,111,13,8.538461538461538
2025-12-08,96,10,9.6
2025-12-09,126,27,4.666666666666667
2025-12-10,130,21,6.190476190476191
2025-12-11,96,14,6.857142857142857
2025-12-12,111,12,9.25
2025-12-13,135,13,10.384615384615385
2025-12-14,115,6,19.166666666666668
2025-12-15,106,9,11.777777777777779
2025-12-16,94,8,11.75
2025-12-17,97,6,16.166666666666668
2025-12-18,94,6,15.666666666666666
2025-12-19,85,12,7.083333333333333
2025-12-20,98,2,49.0
2025-12-21,103,11,9.363636363636363
2025-12-22,110,10,11.0
2025-12-23,94,15,6.266666666666667
2025-12-24,132,24,5.5
2025-12-25,119,25,4.76
2025-12-26,106,13,8.153846153846153
2025-12-27,112,24,4.666666666666667
2025-12-28,115,20,5.75
2025-12-29,95,16,5.9375
2025-12-30,78,20,3.9
2025-12-31,82,24,3.4166666666666665
2026-01-01,108,7,15.428571428571429
2026-01-02,110,25,4.4
2026-01-03,107,36,2.9722222222222223
2026-01-04,90,27,3.3333333333333335
2026-01-05,97,25,3.88
2026-01-06,88,24,3.6666666666666665
2026-01-07,112,30,3.7333333333333334
2026-01-08,113,18,6.277777777777778
2026-01-09,164,21,7.809523809523809
2026-01-10,112,19,5.894736842105263
2026-01-11,114,21,5.428571428571429
2026-01-12,122,11,11.090909090909092
2026-01-13,84,15,5.6
2026-01-14,98,10,9.8
2026-01-15,122,4,30.5
2026-01-16,84,8,10.5
2026-01-17,108,13,8.307692307692308
2026-01-18,109,10,10.9
2026-01-19,176,8,22.0
2026-01-20,214,16,13.375
2026-01-21,132,14,9.428571428571429
2026-01-22,134,18,7.444444444444445
2026-01-23,130,14,9.285714285714286
2026-01-24,121,11,11.0
2026-01-25,150,19,7.894736842105263
2026-01-26,140,39,3.58974358974359
2026-01-27,134,43,3.116279069767442
2026-01-28,109,16,6.8125
2026-01-29,90,22,4.090909090909091
2026-01-30,116,31,3.7419354838709675
2026-01-31,103,40,2.575
2026-02-01,94,24,3.9166666666666665
2026-02-02,110,31,3.5483870967741935
2026-02-03,107,27,3.962962962962963
2026-02-04,112,20,5.6
2026-02-05,102,33,3.090909090909091
2026-02-06,112,21,5.333333333333333
2026-02-07,273,16,17.0625
2026-02-08,97,14,6.928571428571429
2026-02-09,132,26,5.076923076923077
2026-02-10,91,22,4.136363636363637
2026-02-11,87,13,6.6923076923076925
2026-02-12,182,8,22.75
2026-02-13,86,15,5.733333333333333
2026-02-14,97,17,5.705882352941177
2026-02-15,94,21,4.476190476190476
2026-02-16,82,26,3.1538461538461537
2026-02-17,142,23,6.173913043478261
2026-02-18,132,24,5.5
2026-02-19,96,19,5.052631578947368
2026-02-20,79,17,4.647058823529412
2026-02-21,98,17,5.764705882352941
2026-02-22,113,13,8.692307692307692
2026-02-23,84,16,5.25
