ac_num,date,hour,srch_rqst,srch_which_got_e,srch_fr_q,srch_which_got_q,booking,done_ride,earning,cancel_ride,drvr_cancel,rider_cancel,cnvr_rate,bkng_cancel_rate,q_accept_rate
157,2025-06-03,9,971,969,721,494,491,353,51669,138,68,69,0.3635,0.2811,0.6852
157,2025-06-03,10,697,691,504,403,399,300,38666,99,49,50,0.4304,0.2481,0.7996
157,2025-06-03,11,501,498,337,302,298,246,30730,52,29,23,0.491,0.1745,0.8961
157,2025-06-03,12,503,499,341,296,295,245,29243,50,22,28,0.4871,0.1695,0.868
157,2025-06-03,13,567,565,418,349,348,288,35807,60,38,22,0.5079,0.1724,0.8349
157,2025-06-03,14,563,557,405,312,309,240,28815,69,30,39,0.4263,0.2233,0.7704
157,2025-06-03,15,692,690,470,369,363,280,35793,83,37,46,0.4046,0.2287,0.7851
157,2025-06-03,16,998,995,722,584,582,402,51769,180,103,77,0.4028,0.3093,0.8089
157,2025-06-03,17,1311,1308,975,663,661,475,64589,185,102,82,0.3623,0.2799,0.68
157,2025-06-03,18,2304,2301,1808,707,697,447,67510,250,144,106,0.194,0.3587,0.391
157,2025-06-03,19,2848,2848,2255,565,558,347,54605,210,111,98,0.1218,0.3763,0.2506
157,2025-06-03,20,1169,1166,902,323,320,208,31029,112,58,54,0.1779,0.35,0.3581
157,2025-06-03,21,536,536,431,193,192,133,21045,59,35,24,0.2481,0.3073,0.4478
157,2025-06-03,22,215,215,152,97,96,63,11354,33,17,16,0.293,0.3438,0.6382
157,2025-06-03,23,180,180,146,70,70,35,7722,35,19,10,0.1944,0.5,0.4795
157,2025-06-09,0,89,89,53,28,28,15,2600,13,6,7,0.1685,0.4643,0.5283
157,2025-06-09,1,51,51,31,20,20,15,3552,5,2,3,0.2941,0.25,0.6452
157,2025-06-09,2,16,16,5,3,3,3,441,0,0,0,0.1875,0.0,0.6
157,2025-06-09,3,36,36,20,10,10,7,2688,3,2,1,0.1944,0.3,0.5
157,2025-06-09,4,200,199,152,31,31,16,3702,15,10,5,0.08,0.4839,0.2039
157,2025-06-09,5,228,228,186,35,35,24,4238,11,4,7,0.1053,0.3143,0.1882
157,2025-06-09,6,286,286,194,88,88,57,10732,31,16,15,0.1993,0.3523,0.4536
157,2025-06-09,7,710,709,507,189,189,130,22486,59,31,28,0.1831,0.3122,0.3728
157,2025-06-09,8,1290,1290,897,364,362,243,38945,119,68,51,0.1884,0.3287,0.4058
157,2025-06-09,9,1699,1699,1156,514,512,349,53830,163,94,69,0.2054,0.3184,0.4446
157,2025-06-09,10,992,992,668,443,438,321,49217,117,69,48,0.3236,0.2671,0.6632
157,2025-06-09,11,613,608,426,348,347,257,35155,90,49,41,0.4192,0.2594,0.8169
157,2025-06-09,12,594,587,400,315,314,252,32052,62,35,27,0.4242,0.1975,0.7875
157,2025-06-09,13,707,703,496,373,370,275,36383,95,53,42,0.389,0.2568,0.752
157,2025-06-09,14,850,847,648,392,390,298,36802,92,56,36,0.3506,0.2359,0.6049
157,2025-06-09,15,1511,1507,1149,514,512,354,48720,158,91,67,0.2343,0.3086,0.4473
157,2025-06-09,16,2579,2579,1901,754,750,464,73634,286,169,117,0.1799,0.3813,0.3966
157,2025-06-09,17,1794,1793,1336,629,625,416,61894,209,122,87,0.2319,0.3344,0.4708
157,2025-06-09,18,1919,1919,1439,632,631,402,61126,229,129,100,0.2095,0.3629,0.4392
157,2025-06-09,19,1590,1588,1200,500,497,331,48053,165,104,61,0.2082,0.332,0.4167
157,2025-06-09,20,991,989,738,345,341,236,37719,105,60,45,0.2381,0.3079,0.4675
157,2025-06-09,21,596,596,461,212,212,137,18432,75,41,34,0.2299,0.3538,0.4599
157,2025-06-09,22,261,253,165,84,83,65,11133,18,11,7,0.249,0.2169,0.5091
157,2025-06-09,23,92,86,44,31,31,18,3022,13,3,10,0.1957,0.4194,0.7045
157,2025-06-10,0,36,35,18,10,10,8,1733,2,2,0,0.2222,0.2,0.5556
157,2025-06-10,1,21,21,14,9,9,3,1276,6,1,5,0.1429,0.6667,0.6429
157,2025-06-10,2,14,14,12,9,9,5,1898,4,3,1,0.3571,0.4444,0.75
157,2025-06-10,3,16,16,6,5,5,4,1280,1,0,1,0.25,0.2,0.8333
157,2025-06-10,4,108,108,73,20,19,12,2575,7,4,3,0.1111,0.3684,0.274
157,2025-06-10,5,52,48,27,21,21,18,2055,3,1,2,0.3462,0.1429,0.7778
157,2025-06-10,6,136,135,67,55,55,44,7254,11,4,7,0.3235,0.2,0.8209
157,2025-06-10,7,490,488,338,199,198,142,24022,56,36,19,0.2898,0.2828,0.5888
157,2025-06-10,8,899,899,616,363,359,266,42362,93,53,40,0.2959,0.2591,0.5893
157,2025-06-10,9,1337,1335,958,532,530,376,53470,154,91,63,0.2812,0.2906,0.5553
157,2025-06-10,10,842,837,595,409,408,294,39878,114,54,60,0.3492,0.2794,0.6874
157,2025-06-10,11,599,598,390,330,329,244,28908,85,52,33,0.4073,0.2584,0.8462
157,2025-06-10,12,508,507,342,282,279,224,26538,55,28,27,0.4409,0.1971,0.8246
157,2025-06-10,13,626,616,422,341,337,258,33547,79,37,42,0.4121,0.2344,0.8081
157,2025-06-10,14,629,626,432,317,312,233,28401,79,37,41,0.3704,0.2532,0.7338
157,2025-06-10,15,759,757,551,381,375,299,37845,76,45,31,0.3939,0.2027,0.6915
157,2025-06-10,16,1102,1099,748,552,526,369,49479,156,71,85,0.3348,0.2966,0.738
157,2025-06-10,17,1440,1438,1038,613,597,405,52987,184,117,67,0.2812,0.3082,0.5906
157,2025-06-10,18,1483,1482,1161,652,646,313,35531,206,102,104,0.2111,0.3189,0.5616
157,2025-06-10,19,487,487,350,152,151,13,1006,53,28,16,0.0267,0.351,0.4343
158,2025-06-03,0,40,38,15,7,7,4,480,3,0,3,0.1,0.4286,0.4667
158,2025-06-03,1,19,19,10,5,5,2,169,3,1,2,0.1053,0.6,0.5
158,2025-06-03,2,22,21,8,2,2,2,413,0,0,0,0.0909,0.0,0.25
158,2025-06-03,3,16,16,6,4,4,4,583,0,0,0,0.25,0.0,0.6667
158,2025-06-03,4,16,16,6,5,5,4,808,1,0,1,0.25,0.2,0.8333
158,2025-06-03,5,50,50,35,26,26,21,4038,5,3,2,0.42,0.1923,0.7429
158,2025-06-03,6,138,137,76,67,67,53,8467,14,5,9,0.3841,0.209,0.8816
158,2025-06-03,7,602,598,479,268,265,195,32866,70,38,32,0.3239,0.2642,0.5595
158,2025-06-03,8,1466,1462,1143,493,489,331,58479,157,94,63,0.2258,0.3211,0.4313
158,2025-06-03,9,1795,1795,1423,612,609,447,82214,162,92,70,0.249,0.266,0.4301
158,2025-06-03,10,1154,1152,871,499,499,346,52838,153,86,67,0.2998,0.3066,0.5729
158,2025-06-03,11,858,858,603,396,396,305,41341,91,53,37,0.3555,0.2298,0.6567
158,2025-06-03,12,703,700,516,346,342,264,33318,78,42,36,0.3755,0.2281,0.6705
158,2025-06-03,13,606,596,406,325,323,249,32370,74,41,33,0.4109,0.2291,0.8005
158,2025-06-03,14,650,647,488,329,327,237,31847,90,50,40,0.3646,0.2752,0.6742
158,2025-06-03,15,713,713,509,360,358,260,33221,98,58,39,0.3647,0.2737,0.7073
158,2025-06-03,16,887,884,658,466,462,320,43676,142,74,68,0.3608,0.3074,0.7082
158,2025-06-03,17,1152,1152,866,547,543,378,51931,165,91,74,0.3281,0.3039,0.6316
158,2025-06-03,18,1895,1895,1468,556,550,399,57682,151,87,64,0.2106,0.2745,0.3787
158,2025-06-03,19,1947,1941,1597,466,462,294,45723,166,102,64,0.151,0.3593,0.2918
158,2025-06-03,20,798,798,614,287,284,201,29758,83,45,38,0.2519,0.2923,0.4674
158,2025-06-03,21,467,466,362,175,175,109,14247,66,47,19,0.2334,0.3771,0.4834
158,2025-06-03,22,167,163,97,68,68,44,7316,24,16,7,0.2635,0.3529,0.701
158,2025-06-03,23,134,134,86,54,53,29,4628,24,11,12,0.2164,0.4528,0.6279
158,2025-06-09,0,85,85,39,25,25,17,5220,8,0,8,0.2,0.32,0.641
158,2025-06-09,1,33,33,20,7,7,4,490,3,1,2,0.1212,0.4286,0.35
158,2025-06-09,2,48,48,26,11,11,9,2642,2,0,2,0.1875,0.1818,0.4231
158,2025-06-09,3,31,31,22,13,13,9,2635,4,2,2,0.2903,0.3077,0.5909
158,2025-06-09,4,55,55,37,24,24,14,3986,10,6,4,0.2545,0.4167,0.6486
158,2025-06-09,5,248,246,181,57,57,39,7830,18,9,9,0.1573,0.3158,0.3149
158,2025-06-09,6,286,285,166,95,95,68,12201,27,13,14,0.2378,0.2842,0.5723
158,2025-06-09,7,1135,1134,864,261,261,203,33774,58,30,28,0.1789,0.2222,0.3021
158,2025-06-09,8,2164,2163,1672,476,474,330,64333,144,80,64,0.1525,0.3038,0.2847
158,2025-06-09,9,2766,2766,2134,517,515,373,65281,142,97,45,0.1349,0.2757,0.2423
158,2025-06-09,10,1870,1866,1375,461,461,351,64260,110,63,47,0.1877,0.2386,0.3353
158,2025-06-09,11,1052,1050,773,467,467,334,49273,133,91,42,0.3175,0.2848,0.6041
158,2025-06-09,12,777,777,579,353,351,267,35047,84,46,37,0.3436,0.2393,0.6097
158,2025-06-09,13,723,719,516,347,344,263,34387,81,40,41,0.3638,0.2355,0.6725
158,2025-06-09,14,796,796,604,343,340,247,32440,93,60,33,0.3103,0.2735,0.5679
158,2025-06-09,15,1338,1338,1030,433,429,314,42138,115,72,43,0.2347,0.2681,0.4204
158,2025-06-09,16,2073,2067,1523,500,497,342,53084,155,90,65,0.165,0.3119,0.3283
158,2025-06-09,17,1368,1366,971,448,448,329,47393,119,65,54,0.2405,0.2656,0.4614
158,2025-06-09,18,1303,1297,962,448,447,313,44802,134,83,51,0.2402,0.2998,0.4657
158,2025-06-09,19,1251,1250,937,424,423,295,43278,128,74,54,0.2358,0.3026,0.4525
158,2025-06-09,20,646,644,455,253,253,167,24170,86,49,37,0.2585,0.3399,0.556
158,2025-06-09,21,421,420,307,191,190,123,14562,67,34,33,0.2922,0.3526,0.6221
158,2025-06-09,22,221,221,136,91,91,72,12217,19,8,11,0.3258,0.2088,0.6691
158,2025-06-09,23,118,118,68,38,38,22,3410,16,8,8,0.1864,0.4211,0.5588
158,2025-06-10,0,41,41,18,13,13,7,2215,6,2,4,0.1707,0.4615,0.7222
158,2025-06-10,1,25,25,14,10,10,6,2859,4,1,3,0.24,0.4,0.7143
158,2025-06-10,2,17,17,8,1,1,1,375,0,0,0,0.0588,0.0,0.125
158,2025-06-10,3,15,15,11,4,4,3,1221,1,0,1,0.2,0.25,0.3636
158,2025-06-10,4,25,25,15,13,12,11,2674,1,0,1,0.44,0.0833,0.8667
158,2025-06-10,5,81,81,51,39,39,25,5775,14,6,8,0.3086,0.359,0.7647
158,2025-06-10,6,166,160,87,57,57,44,7031,13,6,7,0.2651,0.2281,0.6552
158,2025-06-10,7,696,694,525,269,268,198,34356,70,43,27,0.2845,0.2612,0.5124
158,2025-06-10,8,1659,1659,1239,532,532,384,73072,148,93,55,0.2315,0.2782,0.4294
158,2025-06-10,9,2212,2208,1662,597,595,416,73818,178,102,75,0.1881,0.2992,0.3592
158,2025-06-10,10,1573,1565,1155,490,490,348,57327,142,84,58,0.2212,0.2898,0.4242
158,2025-06-10,11,999,996,737,432,431,331,47560,100,57,43,0.3313,0.232,0.5862
158,2025-06-10,12,758,750,525,341,341,267,33820,74,43,31,0.3522,0.217,0.6495
158,2025-06-10,13,752,751,554,362,362,278,34161,84,44,40,0.3697,0.232,0.6534
158,2025-06-10,14,753,753,546,341,340,268,34448,72,47,25,0.3559,0.2118,0.6245
158,2025-06-10,15,846,842,639,365,364,260,33239,104,64,40,0.3073,0.2857,0.5712
158,2025-06-10,16,1082,1079,739,435,410,296,43362,113,63,49,0.2736,0.2756,0.5886
158,2025-06-10,17,1152,1148,786,447,435,329,45294,106,56,50,0.2856,0.2437,0.5687
158,2025-06-10,18,924,922,665,405,403,239,27033,100,60,40,0.2587,0.2481,0.609
158,2025-06-10,19,357,355,260,158,157,9,628,42,24,15,0.0252,0.2675,0.6077
159,2025-06-03,0,27,27,17,13,13,8,1835,5,1,4,0.2963,0.3846,0.7647
159,2025-06-03,1,11,10,4,4,4,3,569,1,0,1,0.2727,0.25,1.0
159,2025-06-03,2,14,14,6,1,1,0,0,1,0,1,0.0,1.0,0.1667
159,2025-06-03,3,12,12,7,2,2,2,445,0,0,0,0.1667,0.0,0.2857
159,2025-06-03,4,22,22,8,8,8,4,1356,4,2,2,0.1818,0.5,1.0
159,2025-06-03,5,37,37,21,10,9,4,682,5,1,4,0.1081,0.5556,0.4762
159,2025-06-03,6,79,78,61,42,41,31,4052,10,4,6,0.3924,0.2439,0.6885
159,2025-06-03,7,404,404,326,167,167,114,17436,53,32,20,0.2822,0.3174,0.5123
159,2025-06-03,8,623,623,521,268,268,176,28168,92,54,38,0.2825,0.3433,0.5144
159,2025-06-03,9,822,821,679,267,267,192,28725,75,42,33,0.2336,0.2809,0.3932
159,2025-06-03,10,534,533,411,235,235,171,24537,64,33,31,0.3202,0.2723,0.5718
159,2025-06-03,11,434,434,344,233,228,166,18977,62,31,31,0.3825,0.2719,0.6773
159,2025-06-03,12,354,351,244,183,183,138,16360,45,23,21,0.3898,0.2459,0.75
159,2025-06-03,13,396,394,298,211,210,156,16663,54,31,23,0.3939,0.2571,0.7081
159,2025-06-03,14,447,444,327,217,214,160,17272,54,37,16,0.3579,0.2523,0.6636
159,2025-06-03,15,462,461,356,219,219,158,17182,61,37,24,0.342,0.2785,0.6152
159,2025-06-03,16,597,595,458,270,269,180,21766,89,51,38,0.3015,0.3309,0.5895
159,2025-06-03,17,726,725,535,264,261,191,24072,70,37,32,0.2631,0.2682,0.4935
159,2025-06-03,18,1167,1167,981,276,275,192,27628,83,46,37,0.1645,0.3018,0.2813
159,2025-06-03,19,1430,1430,1194,212,211,141,21680,68,39,29,0.0986,0.3223,0.1776
159,2025-06-03,20,858,854,745,200,200,127,17440,73,39,34,0.148,0.365,0.2685
159,2025-06-03,21,391,391,321,134,134,94,10358,40,21,19,0.2404,0.2985,0.4174
159,2025-06-03,22,167,164,122,80,79,57,7582,22,11,11,0.3413,0.2785,0.6557
159,2025-06-03,23,122,122,87,41,41,24,3722,17,6,8,0.1967,0.4146,0.4713
159,2025-06-09,0,102,102,72,39,39,22,3419,17,9,8,0.2157,0.4359,0.5417
159,2025-06-09,1,68,66,41,16,16,12,1683,4,2,2,0.1765,0.25,0.3902
159,2025-06-09,2,28,28,14,6,6,4,797,2,0,2,0.1429,0.3333,0.4286
159,2025-06-09,3,22,22,14,7,7,6,1796,1,0,1,0.2727,0.1429,0.5
159,2025-06-09,4,50,46,33,12,12,7,2398,5,3,2,0.14,0.4167,0.3636
159,2025-06-09,5,76,76,53,22,21,13,2136,8,5,3,0.1711,0.381,0.4151
159,2025-06-09,6,159,157,123,40,40,31,5685,9,5,4,0.195,0.225,0.3252
159,2025-06-09,7,759,759,622,124,124,79,12309,45,23,22,0.1041,0.3629,0.1994
159,2025-06-09,8,951,950,740,233,233,183,31456,50,29,21,0.1924,0.2146,0.3149
159,2025-06-09,9,1173,1173,947,207,206,152,26373,54,31,23,0.1296,0.2621,0.2186
159,2025-06-09,10,922,920,692,211,208,159,23899,49,31,17,0.1725,0.2356,0.3049
159,2025-06-09,11,638,637,491,230,224,154,21049,70,39,31,0.2414,0.3125,0.4684
159,2025-06-09,12,551,547,412,202,201,145,18632,56,33,23,0.2632,0.2786,0.4903
159,2025-06-09,13,572,563,410,237,237,155,19253,82,53,29,0.271,0.346,0.578
159,2025-06-09,14,663,663,509,244,242,163,19558,79,47,32,0.2459,0.3264,0.4794
159,2025-06-09,15,1190,1186,975,279,275,193,23498,82,49,33,0.1622,0.2982,0.2862
159,2025-06-09,16,1812,1810,1442,268,266,179,25588,87,56,31,0.0988,0.3271,0.1859
159,2025-06-09,17,1252,1247,1000,228,226,161,23213,65,37,28,0.1286,0.2876,0.228
159,2025-06-09,18,1313,1300,1011,221,220,154,23979,66,43,23,0.1173,0.3,0.2186
159,2025-06-09,19,1235,1225,1010,212,212,147,21444,65,34,31,0.119,0.3066,0.2099
159,2025-06-09,20,937,937,766,198,198,131,17543,67,41,26,0.1398,0.3384,0.2585
159,2025-06-09,21,446,445,346,124,124,81,10677,43,29,14,0.1816,0.3468,0.3584
159,2025-06-09,22,247,246,166,89,89,62,7803,27,15,12,0.251,0.3034,0.5361
159,2025-06-09,23,147,147,108,46,46,29,4373,17,9,7,0.1973,0.3696,0.4259
159,2025-06-10,0,45,42,26,16,16,10,1117,6,2,4,0.2222,0.375,0.6154
159,2025-06-10,1,24,24,18,7,7,5,719,2,2,0,0.2083,0.2857,0.3889
159,2025-06-10,2,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0
159,2025-06-10,3,2,2,2,0,0,0,0,0,0,0,0.0,0.0,0.0
159,2025-06-10,4,23,23,12,8,8,6,1772,2,0,2,0.2609,0.25,0.6667
159,2025-06-10,5,45,45,27,13,13,9,2027,4,3,1,0.2,0.3077,0.4815
159,2025-06-10,6,120,118,73,47,47,40,5667,7,5,2,0.3333,0.1489,0.6438
159,2025-06-10,7,579,579,447,166,165,99,15808,66,35,31,0.171,0.4,0.3714
159,2025-06-10,8,908,905,675,261,261,183,31619,78,47,31,0.2015,0.2989,0.3867
159,2025-06-10,9,1088,1087,878,265,263,192,30446,71,33,38,0.1765,0.27,0.3018
159,2025-06-10,10,810,810,632,233,233,170,25235,63,38,25,0.2099,0.2704,0.3687
159,2025-06-10,11,466,466,336,196,195,146,18859,49,30,19,0.3133,0.2513,0.5833
159,2025-06-10,12,459,459,329,202,200,151,18188,49,25,24,0.329,0.245,0.614
159,2025-06-10,13,483,481,344,201,200,141,16427,59,36,23,0.2919,0.295,0.5843
159,2025-06-10,14,598,597,451,234,233,168,19252,65,42,23,0.2809,0.279,0.5188
159,2025-06-10,15,763,749,591,249,249,169,21246,80,52,28,0.2215,0.3213,0.4213
159,2025-06-10,16,752,752,532,285,274,201,26772,73,35,38,0.2673,0.2664,0.5357
159,2025-06-10,17,868,868,655,259,250,163,20241,83,49,34,0.1878,0.332,0.3954
159,2025-06-10,18,1099,1099,886,270,270,135,15176,89,50,39,0.1228,0.3296,0.3047
159,2025-06-10,19,328,326,235,84,84,9,542,28,13,9,0.0274,0.3333,0.3574
160,2025-06-03,0,86,86,54,39,39,24,3983,15,6,9,0.2791,0.3846,0.7222
160,2025-06-03,1,51,51,31,16,16,8,1238,8,6,2,0.1569,0.5,0.5161
160,2025-06-03,2,35,35,17,10,10,7,2553,3,2,1,0.2,0.3,0.5882
160,2025-06-03,3,24,22,16,8,8,7,2256,1,1,0,0.2917,0.125,0.5
160,2025-06-03,4,50,49,27,20,20,11,2591,9,5,4,0.22,0.45,0.7407
160,2025-06-03,5,90,89,60,46,46,38,5994,8,4,4,0.4222,0.1739,0.7667
160,2025-06-03,6,301,301,227,163,162,121,22536,41,20,21,0.402,0.2531,0.7181
160,2025-06-03,7,1077,1077,853,455,455,332,54164,123,74,49,0.3083,0.2703,0.5334
160,2025-06-03,8,1849,1849,1441,728,725,514,91319,211,108,102,0.278,0.291,0.5052
160,2025-06-03,9,3024,3022,2400,950,946,592,105013,354,206,148,0.1958,0.3742,0.3958
160,2025-06-03,10,2083,2075,1557,796,791,572,87562,219,133,86,0.2746,0.2769,0.5112
160,2025-06-03,11,1247,1244,885,618,617,460,61594,157,106,51,0.3689,0.2545,0.6983
160,2025-06-03,12,1155,1150,865,652,647,494,55771,153,79,74,0.4277,0.2365,0.7538
160,2025-06-03,13,1022,1013,762,568,567,428,55469,139,84,55,0.4188,0.2451,0.7454
160,2025-06-03,14,1233,1226,933,673,668,524,62232,144,81,63,0.425,0.2156,0.7213
160,2025-06-03,15,1227,1222,925,616,614,464,52450,150,84,66,0.3782,0.2443,0.6659
160,2025-06-03,16,1413,1410,1049,779,772,560,70612,212,119,91,0.3963,0.2746,0.7426
160,2025-06-03,17,1710,1701,1276,894,889,668,87335,221,117,104,0.3906,0.2486,0.7006
160,2025-06-03,18,2910,2901,2351,1049,1043,712,98574,331,194,136,0.2447,0.3174,0.4462
160,2025-06-03,19,4159,4145,3390,843,830,528,78293,297,155,141,0.127,0.3578,0.2487
160,2025-06-03,20,1941,1936,1564,637,634,414,57839,220,120,100,0.2133,0.347,0.4073
160,2025-06-03,21,752,750,584,372,371,257,30333,113,63,50,0.3418,0.3046,0.637
160,2025-06-03,22,322,320,215,173,172,132,18556,40,17,23,0.4099,0.2326,0.8047
160,2025-06-03,23,270,270,201,113,113,64,10482,49,24,19,0.237,0.4336,0.5622
160,2025-06-09,0,151,151,93,61,60,40,7490,20,6,14,0.2649,0.3333,0.6559
160,2025-06-09,1,66,65,43,27,27,15,2906,12,4,8,0.2273,0.4444,0.6279
160,2025-06-09,2,48,48,17,8,8,7,2089,1,1,0,0.1458,0.125,0.4706
160,2025-06-09,3,32,32,17,11,10,7,2160,3,0,3,0.2188,0.3,0.6471
160,2025-06-09,4,86,86,59,24,24,12,2963,12,7,5,0.1395,0.5,0.4068
160,2025-06-09,5,165,159,112,50,50,32,5185,18,11,7,0.1939,0.36,0.4464
160,2025-06-09,6,483,481,336,184,182,137,23101,45,30,15,0.2836,0.2473,0.5476
160,2025-06-09,7,2054,2050,1618,503,503,336,59771,167,97,70,0.1636,0.332,0.3109
160,2025-06-09,8,2920,2915,2161,667,665,482,91450,183,109,73,0.1651,0.2752,0.3087
160,2025-06-09,9,3525,3523,2741,750,744,500,92375,244,137,106,0.1418,0.328,0.2736
160,2025-06-09,10,2677,2671,2014,759,755,514,89257,240,137,103,0.192,0.3179,0.3769
160,2025-06-09,11,1811,1807,1325,641,640,473,67798,167,87,80,0.2612,0.2609,0.4838
160,2025-06-09,12,1438,1434,1079,614,610,448,57379,162,100,62,0.3115,0.2656,0.569
160,2025-06-09,13,1335,1331,1003,582,578,431,54907,147,81,66,0.3228,0.2543,0.5803
160,2025-06-09,14,1389,1387,1021,575,572,448,54973,124,67,57,0.3225,0.2168,0.5632
160,2025-06-09,15,2258,2256,1777,717,715,481,60760,234,150,82,0.213,0.3273,0.4035
160,2025-06-09,16,4403,4395,3361,876,868,544,80368,324,212,112,0.1236,0.3733,0.2606
160,2025-06-09,17,3169,3157,2357,838,832,573,87574,259,155,102,0.1808,0.3113,0.3555
160,2025-06-09,18,3092,3078,2295,913,905,596,83712,308,194,114,0.1928,0.3403,0.3978
160,2025-06-09,19,2833,2831,2184,807,802,533,73223,268,166,102,0.1881,0.3342,0.3695
160,2025-06-09,20,1570,1563,1176,565,565,371,46741,194,117,76,0.2363,0.3434,0.4804
160,2025-06-09,21,826,817,598,320,318,208,24143,110,62,48,0.2518,0.3459,0.5351
160,2025-06-09,22,418,416,268,178,178,136,19912,42,21,21,0.3254,0.236,0.6642
160,2025-06-09,23,190,189,131,84,84,58,7541,26,11,14,0.3053,0.3095,0.6412
160,2025-06-10,0,113,113,66,39,39,23,4565,16,8,8,0.2035,0.4103,0.5909
160,2025-06-10,1,53,53,27,19,18,9,1280,9,1,8,0.1698,0.5,0.7037
160,2025-06-10,2,20,20,11,11,11,5,955,6,1,5,0.25,0.5455,1.0
160,2025-06-10,3,32,32,16,13,13,5,881,8,3,5,0.1562,0.6154,0.8125
160,2025-06-10,4,60,58,31,22,22,12,3917,10,3,7,0.2,0.4545,0.7097
160,2025-06-10,5,101,100,69,37,37,25,4132,12,7,5,0.2475,0.3243,0.5362
160,2025-06-10,6,451,451,326,193,193,136,24149,57,36,21,0.3016,0.2953,0.592
160,2025-06-10,7,1309,1308,974,461,460,332,56382,128,71,57,0.2536,0.2783,0.4733
160,2025-06-10,8,2822,2816,2157,792,789,543,104708,246,142,103,0.1924,0.3118,0.3672
160,2025-06-10,9,3834,3831,3020,882,879,599,104796,280,165,115,0.1562,0.3185,0.2921
160,2025-06-10,10,2817,2809,2062,869,867,609,94502,257,149,108,0.2162,0.2964,0.4214
160,2025-06-10,11,1520,1519,1144,678,671,489,68528,182,116,66,0.3217,0.2712,0.5927
160,2025-06-10,12,1385,1382,1016,610,607,463,55550,144,84,60,0.3343,0.2372,0.6004
160,2025-06-10,13,1384,1376,1018,661,657,472,57625,185,120,65,0.341,0.2816,0.6493
160,2025-06-10,14,1224,1214,874,567,564,431,52088,133,74,59,0.3521,0.2358,0.6487
160,2025-06-10,15,1533,1523,1142,638,632,465,55031,167,82,84,0.3033,0.2642,0.5587
160,2025-06-10,16,1626,1619,1134,755,705,500,66746,203,110,92,0.3075,0.2879,0.6658
160,2025-06-10,17,2196,2186,1609,963,932,657,89016,265,158,107,0.2992,0.2843,0.5985
160,2025-06-10,18,2235,2231,1669,948,943,523,56843,288,157,130,0.234,0.3054,0.568
160,2025-06-10,19,618,618,444,243,243,22,1499,66,35,21,0.0356,0.2716,0.5473
161,2025-06-03,0,100,100,71,53,53,42,8096,11,3,8,0.42,0.2075,0.7465
161,2025-06-03,1,54,54,37,30,30,25,4928,5,0,5,0.463,0.1667,0.8108
161,2025-06-03,2,46,46,26,20,20,13,3571,7,4,3,0.2826,0.35,0.7692
161,2025-06-03,3,38,38,24,20,20,12,4612,8,3,5,0.3158,0.4,0.8333
161,2025-06-03,4,102,102,69,41,41,25,9158,16,7,9,0.2451,0.3902,0.5942
161,2025-06-03,5,113,113,72,49,48,39,5831,9,4,5,0.3451,0.1875,0.6806
161,2025-06-03,6,291,291,216,147,147,111,16257,36,18,18,0.3814,0.2449,0.6806
161,2025-06-03,7,830,823,664,407,406,306,47423,100,59,41,0.3687,0.2463,0.613
161,2025-06-03,8,2671,2661,2151,872,872,617,106509,255,134,121,0.231,0.2924,0.4054
161,2025-06-03,9,4336,4322,3524,1348,1343,887,146708,456,242,212,0.2046,0.3395,0.3825
161,2025-06-03,10,2855,2849,2297,1186,1181,819,118407,362,182,180,0.2869,0.3065,0.5163
161,2025-06-03,11,1473,1464,1110,848,841,638,80813,203,112,91,0.4331,0.2414,0.764
161,2025-06-03,12,1178,1178,870,692,687,522,65294,165,94,71,0.4431,0.2402,0.7954
161,2025-06-03,13,1082,1077,798,660,658,518,59540,140,70,70,0.4787,0.2128,0.8271
161,2025-06-03,14,1118,1112,849,668,664,516,67321,148,79,69,0.4615,0.2229,0.7868
161,2025-06-03,15,1554,1548,1228,812,808,591,81658,217,126,91,0.3803,0.2686,0.6612
161,2025-06-03,16,2559,2553,2000,1092,1088,740,115629,348,196,152,0.2892,0.3199,0.546
161,2025-06-03,17,5074,5073,4097,1172,1170,782,128111,388,220,167,0.1541,0.3316,0.2861
161,2025-06-03,18,7491,7487,6288,1319,1311,818,137216,493,300,192,0.1092,0.376,0.2098
161,2025-06-03,19,8256,8251,7019,1117,1106,703,119282,395,207,186,0.0852,0.3571,0.1591
161,2025-06-03,20,2708,2706,2180,788,783,510,79790,273,150,123,0.1883,0.3487,0.3615
161,2025-06-03,21,887,883,707,414,408,279,41286,129,66,63,0.3145,0.3162,0.5856
161,2025-06-03,22,467,465,353,256,251,177,28601,74,38,36,0.379,0.2948,0.7252
161,2025-06-03,23,738,737,613,268,265,147,31644,118,58,46,0.1992,0.4453,0.4372
161,2025-06-09,0,278,276,174,105,104,63,15144,41,18,23,0.2266,0.3942,0.6034
161,2025-06-09,1,116,115,80,51,51,33,8083,18,9,9,0.2845,0.3529,0.6375
161,2025-06-09,2,80,80,33,17,17,12,3516,5,1,4,0.15,0.2941,0.5152
161,2025-06-09,3,37,37,22,16,16,12,4728,4,0,4,0.3243,0.25,0.7273
161,2025-06-09,4,231,231,172,65,63,41,11053,22,11,11,0.1775,0.3492,0.3779
161,2025-06-09,5,275,275,207,79,79,57,9901,22,9,13,0.2073,0.2785,0.3816
