ac_num,date,hour,srch_rqst,srch_which_got_e,srch_fr_q,srch_which_got_q,booking,done_ride,earning,cancel_ride,drvr_cancel,rider_cancel,cnvr_rate,bkng_cancel_rate,q_accept_rate
161,2025-06-09,6,426,426,314,204,201,142,23217,59,31,28,0.3333,0.2935,0.6497
161,2025-06-09,7,1330,1325,1005,505,505,363,55411,142,84,57,0.2729,0.2812,0.5025
161,2025-06-09,8,3535,3532,2717,851,847,609,108868,238,139,98,0.1723,0.281,0.3132
161,2025-06-09,9,6221,6209,4984,1254,1251,855,149669,396,215,180,0.1374,0.3165,0.2516
161,2025-06-09,10,3896,3891,2957,1088,1082,755,116792,327,172,153,0.1938,0.3022,0.3679
161,2025-06-09,11,1847,1840,1363,906,901,636,84390,265,153,112,0.3443,0.2941,0.6647
161,2025-06-09,12,1332,1328,958,712,707,541,68289,166,91,74,0.4062,0.2348,0.7432
161,2025-06-09,13,1241,1230,902,678,675,521,66926,154,78,75,0.4198,0.2281,0.7517
161,2025-06-09,14,1174,1168,828,616,612,456,59138,156,77,79,0.3884,0.2549,0.744
161,2025-06-09,15,2438,2433,1935,823,819,592,85780,227,133,92,0.2428,0.2772,0.4253
161,2025-06-09,16,7052,7041,5577,1104,1092,710,118636,382,233,149,0.1007,0.3498,0.198
161,2025-06-09,17,7882,7875,6407,983,981,666,112587,315,195,119,0.0845,0.3211,0.1534
161,2025-06-09,18,6749,6748,5492,944,940,607,101991,333,216,117,0.0899,0.3543,0.1719
161,2025-06-09,19,4830,4821,3887,868,864,570,90988,292,161,131,0.118,0.338,0.2233
161,2025-06-09,20,2090,2087,1597,657,652,434,66462,218,119,98,0.2077,0.3344,0.4114
161,2025-06-09,21,1127,1122,871,429,428,268,36571,160,87,73,0.2378,0.3738,0.4925
161,2025-06-09,22,549,548,375,229,228,146,24914,82,40,42,0.2659,0.3596,0.6107
161,2025-06-09,23,198,198,123,88,87,64,10938,23,11,10,0.3232,0.2644,0.7154
161,2025-06-10,0,124,124,68,59,59,31,5634,28,12,16,0.25,0.4746,0.8676
161,2025-06-10,1,54,54,29,24,24,14,4802,10,4,6,0.2593,0.4167,0.8276
161,2025-06-10,2,36,36,17,12,12,5,879,7,0,7,0.1389,0.5833,0.7059
161,2025-06-10,3,85,85,55,28,28,18,6798,10,5,5,0.2118,0.3571,0.5091
161,2025-06-10,4,182,182,127,48,48,25,9004,23,8,15,0.1374,0.4792,0.378
161,2025-06-10,5,169,168,109,72,70,53,9465,17,12,4,0.3136,0.2429,0.6606
161,2025-06-10,6,334,332,212,142,142,109,18134,33,15,18,0.3263,0.2324,0.6698
161,2025-06-10,7,1032,1026,744,401,400,300,45387,100,57,43,0.2907,0.25,0.539
161,2025-06-10,8,3569,3562,2766,954,948,663,113459,285,156,128,0.1858,0.3006,0.3449
161,2025-06-10,9,7057,7054,5608,1369,1367,881,153121,486,257,229,0.1248,0.3555,0.2441
161,2025-06-10,10,4313,4304,3273,1234,1227,838,131121,389,225,164,0.1943,0.317,0.377
161,2025-06-10,11,1878,1866,1337,818,812,592,77720,220,109,111,0.3152,0.2709,0.6118
161,2025-06-10,12,1396,1394,1018,726,721,536,68064,185,83,101,0.384,0.2566,0.7132
161,2025-06-10,13,1360,1354,984,695,690,520,64564,170,107,62,0.3824,0.2464,0.7063
161,2025-06-10,14,1331,1326,953,680,674,496,64891,177,100,75,0.3727,0.2626,0.7135
161,2025-06-10,15,1804,1802,1330,772,767,572,82122,195,128,67,0.3171,0.2542,0.5805
161,2025-06-10,16,3376,3366,2454,1026,970,648,101787,320,198,121,0.1919,0.3299,0.4181
161,2025-06-10,17,5562,5559,4288,1133,1101,743,118568,337,193,143,0.1336,0.3061,0.2642
161,2025-06-10,18,5402,5398,4270,1141,1134,530,60897,368,221,147,0.0981,0.3245,0.2672
161,2025-06-10,19,1437,1437,1103,308,305,28,1986,86,54,25,0.0195,0.282,0.2792
162,2025-06-03,0,72,72,43,38,38,24,4538,14,7,7,0.3333,0.3684,0.8837
162,2025-06-03,1,45,45,32,25,25,13,1882,12,7,5,0.2889,0.48,0.7812
162,2025-06-03,2,16,16,10,8,7,4,1906,3,0,3,0.25,0.4286,0.8
162,2025-06-03,3,32,32,15,9,9,8,1526,1,1,0,0.25,0.1111,0.6
162,2025-06-03,4,82,82,53,29,29,20,4873,9,4,5,0.2439,0.3103,0.5472
162,2025-06-03,5,132,130,89,42,42,27,4540,15,9,6,0.2045,0.3571,0.4719
162,2025-06-03,6,191,191,132,82,82,68,10553,14,6,8,0.356,0.1707,0.6212
162,2025-06-03,7,346,346,253,159,155,112,15153,43,15,28,0.3237,0.2774,0.6285
162,2025-06-03,8,683,682,506,349,348,249,35578,99,55,44,0.3646,0.2845,0.6897
162,2025-06-03,9,1076,1074,809,543,537,372,48025,165,75,89,0.3457,0.3073,0.6712
162,2025-06-03,10,935,934,719,585,579,405,47549,174,88,85,0.4332,0.3005,0.8136
162,2025-06-03,11,640,637,465,421,421,309,35870,112,56,56,0.4828,0.266,0.9054
162,2025-06-03,12,926,915,693,544,541,406,51256,135,63,72,0.4384,0.2495,0.785
162,2025-06-03,13,1093,1089,851,592,588,411,50058,177,87,89,0.376,0.301,0.6957
162,2025-06-03,14,1277,1274,1003,645,639,440,58618,199,104,93,0.3446,0.3114,0.6431
162,2025-06-03,15,1756,1755,1414,680,676,436,66125,240,139,101,0.2483,0.355,0.4809
162,2025-06-03,16,2503,2499,1969,815,809,493,85155,316,160,154,0.197,0.3906,0.4139
162,2025-06-03,17,5145,5135,4180,865,861,476,88900,383,222,160,0.0925,0.4448,0.2069
162,2025-06-03,18,7257,7252,6191,697,694,394,78051,300,181,119,0.0543,0.4323,0.1126
162,2025-06-03,19,5639,5638,4847,575,570,302,58355,266,151,114,0.0536,0.4667,0.1186
162,2025-06-03,20,2351,2338,1939,437,436,273,52095,163,107,56,0.1161,0.3739,0.2254
162,2025-06-03,21,926,925,721,272,269,158,22742,111,58,52,0.1706,0.4126,0.3773
162,2025-06-03,22,341,341,233,149,147,94,17260,53,25,28,0.2757,0.3605,0.6395
162,2025-06-03,23,350,349,281,125,124,66,11510,58,34,19,0.1886,0.4677,0.4448
162,2025-06-09,0,219,217,154,70,70,41,8430,29,17,12,0.1872,0.4143,0.4545
162,2025-06-09,1,96,95,68,20,20,18,3948,2,1,1,0.1875,0.1,0.2941
162,2025-06-09,2,57,57,37,20,20,11,2860,9,4,5,0.193,0.45,0.5405
162,2025-06-09,3,91,91,57,24,24,14,3949,10,4,6,0.1538,0.4167,0.4211
162,2025-06-09,4,230,230,167,32,32,20,5216,12,6,6,0.087,0.375,0.1916
162,2025-06-09,5,283,283,220,73,73,43,9432,30,15,15,0.1519,0.411,0.3318
162,2025-06-09,6,454,453,328,109,109,75,12327,34,17,17,0.1652,0.3119,0.3323
162,2025-06-09,7,1163,1160,888,248,247,154,25002,93,46,46,0.1324,0.3765,0.2793
162,2025-06-09,8,1278,1274,918,354,354,245,37363,109,51,58,0.1917,0.3079,0.3856
162,2025-06-09,9,1490,1487,1099,571,566,365,52019,201,87,114,0.245,0.3551,0.5196
162,2025-06-09,10,1073,1071,766,531,524,367,44885,157,80,77,0.342,0.2996,0.6932
162,2025-06-09,11,708,707,499,424,421,320,41648,101,52,49,0.452,0.2399,0.8497
162,2025-06-09,12,1007,1004,708,534,529,382,49705,147,86,61,0.3793,0.2779,0.7542
162,2025-06-09,13,1226,1222,928,594,594,402,55052,192,102,90,0.3279,0.3232,0.6401
162,2025-06-09,14,1859,1851,1453,619,611,401,55632,210,135,75,0.2157,0.3437,0.426
162,2025-06-09,15,3069,3061,2456,606,603,384,59104,219,146,72,0.1251,0.3632,0.2467
162,2025-06-09,16,6330,6329,5186,647,642,389,76232,253,156,96,0.0615,0.3941,0.1248
162,2025-06-09,17,7655,7647,6329,543,540,309,61750,231,153,77,0.0404,0.4278,0.0858
162,2025-06-09,18,6773,6773,5625,544,543,331,65522,212,128,84,0.0489,0.3904,0.0967
162,2025-06-09,19,4820,4813,4017,508,505,304,58462,201,124,77,0.0631,0.398,0.1265
162,2025-06-09,20,2804,2798,2283,437,436,252,49443,184,117,66,0.0899,0.422,0.1914
162,2025-06-09,21,1412,1410,1151,257,257,151,23370,106,67,39,0.1069,0.4125,0.2233
162,2025-06-09,22,660,659,495,219,217,124,24012,93,42,50,0.1879,0.4286,0.4424
162,2025-06-09,23,175,171,106,66,66,43,8323,23,13,9,0.2457,0.3485,0.6226
162,2025-06-10,0,129,128,76,28,27,16,2786,11,9,2,0.124,0.4074,0.3684
162,2025-06-10,1,42,42,23,16,16,9,2239,7,3,4,0.2143,0.4375,0.6957
162,2025-06-10,2,37,37,27,10,10,6,1752,4,2,2,0.1622,0.4,0.3704
162,2025-06-10,3,29,29,15,10,10,4,1013,6,3,3,0.1379,0.6,0.6667
162,2025-06-10,4,133,133,84,29,29,11,2800,18,9,9,0.0827,0.6207,0.3452
162,2025-06-10,5,227,227,159,43,43,23,5508,20,14,6,0.1013,0.4651,0.2704
162,2025-06-10,6,275,274,166,86,86,62,10111,24,12,12,0.2255,0.2791,0.5181
162,2025-06-10,7,591,589,430,205,205,134,21527,71,31,39,0.2267,0.3463,0.4767
162,2025-06-10,8,976,976,674,370,370,247,35744,123,58,65,0.2531,0.3324,0.549
162,2025-06-10,9,1365,1362,1000,558,554,405,52992,149,66,83,0.2967,0.269,0.558
162,2025-06-10,10,1034,1027,720,528,524,370,48401,153,67,86,0.3578,0.292,0.7333
162,2025-06-10,11,757,749,538,438,433,318,36457,115,64,51,0.4201,0.2656,0.8141
162,2025-06-10,12,907,901,670,515,511,355,44304,156,86,70,0.3914,0.3053,0.7687
162,2025-06-10,13,1246,1243,919,602,599,377,48896,222,137,85,0.3026,0.3706,0.6551
162,2025-06-10,14,1682,1679,1274,659,654,432,59513,222,141,81,0.2568,0.3394,0.5173
162,2025-06-10,15,2112,2110,1613,623,620,399,60718,220,131,89,0.1889,0.3548,0.3862
162,2025-06-10,16,3450,3450,2576,687,657,411,74820,245,155,90,0.1191,0.3729,0.2667
162,2025-06-10,17,5329,5325,4310,720,703,423,78212,267,163,104,0.0794,0.3798,0.1671
162,2025-06-10,18,6367,6366,5200,683,680,235,35563,297,187,109,0.0369,0.4368,0.1313
162,2025-06-10,19,1318,1315,1050,150,149,6,368,47,27,15,0.0046,0.3154,0.1429
163,2025-06-03,0,133,131,99,74,74,47,9595,27,12,15,0.3534,0.3649,0.7475
163,2025-06-03,1,74,74,59,41,41,23,4754,18,12,6,0.3108,0.439,0.6949
163,2025-06-03,2,18,18,10,6,6,5,1088,1,0,1,0.2778,0.1667,0.6
163,2025-06-03,3,21,21,15,7,7,6,1621,1,1,0,0.2857,0.1429,0.4667
163,2025-06-03,4,30,30,26,19,19,14,2520,5,3,2,0.4667,0.2632,0.7308
163,2025-06-03,5,39,39,26,17,17,14,2419,3,0,3,0.359,0.1765,0.6538
163,2025-06-03,6,151,151,101,68,68,49,5401,19,9,10,0.3245,0.2794,0.6733
163,2025-06-03,7,485,485,371,260,258,193,26648,65,29,36,0.3979,0.2519,0.7008
163,2025-06-03,8,1098,1098,855,528,519,390,55611,129,68,61,0.3552,0.2486,0.6175
163,2025-06-03,9,1896,1893,1506,810,806,563,81767,243,137,106,0.2969,0.3015,0.5378
163,2025-06-03,10,1365,1365,1094,762,758,545,68664,213,122,91,0.3993,0.281,0.6965
163,2025-06-03,11,819,814,600,512,508,380,44701,128,54,74,0.464,0.252,0.8533
163,2025-06-03,12,1015,1010,784,607,599,451,56300,148,82,66,0.4443,0.2471,0.7742
163,2025-06-03,13,1036,1032,806,551,549,392,47376,157,76,81,0.3784,0.286,0.6836
163,2025-06-03,14,1303,1294,997,661,657,465,62071,192,101,91,0.3569,0.2922,0.663
163,2025-06-03,15,2828,2809,2400,834,829,481,72789,348,201,146,0.1701,0.4198,0.3475
163,2025-06-03,16,3974,3970,3363,758,753,435,80797,318,182,136,0.1095,0.4223,0.2254
163,2025-06-03,17,6689,6684,5788,763,761,441,89379,320,170,149,0.0659,0.4205,0.1318
163,2025-06-03,18,8671,8666,7524,845,838,479,89345,359,236,121,0.0552,0.4284,0.1123
163,2025-06-03,19,6859,6855,5991,840,832,440,87289,388,241,146,0.0641,0.4663,0.1402
163,2025-06-03,20,2382,2374,1970,635,629,366,65582,263,135,126,0.1537,0.4181,0.3223
163,2025-06-03,21,949,949,789,430,423,248,35905,173,79,94,0.2613,0.409,0.545
163,2025-06-03,22,525,521,397,284,283,186,33522,97,40,57,0.3543,0.3428,0.7154
163,2025-06-03,23,1028,1028,884,329,327,143,32242,184,84,70,0.1391,0.5627,0.3722
163,2025-06-09,0,638,638,512,238,237,107,23984,130,62,68,0.1677,0.5485,0.4648
163,2025-06-09,1,396,396,341,123,123,63,14124,60,35,25,0.1591,0.4878,0.3607
163,2025-06-09,2,41,41,30,20,19,14,2332,5,1,4,0.3415,0.2632,0.6667
163,2025-06-09,3,25,25,10,4,4,4,1869,0,0,0,0.16,0.0,0.4
163,2025-06-09,4,54,54,33,20,20,12,2357,8,5,3,0.2222,0.4,0.6061
163,2025-06-09,5,160,160,130,32,31,24,3942,7,5,2,0.15,0.2258,0.2462
163,2025-06-09,6,302,302,223,92,92,63,8779,29,16,13,0.2086,0.3152,0.4126
163,2025-06-09,7,1024,1022,803,241,240,173,27190,67,39,28,0.1689,0.2792,0.3001
163,2025-06-09,8,1800,1794,1326,576,575,400,61687,175,95,79,0.2222,0.3043,0.4344
163,2025-06-09,9,2702,2699,2094,853,850,581,84652,268,138,129,0.215,0.3153,0.4074
163,2025-06-09,10,1859,1854,1394,786,784,529,71457,254,137,117,0.2846,0.324,0.5638
163,2025-06-09,11,977,965,706,548,546,394,49856,152,85,67,0.4033,0.2784,0.7762
163,2025-06-09,12,1014,1008,770,563,559,413,48380,146,78,68,0.4073,0.2612,0.7312
163,2025-06-09,13,1183,1179,888,538,532,360,45420,172,99,72,0.3043,0.3233,0.6059
163,2025-06-09,14,1805,1801,1414,659,654,444,59449,210,117,93,0.246,0.3211,0.4661
163,2025-06-09,15,4074,4068,3375,676,672,403,67207,269,168,101,0.0989,0.4003,0.2003
163,2025-06-09,16,8279,8257,6912,582,578,349,70313,229,133,95,0.0422,0.3962,0.0842
163,2025-06-09,17,9043,9038,7800,499,497,309,63705,188,121,67,0.0342,0.3783,0.064
163,2025-06-09,18,8563,8555,7293,551,551,345,66712,206,124,82,0.0403,0.3739,0.0756
163,2025-06-09,19,6822,6820,5672,560,555,330,59349,225,145,80,0.0484,0.4054,0.0987
163,2025-06-09,20,3178,3178,2612,565,564,358,64753,206,104,102,0.1126,0.3652,0.2163
163,2025-06-09,21,1342,1342,1068,337,335,204,32734,131,83,48,0.152,0.391,0.3155
163,2025-06-09,22,757,756,573,284,282,172,33052,110,55,55,0.2272,0.3901,0.4956
163,2025-06-09,23,288,288,231,144,144,95,18323,49,26,23,0.3299,0.3403,0.6234
163,2025-06-10,0,167,167,126,87,87,51,10514,36,14,22,0.3054,0.4138,0.6905
163,2025-06-10,1,81,81,65,44,44,27,5104,17,10,7,0.3333,0.3864,0.6769
163,2025-06-10,2,23,23,10,9,9,7,1694,2,1,1,0.3043,0.2222,0.9
163,2025-06-10,3,26,26,11,8,8,5,2903,3,1,2,0.1923,0.375,0.7273
163,2025-06-10,4,35,35,18,13,13,10,3548,3,1,2,0.2857,0.2308,0.7222
163,2025-06-10,5,59,54,42,17,17,9,3461,8,3,5,0.1525,0.4706,0.4048
163,2025-06-10,6,188,186,133,80,79,58,5949,21,9,12,0.3085,0.2658,0.6015
163,2025-06-10,7,644,638,484,284,281,207,29495,74,40,34,0.3214,0.2633,0.5868
163,2025-06-10,8,1523,1522,1110,546,543,398,60001,145,71,73,0.2613,0.267,0.4919
163,2025-06-10,9,2406,2405,1823,831,829,556,82862,273,131,140,0.2311,0.3293,0.4558
163,2025-06-10,10,1948,1944,1407,806,802,551,72473,250,137,112,0.2829,0.3117,0.5729
163,2025-06-10,11,992,989,733,571,565,396,47312,169,107,62,0.3992,0.2991,0.779
163,2025-06-10,12,913,909,674,509,507,371,43179,136,68,68,0.4064,0.2682,0.7552
163,2025-06-10,13,1019,1014,743,552,548,369,48801,179,96,83,0.3621,0.3266,0.7429
163,2025-06-10,14,1574,1573,1240,637,634,430,56772,204,116,88,0.2732,0.3218,0.5137
163,2025-06-10,15,3042,3038,2505,752,749,467,74530,281,177,103,0.1535,0.3752,0.3002
163,2025-06-10,16,4364,4360,3492,662,629,371,67181,258,160,95,0.085,0.4102,0.1896
163,2025-06-10,17,6731,6712,5584,630,622,376,70522,239,144,94,0.0559,0.3842,0.1128
163,2025-06-10,18,7023,7011,5912,730,729,234,32855,313,188,124,0.0333,0.4294,0.1235
163,2025-06-10,19,1586,1585,1272,168,167,8,625,42,24,12,0.005,0.2515,0.1321
164,2025-06-03,0,64,64,27,24,24,10,2558,14,6,8,0.1562,0.5833,0.8889
164,2025-06-03,1,46,45,15,15,15,9,2940,6,5,1,0.1957,0.4,1.0
164,2025-06-03,2,27,27,18,16,16,8,2826,8,6,2,0.2963,0.5,0.8889
164,2025-06-03,3,109,109,58,42,42,26,6492,16,9,7,0.2385,0.381,0.7241
164,2025-06-03,4,273,271,164,120,120,75,20233,45,21,24,0.2747,0.375,0.7317
164,2025-06-03,5,389,389,259,173,172,108,23282,64,36,28,0.2776,0.3721,0.668
164,2025-06-03,6,498,497,354,243,243,152,31896,91,49,42,0.3052,0.3745,0.6864
164,2025-06-03,7,602,599,385,240,236,165,30846,71,40,31,0.2741,0.3008,0.6234
164,2025-06-03,8,632,629,421,290,285,196,34197,89,55,34,0.3101,0.3123,0.6888
164,2025-06-03,9,825,823,572,351,350,228,35252,122,78,43,0.2764,0.3486,0.6136
164,2025-06-03,10,849,842,612,398,394,234,36075,160,95,65,0.2756,0.4061,0.6503
164,2025-06-03,11,482,477,318,248,248,183,26571,65,42,22,0.3797,0.2621,0.7799
164,2025-06-03,12,497,496,308,252,248,171,20657,77,45,32,0.3441,0.3105,0.8182
164,2025-06-03,13,607,598,399,299,297,199,26500,98,47,51,0.3278,0.33,0.7494
164,2025-06-03,14,703,699,500,330,328,221,30147,107,68,39,0.3144,0.3262,0.66
164,2025-06-03,15,672,666,443,315,313,203,28807,110,58,52,0.3021,0.3514,0.7111
164,2025-06-03,16,802,801,562,401,400,244,38108,156,90,65,0.3042,0.39,0.7135
164,2025-06-03,17,1060,1059,746,478,474,274,44195,200,114,86,0.2585,0.4219,0.6408
164,2025-06-03,18,1810,1804,1380,484,480,266,45773,214,119,93,0.147,0.4458,0.3507
164,2025-06-03,19,2187,2185,1735,394,392,205,36970,185,115,69,0.0937,0.4719,0.2271
164,2025-06-03,20,1160,1157,929,316,316,178,32729,138,77,61,0.1534,0.4367,0.3402
164,2025-06-03,21,596,592,422,219,216,125,21866,87,52,32,0.2097,0.4028,0.519
164,2025-06-03,22,192,190,105,77,76,51,9541,25,12,13,0.2656,0.3289,0.7333
164,2025-06-03,23,133,132,80,63,63,41,8736,22,10,8,0.3083,0.3492,0.7875
164,2025-06-09,0,943,936,743,155,155,66,20170,89,56,33,0.07,0.5742,0.2086
164,2025-06-09,1,289,287,196,68,68,39,11552,29,20,9,0.1349,0.4265,0.3469
164,2025-06-09,2,125,124,68,42,42,27,7583,15,9,6,0.216,0.3571,0.6176
164,2025-06-09,3,694,694,468,151,150,75,21646,75,36,39,0.1081,0.5,0.3226
164,2025-06-09,4,1976,1976,1539,288,288,137,44206,151,94,57,0.0693,0.5243,0.1871
164,2025-06-09,5,2479,2478,2079,355,354,156,45391,198,121,77,0.0629,0.5593,0.1708
164,2025-06-09,6,1894,1893,1476,345,344,197,50924,147,93,54,0.104,0.4273,0.2337
164,2025-06-09,7,2554,2550,2043,349,349,193,46471,156,93,62,0.0756,0.447,0.1708
164,2025-06-09,8,2797,2796,2155,350,347,203,49910,144,91,53,0.0726,0.415,0.1624
164,2025-06-09,9,1854,1853,1325,379,378,235,48318,143,89,53,0.1268,0.3783,0.286
164,2025-06-09,10,1753,1750,1275,513,512,306,59424,206,114,92,0.1746,0.4023,0.4024
164,2025-06-09,11,525,524,335,243,243,177,24216,66,27,38,0.3371,0.2716,0.7254
164,2025-06-09,12,607,602,389,267,264,188,27017,76,48,28,0.3097,0.2879,0.6864
164,2025-06-09,13,577,573,364,263,262,195,27459,67,34,33,0.338,0.2557,0.7225
164,2025-06-09,14,773,772,529,304,303,202,28539,101,55,45,0.2613,0.3333,0.5747
164,2025-06-09,15,994,994,670,322,316,194,31118,122,65,57,0.1952,0.3861,0.4806
164,2025-06-09,16,1362,1362,984,425,424,246,43668,178,107,70,0.1806,0.4198,0.4319
164,2025-06-09,17,1318,1317,895,376,374,226,39454,148,84,64,0.1715,0.3957,0.4201
164,2025-06-09,18,1436,1432,1042,390,388,226,41380,162,109,53,0.1574,0.4175,0.3743
164,2025-06-09,19,1407,1407,987,389,387,207,36837,180,100,80,0.1471,0.4651,0.3941
164,2025-06-09,20,964,963,663,331,330,184,32183,146,75,69,0.1909,0.4424,0.4992
164,2025-06-09,21,1173,1169,883,295,295,172,31643,123,71,52,0.1466,0.4169,0.3341
164,2025-06-09,22,471,461,292,151,150,101,20597,49,26,22,0.2144,0.3267,0.5171
164,2025-06-09,23,152,152,79,52,52,35,7774,17,10,7,0.2303,0.3269,0.6582
164,2025-06-10,0,128,127,71,46,46,24,5729,22,14,8,0.1875,0.4783,0.6479
164,2025-06-10,1,32,32,15,9,9,7,1409,2,1,1,0.2188,0.2222,0.6
164,2025-06-10,2,32,32,14,12,12,8,2331,4,2,2,0.25,0.3333,0.8571
164,2025-06-10,3,147,147,97,52,51,42,10020,9,6,3,0.2857,0.1765,0.5361
164,2025-06-10,4,380,376,217,117,117,74,20006,43,25,18,0.1947,0.3675,0.5392
164,2025-06-10,5,1160,1157,872,289,288,150,37111,138,84,54,0.1293,0.4792,0.3314
164,2025-06-10,6,1108,1101,769,295,295,188,44274,107,58,49,0.1697,0.3627,0.3836
164,2025-06-10,7,1230,1222,879,305,303,180,36238,123,75,48,0.1463,0.4059,0.347
164,2025-06-10,8,1177,1174,839,358,357,229,48599,128,81,47,0.1946,0.3585,0.4267
164,2025-06-10,9,984,983,680,356,352,223,36328,129,76,52,0.2266,0.3665,0.5235
164,2025-06-10,10,1199,1196,866,456,456,278,48057,178,102,76,0.2319,0.3904,0.5266
164,2025-06-10,11,518,512,321,238,236,155,19862,81,50,30,0.2992,0.3432,0.7414
164,2025-06-10,12,431,428,292,212,209,136,18197,73,40,33,0.3155,0.3493,0.726
164,2025-06-10,13,553,552,350,269,267,182,27122,85,44,39,0.3291,0.3184,0.7686
164,2025-06-10,14,656,653,445,303,299,185,26947,113,65,47,0.282,0.3779,0.6809
164,2025-06-10,15,593,593,397,264,263,165,23959,98,55,43,0.2782,0.3726,0.665
164,2025-06-10,16,705,701,461,338,321,178,26880,141,96,45,0.2525,0.4393,0.7332
164,2025-06-10,17,1011,1010,650,367,360,224,37213,131,74,57,0.2216,0.3639,0.5646
164,2025-06-10,18,1185,1181,818,414,411,148,18981,168,104,64,0.1249,0.4088,0.5061
164,2025-06-10,19,400,400,283,117,117,4,282,40,25,8,0.01,0.3419,0.4134
165,2025-06-03,0,12,12,4,2,2,1,81,1,0,1,0.0833,0.5,0.5
165,2025-06-03,1,5,5,3,1,1,0,0,1,0,1,0.0,1.0,0.3333
165,2025-06-03,2,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
165,2025-06-03,3,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0
165,2025-06-03,4,12,12,8,8,8,2,199,6,1,5,0.1667,0.75,1.0
165,2025-06-03,5,18,18,10,8,8,8,1226,0,0,0,0.4444,0.0,0.8
165,2025-06-03,6,30,30,21,15,15,12,2502,3,1,2,0.4,0.2,0.7143
165,2025-06-03,7,95,95,67,58,58,49,7022,9,4,5,0.5158,0.1552,0.8657
165,2025-06-03,8,238,238,173,146,146,119,14881,27,16,11,0.5,0.1849,0.8439
165,2025-06-03,9,374,373,285,241,240,174,24442,66,43,23,0.4652,0.275,0.8456
165,2025-06-03,10,249,242,163,151,150,109,14527,41,20,21,0.4378,0.2733,0.9264
165,2025-06-03,11,184,184,123,112,110,94,10876,16,10,6,0.5109,0.1455,0.9106
165,2025-06-03,12,217,215,130,111,111,89,11527,22,7,15,0.4101,0.1982,0.8538
165,2025-06-03,13,191,190,122,106,106,83,8500,23,14,9,0.4346,0.217,0.8689
165,2025-06-03,14,197,197,121,96,95,77,9015,18,7,11,0.3909,0.1895,0.7934
165,2025-06-03,15,236,231,164,142,140,106,12563,34,18,16,0.4492,0.2429,0.8659
165,2025-06-03,16,270,267,182,157,156,123,15798,33,11,22,0.4556,0.2115,0.8626
165,2025-06-03,17,329,322,202,169,166,134,16544,32,19,13,0.4073,0.1928,0.8366
165,2025-06-03,18,502,500,354,206,203,145,19506,58,37,21,0.2888,0.2857,0.5819
165,2025-06-03,19,780,780,597,203,200,119,17910,79,40,39,0.1526,0.395,0.34
165,2025-06-03,20,464,460,350,129,129,85,11145,44,24,19,0.1832,0.3411,0.3686
165,2025-06-03,21,219,219,164,60,60,39,4806,20,10,10,0.1781,0.3333,0.3659
165,2025-06-03,22,96,93,54,34,34,19,2842,15,8,7,0.1979,0.4412,0.6296
165,2025-06-03,23,29,29,21,10,10,6,928,4,1,3,0.2069,0.4,0.4762
165,2025-06-09,0,22,22,11,7,7,3,575,4,4,0,0.1364,0.5714,0.6364
165,2025-06-09,1,8,8,3,2,2,2,880,0,0,0,0.25,0.0,0.6667
165,2025-06-09,2,7,7,4,3,3,3,894,0,0,0,0.4286,0.0,0.75
165,2025-06-09,3,7,7,2,2,2,1,741,1,1,0,0.1429,0.5,1.0
165,2025-06-09,4,34,34,18,7,7,6,941,1,0,1,0.1765,0.1429,0.3889
165,2025-06-09,5,129,128,93,31,31,21,2603,10,7,3,0.1628,0.3226,0.3333
165,2025-06-09,6,91,91,42,28,28,23,4500,5,2,3,0.2527,0.1786,0.6667
165,2025-06-09,7,184,184,103,71,69,55,7933,14,6,8,0.2989,0.2029,0.6893
165,2025-06-09,8,451,449,274,172,169,116,18012,53,27,25,0.2572,0.3136,0.6277
165,2025-06-09,9,714,709,469,193,193,143,25068,50,32,18,0.2003,0.2591,0.4115
165,2025-06-09,10,354,352,226,142,142,108,15251,34,18,16,0.3051,0.2394,0.6283
165,2025-06-09,11,267,266,158,120,120,88,10503,32,17,15,0.3296,0.2667,0.7595
165,2025-06-09,12,206,206,136,119,116,90,10650,26,16,10,0.4369,0.2241,0.875
165,2025-06-09,13,221,220,148,119,119,102,12997,17,7,10,0.4615,0.1429,0.8041
165,2025-06-09,14,250,249,159,123,122,95,11010,27,13,14,0.38,0.2213,0.7736
165,2025-06-09,15,318,316,206,151,151,118,15013,33,11,22,0.3711,0.2185,0.733
165,2025-06-09,16,438,434,269,181,179,124,15463,55,27,28,0.2831,0.3073,0.6729
165,2025-06-09,17,276,275,177,140,139,110,14816,29,14,15,0.3986,0.2086,0.791
165,2025-06-09,18,357,356,246,196,196,144,18587,52,27,25,0.4034,0.2653,0.7967
165,2025-06-09,19,405,405,268,194,192,141,19025,50,23,26,0.3481,0.2604,0.7239
165,2025-06-09,20,278,274,206,137,137,92,12499,45,27,18,0.3309,0.3285,0.665
165,2025-06-09,21,180,180,132,53,53,36,3901,17,11,6,0.2,0.3208,0.4015
165,2025-06-09,22,61,61,37,25,25,14,1788,11,5,6,0.2295,0.44,0.6757
165,2025-06-09,23,38,38,15,13,13,7,1324,6,0,6,0.1842,0.4615,0.8667
165,2025-06-10,0,8,6,1,1,1,1,689,0,0,0,0.125,0.0,1.0
