ac_num,date,srch_rqst,srch_fr_q,srch_which_got_q,booking,done_ride,earning,cancel_ride,cnvr_rate,bkng_cancel_rate,q_accept_rate
150,2022-09-06,4,4,0,0,0,0,0,0.0,0.0,0.0
150,2022-09-13,1,1,0,0,0,0,0,0.0,0.0,0.0
150,2022-09-18,2,4,2,2,2,263,0,1.0,0.0,0.5
150,2022-09-22,2,2,0,0,0,0,0,0.0,0.0,0.0
150,2022-09-24,1,1,0,0,0,0,0,0.0,0.0,0.0
150,2022-09-25,2,2,0,0,0,0,0,0.0,0.0,0.0
150,2022-10-10,101,1,0,0,0,0,0,0.0,0.0,0.0
150,2022-10-11,106,19,6,2,0,0,2,0.0,1.0,0.3158
150,2022-10-12,184,36,24,2,1,40,1,0.0054,0.5,0.6667
150,2022-10-13,268,85,42,11,2,87,9,0.0075,0.8182,0.4941
150,2022-10-14,165,64,44,10,4,425,6,0.0242,0.6,0.6875
150,2022-10-15,212,79,44,13,4,299,9,0.0189,0.6923,0.557
150,2022-10-16,103,28,12,2,2,186,0,0.0194,0.0,0.4286
150,2022-10-17,88,25,13,5,3,350,2,0.0341,0.4,0.52
150,2022-10-18,104,30,22,9,3,476,6,0.0288,0.6667,0.7333
150,2022-10-19,100,36,17,6,1,133,5,0.01,0.8333,0.4722
150,2022-10-20,169,36,20,6,2,323,4,0.0118,0.6667,0.5556
150,2022-10-21,188,45,24,9,4,710,5,0.0213,0.5556,0.5333
150,2022-10-22,204,73,36,7,2,80,5,0.0098,0.7143,0.4932
150,2022-10-23,107,40,30,8,2,414,6,0.0187,0.75,0.75
150,2022-10-24,117,32,16,3,0,0,3,0.0,1.0,0.5
150,2022-10-25,100,31,16,4,1,282,3,0.01,0.75,0.5161
150,2022-10-26,88,37,21,6,1,326,5,0.0114,0.8333,0.5676
150,2022-10-27,91,34,20,7,4,716,3,0.044,0.4286,0.5882
150,2022-10-28,174,69,36,17,8,1584,9,0.046,0.5294,0.5217
150,2022-10-29,384,87,43,14,5,1077,9,0.013,0.6429,0.4943
150,2022-10-30,442,103,44,11,3,982,8,0.0068,0.7273,0.4272
150,2022-10-31,387,89,51,21,9,1708,12,0.0233,0.5714,0.573
150,2022-11-01,713,159,85,24,10,1997,14,0.014,0.5833,0.5346
150,2022-11-02,586,159,91,34,19,4072,15,0.0324,0.4412,0.5723
150,2022-11-03,469,182,88,32,15,3973,17,0.032,0.5312,0.4835
150,2022-11-04,355,194,87,35,19,2518,16,0.0535,0.4571,0.4485
150,2022-11-05,456,203,76,33,22,4185,11,0.0482,0.3333,0.3744
150,2022-11-06,577,247,95,35,18,3843,17,0.0312,0.4857,0.3846
150,2022-11-07,557,253,88,36,22,3209,14,0.0395,0.3889,0.3478
150,2022-11-08,394,160,69,28,17,2783,11,0.0431,0.3929,0.4312
150,2022-11-09,336,143,45,23,11,1639,12,0.0327,0.5217,0.3147
150,2022-11-10,377,175,58,34,22,4681,12,0.0584,0.3529,0.3314
150,2022-11-11,385,143,50,17,9,1795,8,0.0234,0.4706,0.3497
150,2022-11-12,426,214,75,25,17,3915,8,0.0399,0.32,0.3505
150,2022-11-13,326,182,50,19,12,2337,7,0.0368,0.3684,0.2747
150,2022-11-14,338,181,45,19,10,1968,9,0.0296,0.4737,0.2486
150,2022-11-15,225,126,48,30,17,3446,13,0.0756,0.4333,0.381
150,2022-11-16,264,135,57,27,21,4343,6,0.0795,0.2222,0.4222
150,2022-11-17,289,130,47,26,20,3889,6,0.0692,0.2308,0.3615
150,2022-11-18,289,135,49,31,19,3988,12,0.0657,0.3871,0.363
150,2022-11-19,390,189,72,54,30,5569,24,0.0769,0.4444,0.381
150,2022-11-20,341,156,49,33,19,5114,14,0.0557,0.4242,0.3141
150,2022-11-21,195,100,48,35,16,4049,19,0.0821,0.5429,0.48
150,2022-11-22,224,105,54,38,18,3981,20,0.0804,0.5263,0.5143
150,2022-11-23,178,96,38,32,16,3815,16,0.0899,0.5,0.3958
150,2022-11-24,252,116,22,19,11,2815,8,0.0437,0.4211,0.1897
150,2022-11-25,245,124,43,42,27,5592,15,0.1102,0.3571,0.3468
150,2022-11-26,324,182,53,47,28,4915,19,0.0864,0.4043,0.2912
150,2022-11-27,395,257,48,41,27,7096,14,0.0684,0.3415,0.1868
150,2022-11-28,241,119,33,33,23,5233,10,0.0954,0.303,0.2773
150,2022-11-29,187,94,36,35,25,5901,10,0.1337,0.2857,0.383
150,2022-11-30,254,123,45,40,23,4534,17,0.0906,0.425,0.3659
150,2022-12-01,193,81,39,36,23,4450,13,0.1192,0.3611,0.4815
150,2022-12-02,237,109,41,39,21,5219,18,0.0886,0.4615,0.3761
150,2022-12-03,219,111,50,46,18,4614,28,0.0822,0.6087,0.4505
150,2022-12-04,195,80,28,24,19,3535,5,0.0974,0.2083,0.35
150,2022-12-05,167,90,37,36,26,6229,10,0.1557,0.2778,0.4111
150,2022-12-06,187,98,42,41,26,4948,15,0.139,0.3659,0.4286
150,2022-12-07,164,75,35,34,21,4799,13,0.128,0.3824,0.4667
150,2022-12-08,165,78,39,37,24,5234,13,0.1455,0.3514,0.5
150,2022-12-09,213,142,44,40,24,4559,16,0.1127,0.4,0.3099
150,2022-12-10,283,161,65,55,34,6131,21,0.1201,0.3818,0.4037
150,2022-12-11,299,149,58,47,26,6539,21,0.087,0.4468,0.3893
150,2022-12-12,228,153,56,50,23,4876,27,0.1009,0.54,0.366
150,2022-12-13,251,170,72,58,32,5979,26,0.1275,0.4483,0.4235
150,2022-12-14,218,132,56,51,29,5872,22,0.133,0.4314,0.4242
150,2022-12-15,252,128,64,55,34,6202,21,0.1349,0.3818,0.5
150,2022-12-16,188,117,61,57,31,6430,26,0.1649,0.4561,0.5214
150,2022-12-17,244,153,88,75,36,8846,39,0.1475,0.52,0.5752
150,2022-12-18,256,159,73,68,34,8999,34,0.1328,0.5,0.4591
150,2022-12-19,175,104,49,47,35,6856,12,0.2,0.2553,0.4712
150,2022-12-20,222,127,79,66,40,7517,26,0.1802,0.3939,0.622
150,2022-12-21,203,102,63,55,33,6463,22,0.1626,0.4,0.6176
150,2022-12-22,194,117,84,74,42,8753,32,0.2165,0.4324,0.7179
150,2022-12-23,259,106,59,55,29,5926,26,0.112,0.4727,0.5566
150,2022-12-24,225,116,85,71,38,7894,33,0.1689,0.4648,0.7328
150,2022-12-25,252,138,94,88,44,8378,44,0.1746,0.5,0.6812
150,2022-12-26,192,99,82,73,52,9985,21,0.2708,0.2877,0.8283
150,2022-12-27,206,94,80,75,47,10753,28,0.2282,0.3733,0.8511
150,2022-12-28,195,100,89,83,52,11460,31,0.2667,0.3735,0.89
150,2022-12-29,177,96,68,61,26,4415,35,0.1469,0.5738,0.7083
150,2022-12-30,215,111,84,77,37,7741,40,0.1721,0.5195,0.7568
150,2022-12-31,257,142,89,77,36,6613,41,0.1401,0.5325,0.6268
150,2023-01-01,317,178,89,76,38,11071,38,0.1199,0.5,0.5
150,2023-01-02,216,135,97,84,58,12393,26,0.2685,0.3095,0.7185
150,2023-01-03,230,130,96,81,38,8822,43,0.1652,0.5309,0.7385
150,2023-01-04,209,116,92,68,43,7782,25,0.2057,0.3676,0.7931
150,2023-01-05,242,122,93,85,51,10178,34,0.2107,0.4,0.7623
150,2023-01-06,237,130,108,99,59,13177,40,0.2489,0.404,0.8308
150,2023-01-07,351,186,160,142,82,16964,60,0.2336,0.4225,0.8602
150,2023-01-08,248,113,93,88,45,8854,43,0.1815,0.4886,0.823
150,2023-01-09,269,168,116,104,61,13543,43,0.2268,0.4135,0.6905
150,2023-01-10,245,151,106,101,58,11436,43,0.2367,0.4257,0.702
150,2023-01-11,258,143,98,88,46,8300,42,0.1783,0.4773,0.6853
150,2023-01-12,260,157,128,115,60,12481,55,0.2308,0.4783,0.8153
150,2023-01-13,296,174,119,110,61,12617,49,0.2061,0.4455,0.6839
150,2023-01-14,258,131,80,68,38,9474,30,0.1473,0.4412,0.6107
150,2023-01-15,208,121,74,65,31,7710,34,0.149,0.5231,0.6116
150,2023-01-16,267,133,79,72,50,11758,22,0.1873,0.3056,0.594
150,2023-01-17,249,170,86,80,46,8483,34,0.1847,0.425,0.5059
150,2023-01-18,270,157,96,82,51,10186,31,0.1889,0.378,0.6115
150,2023-01-19,290,170,123,113,57,13392,56,0.1966,0.4956,0.7235
150,2023-01-20,285,179,109,88,54,11122,34,0.1895,0.3864,0.6089
150,2023-01-21,260,150,107,96,62,12975,34,0.2385,0.3542,0.7133
150,2023-01-22,237,132,96,84,50,9836,34,0.211,0.4048,0.7273
150,2023-01-23,258,165,115,97,60,14509,37,0.2326,0.3814,0.697
150,2023-01-24,333,179,124,114,83,20128,31,0.2492,0.2719,0.6927
150,2023-01-25,402,189,126,108,61,13408,47,0.1517,0.4352,0.6667
150,2023-01-26,429,200,130,108,66,15545,42,0.1538,0.3889,0.65
150,2023-01-27,344,157,118,105,75,14991,30,0.218,0.2857,0.7516
150,2023-01-28,391,155,98,84,52,10626,32,0.133,0.381,0.6323
150,2023-01-29,376,190,100,78,51,11370,27,0.1356,0.3462,0.5263
150,2023-01-30,350,206,111,91,58,14561,33,0.1657,0.3626,0.5388
150,2023-01-31,326,206,145,120,73,16199,47,0.2239,0.3917,0.7039
150,2023-02-01,338,180,136,116,78,18098,38,0.2308,0.3276,0.7556
150,2023-02-02,354,213,155,133,88,18326,45,0.2486,0.3383,0.7277
150,2023-02-03,412,241,160,140,89,19475,51,0.216,0.3643,0.6639
150,2023-02-04,453,217,147,130,83,20190,47,0.1832,0.3615,0.6774
150,2023-02-05,355,150,86,73,51,11735,22,0.1437,0.3014,0.5733
150,2023-02-06,386,229,135,119,76,16685,43,0.1969,0.3613,0.5895
150,2023-02-07,421,234,175,149,94,19928,55,0.2233,0.3691,0.7479
150,2023-02-08,417,258,158,138,92,20459,46,0.2206,0.3333,0.6124
150,2023-02-09,461,235,156,135,90,18651,45,0.1952,0.3333,0.6638
150,2023-02-10,487,320,178,157,106,22285,51,0.2177,0.3248,0.5562
150,2023-02-11,475,290,166,148,93,19074,55,0.1958,0.3716,0.5724
150,2023-02-12,419,199,126,121,71,16416,50,0.1695,0.4132,0.6332
150,2023-02-13,457,256,163,150,102,22662,48,0.2232,0.32,0.6367
150,2023-02-14,475,282,160,153,99,23127,54,0.2084,0.3529,0.5674
150,2023-02-15,437,277,171,161,95,21573,66,0.2174,0.4099,0.6173
150,2023-02-16,473,289,174,168,97,21168,71,0.2051,0.4226,0.6021
150,2023-02-17,558,364,204,190,111,24285,79,0.1989,0.4158,0.5604
150,2023-02-18,362,207,115,103,62,13644,41,0.1713,0.3981,0.5556
150,2023-02-19,382,208,136,126,80,14772,46,0.2094,0.3651,0.6538
150,2023-02-20,444,275,178,160,92,20560,68,0.2072,0.425,0.6473
150,2023-02-21,482,295,186,180,111,22623,69,0.2303,0.3833,0.6305
150,2023-02-22,523,335,234,226,139,27494,87,0.2658,0.385,0.6985
150,2023-02-23,527,296,198,190,128,26745,62,0.2429,0.3263,0.6689
150,2023-02-24,620,310,202,189,125,27781,64,0.2016,0.3386,0.6516
150,2023-02-25,722,446,261,240,143,27309,97,0.1981,0.4042,0.5852
150,2023-02-26,489,253,166,161,98,21182,63,0.2004,0.3913,0.6561
150,2023-02-27,614,392,233,215,143,31427,72,0.2329,0.3349,0.5944
150,2023-02-28,541,303,188,181,119,26446,62,0.22,0.3425,0.6205
150,2023-03-01,525,334,219,207,140,28400,67,0.2667,0.3237,0.6557
150,2023-03-02,511,302,209,204,139,29578,65,0.272,0.3186,0.6921
150,2023-03-03,549,326,217,211,146,33446,65,0.2659,0.3081,0.6656
150,2023-03-04,691,415,286,271,165,36428,106,0.2388,0.3911,0.6892
150,2023-03-05,580,290,175,162,110,22163,52,0.1897,0.321,0.6034
150,2023-03-06,614,387,245,233,138,29406,95,0.2248,0.4077,0.6331
150,2023-03-07,738,417,266,250,156,34605,94,0.2114,0.376,0.6379
150,2023-03-08,746,410,280,269,183,38551,86,0.2453,0.3197,0.6829
150,2023-03-09,807,429,265,251,169,37299,82,0.2094,0.3267,0.6177
150,2023-03-10,757,427,315,297,181,35982,115,0.2391,0.3872,0.7377
150,2023-03-11,817,420,300,281,181,36189,100,0.2215,0.3559,0.7143
150,2023-03-12,867,399,259,246,156,34606,90,0.1799,0.3659,0.6491
150,2023-03-13,908,497,343,328,199,45679,129,0.2192,0.3933,0.6901
150,2023-03-14,923,494,344,320,208,42186,112,0.2254,0.35,0.6964
150,2023-03-15,935,472,358,332,214,46198,118,0.2289,0.3554,0.7585
150,2023-03-16,908,478,361,347,226,46077,120,0.2489,0.3458,0.7552
150,2023-03-17,1006,537,390,364,230,48781,134,0.2286,0.3681,0.7263
150,2023-03-18,1156,590,425,400,256,55769,144,0.2215,0.36,0.7203
150,2023-03-19,883,410,309,291,189,41313,102,0.214,0.3505,0.7537
150,2023-03-20,1298,741,326,304,188,38067,116,0.1448,0.3816,0.4399
150,2023-03-21,1049,594,400,378,226,45614,152,0.2154,0.4021,0.6734
150,2023-03-22,704,395,212,198,114,24048,84,0.1619,0.4242,0.5367
150,2023-03-23,1251,806,384,366,216,42544,150,0.1727,0.4098,0.4764
150,2023-03-24,1006,570,383,349,222,48704,127,0.2207,0.3639,0.6719
150,2023-03-25,962,504,366,329,225,46088,104,0.2339,0.3161,0.7262
150,2023-03-26,883,438,301,281,181,35450,100,0.205,0.3559,0.6872
150,2023-03-27,1216,739,529,450,265,55142,185,0.2179,0.4111,0.7158
150,2023-03-28,1066,653,475,429,262,55336,167,0.2458,0.3893,0.7274
150,2023-03-29,1021,633,488,433,267,51966,166,0.2615,0.3834,0.7709
150,2023-03-30,964,621,454,389,248,50262,141,0.2573,0.3625,0.7311
150,2023-03-31,1141,711,516,455,276,55087,179,0.2419,0.3934,0.7257
150,2023-04-01,1301,740,557,543,332,64523,211,0.2552,0.3886,0.7527
150,2023-04-02,1044,558,366,354,209,42108,145,0.2002,0.4096,0.6559
150,2023-04-03,1290,764,493,482,307,64129,175,0.238,0.3631,0.6453
150,2023-04-04,1146,630,410,406,274,52924,132,0.2391,0.3251,0.6508
150,2023-04-05,1222,709,488,484,327,67626,156,0.2676,0.3223,0.6883
150,2023-04-06,1272,766,522,515,314,64522,201,0.2469,0.3903,0.6815
150,2023-04-07,1156,630,431,423,285,55963,138,0.2465,0.3262,0.6841
150,2023-04-08,1177,647,506,499,310,57341,189,0.2634,0.3788,0.7821
150,2023-04-09,1090,589,390,384,249,49440,135,0.2284,0.3516,0.6621
150,2023-04-10,1498,883,584,571,348,66386,222,0.2323,0.3888,0.6614
150,2023-04-11,1268,756,524,520,348,74709,172,0.2744,0.3308,0.6931
150,2023-04-12,1464,944,597,586,360,73974,226,0.2459,0.3857,0.6324
150,2023-04-13,1506,921,598,591,398,81765,193,0.2643,0.3266,0.6493
150,2023-04-14,1216,711,484,480,306,60194,174,0.2516,0.3625,0.6807
150,2023-04-15,1497,868,586,576,384,73411,192,0.2565,0.3333,0.6751
150,2023-04-16,1292,739,455,449,287,57425,162,0.2221,0.3608,0.6157
150,2023-04-17,1494,894,604,593,384,78678,209,0.257,0.3524,0.6756
150,2023-04-18,1557,947,615,594,399,82515,195,0.2563,0.3283,0.6494
150,2023-04-19,1595,1001,643,632,413,81608,219,0.2589,0.3465,0.6424
150,2023-04-20,1526,897,599,587,369,74946,218,0.2418,0.3714,0.6678
150,2023-04-21,1529,857,616,602,397,86452,205,0.2596,0.3405,0.7188
150,2023-04-22,1602,914,599,589,362,74559,227,0.226,0.3854,0.6554
150,2023-04-23,1512,900,544,537,333,71027,204,0.2202,0.3799,0.6044
150,2023-04-24,2078,1147,704,683,460,93391,223,0.2214,0.3265,0.6138
150,2023-04-25,1937,936,628,601,402,79033,199,0.2075,0.3311,0.6709
150,2023-04-26,2686,972,680,642,406,78946,236,0.1512,0.3676,0.6996
150,2023-04-27,2976,1087,754,736,473,89987,263,0.1589,0.3573,0.6937
150,2023-04-28,2665,1132,762,745,487,93590,258,0.1827,0.3463,0.6731
150,2023-04-29,4156,1254,830,802,484,92596,318,0.1165,0.3965,0.6619
150,2023-04-30,3134,940,630,619,388,80454,231,0.1238,0.3732,0.6702
150,2023-05-01,2968,883,586,580,381,72218,199,0.1284,0.3431,0.6636
150,2023-05-02,3170,1134,777,768,487,98314,281,0.1536,0.3659,0.6852
150,2023-05-03,3076,1486,826,816,506,100162,310,0.1645,0.3799,0.5559
150,2023-05-04,2109,1420,932,921,591,113036,330,0.2802,0.3583,0.6563
150,2023-05-05,2012,1356,913,904,555,107568,349,0.2758,0.3861,0.6733
150,2023-05-06,2316,1252,991,978,528,95567,450,0.228,0.4601,0.7915
150,2023-05-07,3162,1417,921,909,423,83794,486,0.1338,0.5347,0.65
150,2023-05-08,3233,1712,1090,1077,596,114698,481,0.1843,0.4466,0.6367
150,2023-05-09,3515,1705,994,973,591,113258,382,0.1681,0.3926,0.583
150,2023-05-10,2483,1271,646,637,389,78984,248,0.1567,0.3893,0.5083
150,2023-05-11,3565,1750,916,903,551,107659,352,0.1546,0.3898,0.5234
150,2023-05-12,3626,1910,1030,1016,621,120939,395,0.1713,0.3888,0.5393
150,2023-05-13,2388,1332,814,798,494,86996,304,0.2069,0.381,0.6111
150,2023-05-14,2366,1330,753,749,471,94011,278,0.1991,0.3712,0.5662
150,2023-05-15,2415,1586,946,936,574,115280,362,0.2377,0.3868,0.5965
150,2023-05-16,2327,1493,924,917,590,117273,327,0.2535,0.3566,0.6189
150,2023-05-17,2437,1608,1013,996,603,117866,393,0.2474,0.3946,0.63
150,2023-05-18,2208,1466,989,972,617,120975,355,0.2794,0.3652,0.6746
150,2023-05-19,2322,1500,1060,1039,624,120762,415,0.2687,0.3994,0.7067
150,2023-05-20,2682,1790,1156,1140,689,128941,451,0.2569,0.3956,0.6458
150,2023-05-21,3001,1897,895,880,485,106353,395,0.1616,0.4489,0.4718
150,2023-05-22,2992,2043,1200,1182,692,138889,490,0.2313,0.4146,0.5874
150,2023-05-23,2418,1590,1066,1042,694,134798,348,0.287,0.334,0.6704
150,2023-05-24,2579,1779,1100,1084,669,130823,415,0.2594,0.3828,0.6183
150,2023-05-25,2575,1679,1118,1087,681,136330,406,0.2645,0.3735,0.6659
150,2023-05-26,2203,1453,1031,1014,648,123363,367,0.2941,0.3619,0.7096
150,2023-05-27,2526,1581,1048,1032,649,126264,387,0.2569,0.375,0.6629
150,2023-05-28,2111,1261,818,798,499,103633,301,0.2364,0.3772,0.6487
150,2023-05-29,2315,1516,1035,1015,637,123787,378,0.2752,0.3724,0.6827
150,2023-05-30,2522,1601,1079,1044,649,122942,397,0.2573,0.3803,0.674
150,2023-05-31,2687,1649,1106,1075,690,131344,385,0.2568,0.3581,0.6707
150,2023-06-01,2482,1653,1143,1123,714,130605,409,0.2877,0.3642,0.6915
150,2023-06-02,3910,1523,1137,1119,744,141359,375,0.1903,0.3351,0.7466
150,2023-06-03,3700,1725,1244,1227,786,147819,441,0.2124,0.3594,0.7212
150,2023-06-04,2413,1320,947,930,569,103704,361,0.2358,0.3882,0.7174
150,2023-06-05,2510,1552,1147,1132,716,134330,416,0.2853,0.3675,0.739
151,2022-09-03,4,4,0,0,0,0,0,0.0,0.0,0.0
151,2022-09-06,1,1,0,0,0,0,0,0.0,0.0,0.0
151,2022-09-07,2,2,0,0,0,0,0,0.0,0.0,0.0
151,2022-09-08,1,1,0,0,0,0,0,0.0,0.0,0.0
151,2022-09-09,1,1,0,0,0,0,0,0.0,0.0,0.0
151,2022-09-10,1,1,0,0,0,0,0,0.0,0.0,0.0
151,2022-09-13,1,1,0,0,0,0,0,0.0,0.0,0.0
151,2022-09-14,3,3,0,0,0,0,0,0.0,0.0,0.0
151,2022-09-18,1,1,0,0,0,0,0,0.0,0.0,0.0
151,2022-09-20,3,3,0,0,0,0,0,0.0,0.0,0.0
151,2022-09-21,2,2,0,0,0,0,0,0.0,0.0,0.0
151,2022-09-22,1,1,0,0,0,0,0,0.0,0.0,0.0
151,2022-09-29,2,2,0,0,0,0,0,0.0,0.0,0.0
151,2022-09-30,1,1,0,0,0,0,0,0.0,0.0,0.0
151,2022-10-01,1,1,0,0,0,0,0,0.0,0.0,0.0
151,2022-10-03,2,2,0,0,0,0,0,0.0,0.0,0.0
151,2022-10-06,2,4,2,2,1,60,1,0.5,0.5,0.5
151,2022-10-09,1,1,0,0,0,0,0,0.0,0.0,0.0
151,2022-10-10,137,3,0,0,0,0,0,0.0,0.0,0.0
151,2022-10-11,151,17,4,0,0,0,0,0.0,0.0,0.2353
151,2022-10-12,258,74,41,12,5,927,7,0.0194,0.5833,0.5541
151,2022-10-13,397,117,51,21,5,831,16,0.0126,0.7619,0.4359
151,2022-10-14,409,121,44,11,7,1161,4,0.0171,0.3636,0.3636
151,2022-10-15,364,150,31,12,1,269,11,0.0027,0.9167,0.2067
151,2022-10-16,240,73,11,3,1,127,2,0.0042,0.6667,0.1507
151,2022-10-17,202,55,10,5,1,110,4,0.005,0.8,0.1818
151,2022-10-18,265,86,27,8,4,432,4,0.0151,0.5,0.314
151,2022-10-19,257,109,17,7,2,139,5,0.0078,0.7143,0.156
151,2022-10-20,502,103,18,7,3,817,4,0.006,0.5714,0.1748
151,2022-10-21,454,136,29,2,0,0,2,0.0,1.0,0.2132
151,2022-10-22,425,178,46,18,6,752,12,0.0141,0.6667,0.2584
151,2022-10-23,195,80,30,10,6,1465,4,0.0308,0.4,0.375
151,2022-10-24,178,73,20,7,1,333,6,0.0056,0.8571,0.274
151,2022-10-25,245,97,20,7,4,712,3,0.0163,0.4286,0.2062
151,2022-10-26,213,91,28,12,5,2539,7,0.0235,0.5833,0.3077
151,2022-10-27,174,71,22,9,4,537,5,0.023,0.5556,0.3099
151,2022-10-28,439,133,26,10,4,1274,6,0.0091,0.6,0.1955
151,2022-10-29,926,245,88,13,8,1756,5,0.0086,0.3846,0.3592
151,2022-10-30,1161,290,78,22,8,1155,14,0.0069,0.6364,0.269
151,2022-10-31,763,224,49,20,8,1514,12,0.0105,0.6,0.2188
151,2022-11-01,1948,608,142,40,20,2352,20,0.0103,0.5,0.2336
151,2022-11-02,1579,593,169,61,31,4941,30,0.0196,0.4918,0.285
151,2022-11-03,1395,695,189,75,40,6297,35,0.0287,0.4667,0.2719
151,2022-11-04,1035,569,199,88,48,7743,40,0.0464,0.4545,0.3497
151,2022-11-05,1490,846,183,91,49,9147,42,0.0329,0.4615,0.2163
151,2022-11-06,1635,842,174,69,40,8393,29,0.0245,0.4203,0.2067
151,2022-11-07,1696,982,182,74,38,8032,36,0.0224,0.4865,0.1853
151,2022-11-08,997,550,96,44,27,5636,17,0.0271,0.3864,0.1745
151,2022-11-09,1114,674,71,33,13,2703,20,0.0117,0.6061,0.1053
151,2022-11-10,1089,703,88,45,25,4088,20,0.023,0.4444,0.1252
151,2022-11-11,1134,636,80,33,20,3576,13,0.0176,0.3939,0.1258
151,2022-11-12,1994,1466,156,68,39,7618,29,0.0196,0.4265,0.1064
151,2022-11-13,1170,794,119,50,29,5824,21,0.0248,0.42,0.1499
151,2022-11-14,970,664,63,29,18,2828,11,0.0186,0.3793,0.0949
151,2022-11-15,922,615,65,40,23,3918,17,0.0249,0.425,0.1057
151,2022-11-16,980,631,65,37,23,4253,14,0.0235,0.3784,0.103
151,2022-11-17,958,556,62,30,17,3316,13,0.0177,0.4333,0.1115
151,2022-11-18,889,559,84,38,20,4499,18,0.0225,0.4737,0.1503
151,2022-11-19,1351,948,103,70,35,7537,35,0.0259,0.5,0.1086
151,2022-11-20,1082,704,84,49,26,6036,23,0.024,0.4694,0.1193
151,2022-11-21,726,521,62,46,25,4167,21,0.0344,0.4565,0.119
151,2022-11-22,646,459,67,52,22,4510,30,0.0341,0.5769,0.146
151,2022-11-23,638,427,63,54,22,4309,32,0.0345,0.5926,0.1475
151,2022-11-24,1088,857,82,66,24,4593,42,0.0221,0.6364,0.0957
151,2022-11-25,677,435,65,58,33,6069,25,0.0487,0.431,0.1494
151,2022-11-26,825,604,54,50,22,4453,28,0.0267,0.56,0.0894
151,2022-11-27,848,588,48,37,18,3926,19,0.0212,0.5135,0.0816
151,2022-11-28,502,323,40,35,20,5296,15,0.0398,0.4286,0.1238
151,2022-11-29,482,330,48,41,26,4615,15,0.0539,0.3659,0.1455
151,2022-11-30,548,387,45,40,18,3649,22,0.0328,0.55,0.1163
151,2022-12-01,375,250,58,42,22,3558,20,0.0587,0.4762,0.232
151,2022-12-02,554,357,85,66,32,5625,34,0.0578,0.5152,0.2381
151,2022-12-03,926,664,110,88,39,313852,49,0.0421,0.5568,0.1657
151,2022-12-04,569,371,77,63,39,7797,24,0.0685,0.381,0.2075
151,2022-12-05,507,346,64,51,29,4675,22,0.0572,0.4314,0.185
151,2022-12-06,512,368,64,57,27,4726,30,0.0527,0.5263,0.1739
151,2022-12-07,467,337,57,47,23,4723,24,0.0493,0.5106,0.1691
151,2022-12-08,403,285,66,57,35,6772,22,0.0868,0.386,0.2316
151,2022-12-09,543,417,61,55,26,5913,29,0.0479,0.5273,0.1463
151,2022-12-10,1606,1300,185,164,71,12531,93,0.0442,0.5671,0.1423
151,2022-12-11,808,584,105,96,45,9230,51,0.0557,0.5312,0.1798
151,2022-12-12,867,604,102,84,44,9868,40,0.0507,0.4762,0.1689
151,2022-12-13,1041,769,93,78,42,8013,36,0.0403,0.4615,0.1209
151,2022-12-14,576,420,91,84,52,11374,32,0.0903,0.381,0.2167
151,2022-12-15,618,397,83,76,37,8527,39,0.0599,0.5132,0.2091
151,2022-12-16,610,447,86,78,39,8218,39,0.0639,0.5,0.1924
151,2022-12-17,975,761,147,128,62,13121,66,0.0636,0.5156,0.1932
151,2022-12-18,591,443,118,102,42,9146,60,0.0711,0.5882,0.2664
151,2022-12-19,472,339,98,91,47,10713,44,0.0996,0.4835,0.2891
151,2022-12-20,422,315,102,93,52,10354,41,0.1232,0.4409,0.3238
151,2022-12-21,384,281,119,106,55,11237,51,0.1432,0.4811,0.4235
151,2022-12-22,387,299,92,81,44,10117,37,0.1137,0.4568,0.3077
151,2022-12-23,430,252,89,72,43,10035,29,0.1,0.4028,0.3532
151,2022-12-24,558,382,170,145,72,15262,73,0.129,0.5034,0.445
151,2022-12-25,666,494,161,133,53,11959,80,0.0796,0.6015,0.3259
151,2022-12-26,433,279,124,117,58,11810,59,0.1339,0.5043,0.4444
151,2022-12-27,298,167,122,104,49,9898,55,0.1644,0.5288,0.7305
151,2022-12-28,284,169,123,108,54,10762,54,0.1901,0.5,0.7278
151,2022-12-29,384,220,138,121,58,11004,63,0.151,0.5207,0.6273
151,2022-12-30,443,271,181,157,76,14381,81,0.1716,0.5159,0.6679
151,2022-12-31,549,387,208,186,84,16902,102,0.153,0.5484,0.5375
151,2023-01-01,811,632,148,131,65,12908,66,0.0801,0.5038,0.2342
151,2023-01-02,469,324,152,134,70,14392,64,0.1493,0.4776,0.4691
151,2023-01-03,389,262,151,137,72,12874,65,0.1851,0.4745,0.5763
151,2023-01-04,407,264,181,152,83,15008,69,0.2039,0.4539,0.6856
151,2023-01-05,402,283,160,142,71,13712,71,0.1766,0.5,0.5654
151,2023-01-06,444,298,191,152,83,15789,69,0.1869,0.4539,0.6409
151,2023-01-07,611,416,243,214,104,18894,110,0.1702,0.514,0.5841
151,2023-01-08,530,357,196,176,85,19489,91,0.1604,0.517,0.549
151,2023-01-09,591,429,198,173,96,20191,77,0.1624,0.4451,0.4615
151,2023-01-10,586,417,226,200,97,19385,103,0.1655,0.515,0.542
151,2023-01-11,704,465,215,188,86,16425,102,0.1222,0.5426,0.4624
151,2023-01-12,608,464,212,187,109,20975,78,0.1793,0.4171,0.4569
151,2023-01-13,546,382,183,156,87,16091,69,0.1593,0.4423,0.4791
