date,hour,day_of_week,month,is_weekend,is_peak_hour,city,demand_level,srch_rqst,done_ride,cancel_ride,bkng_cancel_rate,ac_num
2025-06-03,7,1,6,0,0,BLR,Medium,485,193,65,0.2519,163
2025-06-03,8,1,6,0,1,BLR,High,1098,390,129,0.2486,163
2025-06-03,9,1,6,0,1,BLR,High,1896,563,243,0.3015,163
2025-06-03,10,1,6,0,1,BLR,High,1365,545,213,0.281,163
2025-06-03,11,1,6,0,1,BLR,High,819,380,128,0.252,163
2025-06-03,12,1,6,0,0,BLR,High,1015,451,148,0.2471,163
2025-06-03,13,1,6,0,0,BLR,High,1036,392,157,0.286,163
2025-06-03,14,1,6,0,0,BLR,High,1303,465,192,0.2922,163
2025-06-03,15,1,6,0,0,BLR,High,2828,481,348,0.4198,163
2025-06-03,16,1,6,0,0,BLR,High,3974,435,318,0.4223,163
2025-06-03,17,1,6,0,1,BLR,High,6689,441,320,0.4205,163
2025-06-03,18,1,6,0,1,BLR,High,8671,479,359,0.4284,163
2025-06-03,19,1,6,0,1,BLR,High,6859,440,388,0.4663,163
2025-06-03,20,1,6,0,1,BLR,High,2382,366,263,0.4181,163
2025-06-03,21,1,6,0,1,BLR,High,949,248,173,0.409,163
2025-06-03,22,1,6,0,0,BLR,Medium,525,186,97,0.3428,163
2025-06-03,23,1,6,0,0,BLR,High,1028,143,184,0.5627,163
2025-06-09,0,0,6,0,0,BLR,High,638,107,130,0.5485,163
2025-06-09,1,0,6,0,0,BLR,Medium,396,63,60,0.4878,163
2025-06-09,2,0,6,0,0,BLR,Low,41,14,5,0.2632,163
2025-06-09,3,0,6,0,0,BLR,Low,25,4,0,0.0,163
2025-06-09,4,0,6,0,0,BLR,Medium,54,12,8,0.4,163
2025-06-09,5,0,6,0,0,BLR,Medium,160,24,7,0.2258,163
2025-06-09,6,0,6,0,0,BLR,Medium,302,63,29,0.3152,163
2025-06-09,7,0,6,0,0,BLR,High,1024,173,67,0.2792,163
2025-06-09,8,0,6,0,1,BLR,High,1800,400,175,0.3043,163
2025-06-09,9,0,6,0,1,BLR,High,2702,581,268,0.3153,163
2025-06-09,10,0,6,0,1,BLR,High,1859,529,254,0.324,163
2025-06-09,11,0,6,0,1,BLR,High,977,394,152,0.2784,163
2025-06-09,12,0,6,0,0,BLR,High,1014,413,146,0.2612,163
2025-06-09,13,0,6,0,0,BLR,High,1183,360,172,0.3233,163
2025-06-09,14,0,6,0,0,BLR,High,1805,444,210,0.3211,163
2025-06-09,15,0,6,0,0,BLR,High,4074,403,269,0.4003,163
2025-06-09,16,0,6,0,0,BLR,High,8279,349,229,0.3962,163
2025-06-09,17,0,6,0,1,BLR,High,9043,309,188,0.3783,163
2025-06-09,18,0,6,0,1,BLR,High,8563,345,206,0.3739,163
2025-06-09,19,0,6,0,1,BLR,High,6822,330,225,0.4054,163
2025-06-09,20,0,6,0,1,BLR,High,3178,358,206,0.3652,163
2025-06-09,21,0,6,0,1,BLR,High,1342,204,131,0.391,163
2025-06-09,22,0,6,0,0,BLR,High,757,172,110,0.3901,163
2025-06-09,23,0,6,0,0,BLR,Medium,288,95,49,0.3403,163
2025-06-10,0,1,6,0,0,BLR,Medium,167,51,36,0.4138,163
2025-06-10,1,1,6,0,0,BLR,Medium,81,27,17,0.3864,163
2025-06-10,2,1,6,0,0,BLR,Low,23,7,2,0.2222,163
2025-06-10,3,1,6,0,0,BLR,Low,26,5,3,0.375,163
2025-06-10,4,1,6,0,0,BLR,Low,35,10,3,0.2308,163
2025-06-10,5,1,6,0,0,BLR,Medium,59,9,8,0.4706,163
2025-06-10,6,1,6,0,0,BLR,Medium,188,58,21,0.2658,163
2025-06-10,7,1,6,0,0,BLR,High,644,207,74,0.2633,163
2025-06-10,8,1,6,0,1,BLR,High,1523,398,145,0.267,163
2025-06-10,9,1,6,0,1,BLR,High,2406,556,273,0.3293,163
2025-06-10,10,1,6,0,1,BLR,High,1948,551,250,0.3117,163
2025-06-10,11,1,6,0,1,BLR,High,992,396,169,0.2991,163
2025-06-10,12,1,6,0,0,BLR,High,913,371,136,0.2682,163
2025-06-10,13,1,6,0,0,BLR,High,1019,369,179,0.3266,163
2025-06-10,14,1,6,0,0,BLR,High,1574,430,204,0.3218,163
2025-06-10,15,1,6,0,0,BLR,High,3042,467,281,0.3752,163
2025-06-10,16,1,6,0,0,BLR,High,4364,371,258,0.4102,163
2025-06-10,17,1,6,0,1,BLR,High,6731,376,239,0.3842,163
2025-06-10,18,1,6,0,1,BLR,High,7023,234,313,0.4294,163
2025-06-10,19,1,6,0,1,BLR,High,1586,8,42,0.2515,163
2025-06-03,0,1,6,0,0,BLR,Medium,64,10,14,0.5833,164
2025-06-03,1,1,6,0,0,BLR,Low,46,9,6,0.4,164
2025-06-03,2,1,6,0,0,BLR,Low,27,8,8,0.5,164
2025-06-03,3,1,6,0,0,BLR,Medium,109,26,16,0.381,164
2025-06-03,4,1,6,0,0,BLR,Medium,273,75,45,0.375,164
2025-06-03,5,1,6,0,0,BLR,Medium,389,108,64,0.3721,164
2025-06-03,6,1,6,0,0,BLR,Medium,498,152,91,0.3745,164
2025-06-03,7,1,6,0,0,BLR,Medium,602,165,71,0.3008,164
2025-06-03,8,1,6,0,1,BLR,High,632,196,89,0.3123,164
2025-06-03,9,1,6,0,1,BLR,High,825,228,122,0.3486,164
2025-06-03,10,1,6,0,1,BLR,High,849,234,160,0.4061,164
2025-06-03,11,1,6,0,1,BLR,Medium,482,183,65,0.2621,164
2025-06-03,12,1,6,0,0,BLR,Medium,497,171,77,0.3105,164
2025-06-03,13,1,6,0,0,BLR,Medium,607,199,98,0.33,164
2025-06-03,14,1,6,0,0,BLR,High,703,221,107,0.3262,164
2025-06-03,15,1,6,0,0,BLR,High,672,203,110,0.3514,164
2025-06-03,16,1,6,0,0,BLR,High,802,244,156,0.39,164
2025-06-03,17,1,6,0,1,BLR,High,1060,274,200,0.4219,164
2025-06-03,18,1,6,0,1,BLR,High,1810,266,214,0.4458,164
2025-06-03,19,1,6,0,1,BLR,High,2187,205,185,0.4719,164
2025-06-03,20,1,6,0,1,BLR,High,1160,178,138,0.4367,164
2025-06-03,21,1,6,0,1,BLR,Medium,596,125,87,0.4028,164
2025-06-03,22,1,6,0,0,BLR,Medium,192,51,25,0.3289,164
2025-06-03,23,1,6,0,0,BLR,Medium,133,41,22,0.3492,164
2025-06-09,0,0,6,0,0,BLR,High,943,66,89,0.5742,164
2025-06-09,1,0,6,0,0,BLR,Medium,289,39,29,0.4265,164
2025-06-09,2,0,6,0,0,BLR,Medium,125,27,15,0.3571,164
2025-06-09,3,0,6,0,0,BLR,High,694,75,75,0.5,164
2025-06-09,4,0,6,0,0,BLR,High,1976,137,151,0.5243,164
2025-06-09,5,0,6,0,0,BLR,High,2479,156,198,0.5593,164
2025-06-09,6,0,6,0,0,BLR,High,1894,197,147,0.4273,164
2025-06-09,7,0,6,0,0,BLR,High,2554,193,156,0.447,164
2025-06-09,8,0,6,0,1,BLR,High,2797,203,144,0.415,164
2025-06-09,9,0,6,0,1,BLR,High,1854,235,143,0.3783,164
2025-06-09,10,0,6,0,1,BLR,High,1753,306,206,0.4023,164
2025-06-09,11,0,6,0,1,BLR,Medium,525,177,66,0.2716,164
2025-06-09,12,0,6,0,0,BLR,Medium,607,188,76,0.2879,164
2025-06-09,13,0,6,0,0,BLR,Medium,577,195,67,0.2557,164
2025-06-09,14,0,6,0,0,BLR,High,773,202,101,0.3333,164
2025-06-09,15,0,6,0,0,BLR,High,994,194,122,0.3861,164
2025-06-09,16,0,6,0,0,BLR,High,1362,246,178,0.4198,164
2025-06-09,17,0,6,0,1,BLR,High,1318,226,148,0.3957,164
2025-06-09,18,0,6,0,1,BLR,High,1436,226,162,0.4175,164
2025-06-09,19,0,6,0,1,BLR,High,1407,207,180,0.4651,164
2025-06-09,20,0,6,0,1,BLR,High,964,184,146,0.4424,164
2025-06-09,21,0,6,0,1,BLR,High,1173,172,123,0.4169,164
2025-06-09,22,0,6,0,0,BLR,Medium,471,101,49,0.3267,164
2025-06-09,23,0,6,0,0,BLR,Medium,152,35,17,0.3269,164
2025-06-10,0,1,6,0,0,BLR,Medium,128,24,22,0.4783,164
2025-06-10,1,1,6,0,0,BLR,Low,32,7,2,0.2222,164
2025-06-10,2,1,6,0,0,BLR,Low,32,8,4,0.3333,164
2025-06-10,3,1,6,0,0,BLR,Medium,147,42,9,0.1765,164
2025-06-10,4,1,6,0,0,BLR,Medium,380,74,43,0.3675,164
2025-06-10,5,1,6,0,0,BLR,High,1160,150,138,0.4792,164
2025-06-10,6,1,6,0,0,BLR,High,1108,188,107,0.3627,164
2025-06-10,7,1,6,0,0,BLR,High,1230,180,123,0.4059,164
2025-06-10,8,1,6,0,1,BLR,High,1177,229,128,0.3585,164
2025-06-10,9,1,6,0,1,BLR,High,984,223,129,0.3665,164
2025-06-10,10,1,6,0,1,BLR,High,1199,278,178,0.3904,164
2025-06-10,11,1,6,0,1,BLR,Medium,518,155,81,0.3432,164
2025-06-10,12,1,6,0,0,BLR,Medium,431,136,73,0.3493,164
2025-06-10,13,1,6,0,0,BLR,Medium,553,182,85,0.3184,164
2025-06-10,14,1,6,0,0,BLR,High,656,185,113,0.3779,164
2025-06-10,15,1,6,0,0,BLR,Medium,593,165,98,0.3726,164
2025-06-10,16,1,6,0,0,BLR,High,705,178,141,0.4393,164
2025-06-10,17,1,6,0,1,BLR,High,1011,224,131,0.3639,164
2025-06-10,18,1,6,0,1,BLR,High,1185,148,168,0.4088,164
2025-06-10,19,1,6,0,1,BLR,Medium,400,4,40,0.3419,164
2025-06-03,0,1,6,0,0,BLR,Low,12,1,1,0.5,165
2025-06-03,1,1,6,0,0,BLR,Low,5,0,1,1.0,165
2025-06-03,2,1,6,0,0,BLR,Low,2,0,0,0.0,165
2025-06-03,3,1,6,0,0,BLR,Low,2,0,0,0.0,165
2025-06-03,4,1,6,0,0,BLR,Low,12,2,6,0.75,165
2025-06-03,5,1,6,0,0,BLR,Low,18,8,0,0.0,165
2025-06-03,6,1,6,0,0,BLR,Low,30,12,3,0.2,165
2025-06-03,7,1,6,0,0,BLR,Medium,95,49,9,0.1552,165
2025-06-03,8,1,6,0,1,BLR,Medium,238,119,27,0.1849,165
2025-06-03,9,1,6,0,1,BLR,Medium,374,174,66,0.275,165
2025-06-03,10,1,6,0,1,BLR,Medium,249,109,41,0.2733,165
2025-06-03,11,1,6,0,1,BLR,Medium,184,94,16,0.1455,165
2025-06-03,12,1,6,0,0,BLR,Medium,217,89,22,0.1982,165
2025-06-03,13,1,6,0,0,BLR,Medium,191,83,23,0.217,165
2025-06-03,14,1,6,0,0,BLR,Medium,197,77,18,0.1895,165
2025-06-03,15,1,6,0,0,BLR,Medium,236,106,34,0.2429,165
2025-06-03,16,1,6,0,0,BLR,Medium,270,123,33,0.2115,165
2025-06-03,17,1,6,0,1,BLR,Medium,329,134,32,0.1928,165
2025-06-03,18,1,6,0,1,BLR,Medium,502,145,58,0.2857,165
2025-06-03,19,1,6,0,1,BLR,High,780,119,79,0.395,165
2025-06-03,20,1,6,0,1,BLR,Medium,464,85,44,0.3411,165
2025-06-03,21,1,6,0,1,BLR,Medium,219,39,20,0.3333,165
2025-06-03,22,1,6,0,0,BLR,Medium,96,19,15,0.4412,165
2025-06-03,23,1,6,0,0,BLR,Low,29,6,4,0.4,165
2025-06-09,0,0,6,0,0,BLR,Low,22,3,4,0.5714,165
2025-06-09,1,0,6,0,0,BLR,Low,8,2,0,0.0,165
2025-06-09,2,0,6,0,0,BLR,Low,7,3,0,0.0,165
2025-06-09,3,0,6,0,0,BLR,Low,7,1,1,0.5,165
2025-06-09,4,0,6,0,0,BLR,Low,34,6,1,0.1429,165
2025-06-09,5,0,6,0,0,BLR,Medium,129,21,10,0.3226,165
2025-06-09,6,0,6,0,0,BLR,Medium,91,23,5,0.1786,165
2025-06-09,7,0,6,0,0,BLR,Medium,184,55,14,0.2029,165
2025-06-09,8,0,6,0,1,BLR,Medium,451,116,53,0.3136,165
2025-06-09,9,0,6,0,1,BLR,High,714,143,50,0.2591,165
2025-06-09,10,0,6,0,1,BLR,Medium,354,108,34,0.2394,165
2025-06-09,11,0,6,0,1,BLR,Medium,267,88,32,0.2667,165
2025-06-09,12,0,6,0,0,BLR,Medium,206,90,26,0.2241,165
2025-06-09,13,0,6,0,0,BLR,Medium,221,102,17,0.1429,165
2025-06-09,14,0,6,0,0,BLR,Medium,250,95,27,0.2213,165
2025-06-09,15,0,6,0,0,BLR,Medium,318,118,33,0.2185,165
2025-06-09,16,0,6,0,0,BLR,Medium,438,124,55,0.3073,165
2025-06-09,17,0,6,0,1,BLR,Medium,276,110,29,0.2086,165
2025-06-09,18,0,6,0,1,BLR,Medium,357,144,52,0.2653,165
2025-06-09,19,0,6,0,1,BLR,Medium,405,141,50,0.2604,165
2025-06-09,20,0,6,0,1,BLR,Medium,278,92,45,0.3285,165
2025-06-09,21,0,6,0,1,BLR,Medium,180,36,17,0.3208,165
2025-06-09,22,0,6,0,0,BLR,Medium,61,14,11,0.44,165
2025-06-09,23,0,6,0,0,BLR,Low,38,7,6,0.4615,165
2025-06-10,0,1,6,0,0,BLR,Low,8,1,0,0.0,165
2025-06-10,1,1,6,0,0,BLR,Low,8,2,0,0.0,165
2025-06-10,2,1,6,0,0,BLR,Low,6,2,0,0.0,165
2025-06-10,3,1,6,0,0,BLR,Low,10,1,2,0.6667,165
2025-06-10,4,1,6,0,0,BLR,Low,20,7,3,0.3,165
2025-06-10,5,1,6,0,0,BLR,Low,31,8,2,0.2,165
2025-06-10,6,1,6,0,0,BLR,Medium,61,25,8,0.2424,165
2025-06-10,7,1,6,0,0,BLR,Medium,144,57,16,0.2192,165
2025-06-10,8,1,6,0,1,BLR,Medium,310,133,44,0.2486,165
2025-06-10,9,1,6,0,1,BLR,Medium,473,148,68,0.3148,165
2025-06-10,10,1,6,0,1,BLR,Medium,286,118,35,0.2288,165
2025-06-10,11,1,6,0,1,BLR,Medium,204,87,26,0.2301,165
2025-06-10,12,1,6,0,0,BLR,Medium,188,77,15,0.163,165
2025-06-10,13,1,6,0,0,BLR,Medium,215,86,27,0.2389,165
2025-06-10,14,1,6,0,0,BLR,Medium,198,84,21,0.2,165
2025-06-10,15,1,6,0,0,BLR,Medium,269,116,32,0.2162,165
2025-06-10,16,1,6,0,0,BLR,Medium,320,123,43,0.259,165
2025-06-10,17,1,6,0,1,BLR,Medium,283,111,35,0.2381,165
2025-06-10,18,1,6,0,1,BLR,Medium,315,99,51,0.3036,165
2025-06-10,19,1,6,0,1,BLR,Medium,112,3,16,0.3333,165
2025-06-03,0,1,6,0,0,BLR,Low,14,0,0,0.0,166
2025-06-03,1,1,6,0,0,BLR,Low,7,1,1,0.5,166
2025-06-03,2,1,6,0,0,BLR,Low,1,0,0,0.0,166
2025-06-03,3,1,6,0,0,BLR,Low,1,0,0,0.0,166
2025-06-03,4,1,6,0,0,BLR,Low,7,1,1,0.5,166
2025-06-03,5,1,6,0,0,BLR,Low,10,7,0,0.0,166
2025-06-03,6,1,6,0,0,BLR,Low,51,23,7,0.2333,166
2025-06-03,7,1,6,0,0,BLR,Medium,123,61,16,0.2078,166
2025-06-03,8,1,6,0,1,BLR,Medium,357,175,43,0.1972,166
2025-06-03,9,1,6,0,1,BLR,Medium,470,190,67,0.2607,166
2025-06-03,10,1,6,0,1,BLR,Medium,319,142,38,0.2111,166
2025-06-03,11,1,6,0,1,BLR,Medium,221,92,23,0.2,166
2025-06-03,12,1,6,0,0,BLR,Medium,221,101,18,0.1513,166
2025-06-03,13,1,6,0,0,BLR,Medium,190,80,17,0.1753,166
2025-06-03,14,1,6,0,0,BLR,Medium,219,78,27,0.2571,166
2025-06-03,15,1,6,0,0,BLR,Medium,217,84,22,0.2075,166
2025-06-03,16,1,6,0,0,BLR,Medium,247,90,26,0.2241,166
2025-06-03,17,1,6,0,1,BLR,Medium,356,152,52,0.2537,166
2025-06-03,18,1,6,0,1,BLR,Medium,562,190,90,0.3214,166
2025-06-03,19,1,6,0,1,BLR,High,804,139,93,0.3991,166
2025-06-03,20,1,6,0,1,BLR,Medium,453,84,45,0.3488,166
2025-06-03,21,1,6,0,1,BLR,Medium,280,46,34,0.4198,166
2025-06-03,22,1,6,0,0,BLR,Medium,109,21,15,0.4167,166
2025-06-03,23,1,6,0,0,BLR,Low,43,8,7,0.4667,166
2025-06-09,0,0,6,0,0,BLR,Low,49,7,3,0.3,166
2025-06-09,1,0,6,0,0,BLR,Low,13,2,1,0.3333,166
2025-06-09,2,0,6,0,0,BLR,Low,19,2,5,0.7143,166
2025-06-09,3,0,6,0,0,BLR,Low,10,1,1,0.5,166
2025-06-09,4,0,6,0,0,BLR,Low,27,8,1,0.1111,166
2025-06-09,5,0,6,0,0,BLR,Medium,75,20,6,0.2308,166
2025-06-09,6,0,6,0,0,BLR,Medium,111,26,8,0.2353,166
2025-06-09,7,0,6,0,0,BLR,Medium,193,72,13,0.1529,166
2025-06-09,8,0,6,0,1,BLR,High,632,189,72,0.2759,166
2025-06-09,9,0,6,0,1,BLR,High,752,184,81,0.3057,166
2025-06-09,10,0,6,0,1,BLR,Medium,478,154,75,0.3275,166
2025-06-09,11,0,6,0,1,BLR,Medium,399,130,49,0.2737,166
2025-06-09,12,0,6,0,0,BLR,Medium,266,85,26,0.2342,166
2025-06-09,13,0,6,0,0,BLR,Medium,280,88,30,0.2542,166
2025-06-09,14,0,6,0,0,BLR,Medium,264,90,35,0.28,166
2025-06-09,15,0,6,0,0,BLR,Medium,284,106,27,0.203,166
2025-06-09,16,0,6,0,0,BLR,Medium,326,131,41,0.2384,166
2025-06-09,17,0,6,0,1,BLR,Medium,347,127,55,0.3022,166
2025-06-09,18,0,6,0,1,BLR,Medium,356,141,46,0.246,166
2025-06-09,19,0,6,0,1,BLR,Medium,382,145,43,0.2287,166
2025-06-09,20,0,6,0,1,BLR,Medium,270,84,43,0.3386,166
2025-06-09,21,0,6,0,1,BLR,Medium,208,51,30,0.3704,166
2025-06-09,22,0,6,0,0,BLR,Medium,170,34,24,0.4138,166
2025-06-09,23,0,6,0,0,BLR,Low,37,9,5,0.3571,166
2025-06-10,0,1,6,0,0,BLR,Low,9,3,0,0.0,166
2025-06-10,1,1,6,0,0,BLR,Low,17,2,1,0.3333,166
2025-06-10,2,1,6,0,0,BLR,Low,0,0,0,0.0,166
2025-06-10,3,1,6,0,0,BLR,Low,14,3,1,0.25,166
2025-06-10,4,1,6,0,0,BLR,Low,3,1,1,0.5,166
2025-06-10,5,1,6,0,0,BLR,Low,32,14,4,0.2222,166
2025-06-10,6,1,6,0,0,BLR,Low,33,16,4,0.2,166
2025-06-10,7,1,6,0,0,BLR,Medium,161,70,16,0.186,166
2025-06-10,8,1,6,0,1,BLR,Medium,364,161,52,0.2441,166
2025-06-10,9,1,6,0,1,BLR,Medium,560,198,72,0.2667,166
2025-06-10,10,1,6,0,1,BLR,Medium,351,134,41,0.2343,166
2025-06-10,11,1,6,0,1,BLR,Medium,339,131,43,0.2471,166
2025-06-10,12,1,6,0,0,BLR,Medium,250,93,22,0.1913,166
2025-06-10,13,1,6,0,0,BLR,Medium,230,74,21,0.2211,166
2025-06-10,14,1,6,0,0,BLR,Medium,173,74,17,0.1868,166
2025-06-10,15,1,6,0,0,BLR,Medium,253,103,26,0.2016,166
2025-06-10,16,1,6,0,0,BLR,Medium,202,71,34,0.3238,166
2025-06-10,17,1,6,0,1,BLR,Medium,336,124,40,0.241,166
2025-06-10,18,1,6,0,1,BLR,Medium,359,126,45,0.2284,166
2025-06-10,19,1,6,0,1,BLR,Medium,149,6,17,0.2698,166
2025-06-03,0,1,6,0,0,BLR,Low,23,4,4,0.5,167
2025-06-03,1,1,6,0,0,BLR,Low,9,3,3,0.5,167
2025-06-03,2,1,6,0,0,BLR,Low,11,3,2,0.4,167
2025-06-03,3,1,6,0,0,BLR,Low,18,5,2,0.2857,167
2025-06-03,4,1,6,0,0,BLR,Low,28,8,2,0.2,167
2025-06-03,5,1,6,0,0,BLR,Low,35,13,4,0.2353,167
2025-06-03,6,1,6,0,0,BLR,Medium,63,23,3,0.1154,167
2025-06-03,7,1,6,0,0,BLR,Medium,167,72,13,0.1529,167
2025-06-03,8,1,6,0,1,BLR,Medium,336,155,51,0.2476,167
2025-06-03,9,1,6,0,1,BLR,Medium,526,182,91,0.3333,167
2025-06-03,10,1,6,0,1,BLR,Medium,364,141,52,0.2694,167
2025-06-03,11,1,6,0,1,BLR,Medium,333,95,60,0.3871,167
2025-06-03,12,1,6,0,0,BLR,Medium,282,108,38,0.2603,167
2025-06-03,13,1,6,0,0,BLR,Medium,251,89,28,0.2393,167
2025-06-03,14,1,6,0,0,BLR,Medium,209,91,29,0.2417,167
2025-06-03,15,1,6,0,0,BLR,Medium,248,75,28,0.2718,167
2025-06-03,16,1,6,0,0,BLR,Medium,341,125,54,0.3017,167
2025-06-03,17,1,6,0,1,BLR,Medium,486,164,89,0.3518,167
2025-06-03,18,1,6,0,1,BLR,High,770,179,112,0.3849,167
2025-06-03,19,1,6,0,1,BLR,High,1075,128,70,0.3518,167
2025-06-03,20,1,6,0,1,BLR,High,630,97,41,0.2971,167
2025-06-03,21,1,6,0,1,BLR,Medium,240,51,26,0.3377,167
2025-06-03,22,1,6,0,0,BLR,Medium,133,26,14,0.3415,167
2025-06-03,23,1,6,0,0,BLR,Low,47,12,5,0.2941,167
2025-06-09,0,0,6,0,0,BLR,Medium,287,26,22,0.4583,167
2025-06-09,1,0,6,0,0,BLR,Medium,131,13,12,0.48,167
2025-06-09,2,0,6,0,0,BLR,Low,52,7,6,0.4615,167
2025-06-09,3,0,6,0,0,BLR,Medium,99,18,10,0.3571,167
2025-06-09,4,0,6,0,0,BLR,Medium,179,29,18,0.383,167
2025-06-09,5,0,6,0,0,BLR,Medium,175,33,14,0.2979,167
2025-06-09,6,0,6,0,0,BLR,Medium,127,41,8,0.1633,167
2025-06-09,7,0,6,0,0,BLR,Medium,262,90,27,0.2308,167
2025-06-09,8,0,6,0,1,BLR,High,722,154,79,0.3391,167
2025-06-09,9,0,6,0,1,BLR,High,816,154,91,0.3714,167
2025-06-09,10,0,6,0,1,BLR,Medium,581,144,75,0.3425,167
2025-06-09,11,0,6,0,1,BLR,Medium,374,112,51,0.3129,167
2025-06-09,12,0,6,0,0,BLR,Medium,355,98,36,0.2687,167
2025-06-09,13,0,6,0,0,BLR,Medium,284,100,25,0.2,167
2025-06-09,14,0,6,0,0,BLR,Medium,320,100,34,0.2537,167
2025-06-09,15,0,6,0,0,BLR,Medium,332,84,34,0.2881,167
2025-06-09,16,0,6,0,0,BLR,Medium,534,138,79,0.3641,167
2025-06-09,17,0,6,0,1,BLR,Medium,553,140,70,0.3333,167
2025-06-09,18,0,6,0,1,BLR,Medium,570,173,77,0.308,167
2025-06-09,19,0,6,0,1,BLR,Medium,610,145,85,0.3696,167
2025-06-09,20,0,6,0,1,BLR,Medium,402,112,44,0.2821,167
2025-06-09,21,0,6,0,1,BLR,Medium,257,67,33,0.33,167
2025-06-09,22,0,6,0,0,BLR,Medium,180,37,18,0.3273,167
2025-06-09,23,0,6,0,0,BLR,Medium,65,12,6,0.3333,167
2025-06-10,0,1,6,0,0,BLR,Low,25,7,3,0.3,167
2025-06-10,1,1,6,0,0,BLR,Low,25,4,4,0.5,167
2025-06-10,2,1,6,0,0,BLR,Low,16,6,0,0.0,167
2025-06-10,3,1,6,0,0,BLR,Low,49,16,4,0.2,167
2025-06-10,4,1,6,0,0,BLR,Low,52,6,3,0.3333,167
2025-06-10,5,1,6,0,0,BLR,Medium,97,26,7,0.2121,167
2025-06-10,6,1,6,0,0,BLR,Medium,57,28,12,0.3,167
2025-06-10,7,1,6,0,0,BLR,Medium,158,70,13,0.1566,167
2025-06-10,8,1,6,0,1,BLR,Medium,403,143,69,0.3255,167
2025-06-10,9,1,6,0,1,BLR,Medium,519,190,74,0.2803,167
2025-06-10,10,1,6,0,1,BLR,Medium,403,135,50,0.2703,167
2025-06-10,11,1,6,0,1,BLR,Medium,311,105,56,0.3478,167
2025-06-10,12,1,6,0,0,BLR,Medium,296,104,45,0.302,167
2025-06-10,13,1,6,0,0,BLR,Medium,283,97,24,0.1983,167
2025-06-10,14,1,6,0,0,BLR,Medium,244,85,23,0.213,167
2025-06-10,15,1,6,0,0,BLR,Medium,274,77,43,0.3583,167
2025-06-10,16,1,6,0,0,BLR,Medium,309,100,46,0.3129,167
2025-06-10,17,1,6,0,1,BLR,Medium,401,139,52,0.2723,167
2025-06-10,18,1,6,0,1,BLR,Medium,550,154,75,0.293,167
2025-06-10,19,1,6,0,1,BLR,Medium,203,7,28,0.3457,167
2025-06-03,0,1,6,0,0,BLR,Low,25,4,4,0.5,168
2025-06-03,1,1,6,0,0,BLR,Low,3,1,0,0.0,168
2025-06-03,2,1,6,0,0,BLR,Low,3,1,0,0.0,168
2025-06-03,3,1,6,0,0,BLR,Low,3,0,1,1.0,168
2025-06-03,4,1,6,0,0,BLR,Low,7,3,0,0.0,168
2025-06-03,5,1,6,0,0,BLR,Low,15,7,0,0.0,168
2025-06-03,6,1,6,0,0,BLR,Low,21,8,0,0.0,168
2025-06-03,7,1,6,0,0,BLR,Medium,85,19,12,0.3871,168
2025-06-03,8,1,6,0,1,BLR,Medium,155,42,26,0.3824,168
2025-06-03,9,1,6,0,1,BLR,Medium,200,64,28,0.3043,168
2025-06-03,10,1,6,0,1,BLR,Medium,170,57,26,0.3133,168
2025-06-03,11,1,6,0,1,BLR,Medium,176,54,30,0.3571,168
2025-06-03,12,1,6,0,0,BLR,Medium,183,56,25,0.3086,168
2025-06-03,13,1,6,0,0,BLR,Medium,180,51,34,0.4,168
2025-06-03,14,1,6,0,0,BLR,Medium,281,77,48,0.384,168
2025-06-03,15,1,6,0,0,BLR,Medium,233,52,41,0.4409,168
2025-06-03,16,1,6,0,0,BLR,Medium,274,65,46,0.4144,168
2025-06-03,17,1,6,0,1,BLR,Medium,313,70,61,0.4656,168
2025-06-03,18,1,6,0,1,BLR,Medium,470,61,38,0.3838,168
2025-06-03,19,1,6,0,1,BLR,Medium,537,39,29,0.4203,168
2025-06-03,20,1,6,0,1,BLR,Medium,234,29,21,0.42,168
2025-06-03,21,1,6,0,1,BLR,Medium,127,23,19,0.4524,168
2025-06-03,22,1,6,0,0,BLR,Low,38,7,7,0.5,168
2025-06-03,23,1,6,0,0,BLR,Low,18,2,4,0.6667,168
2025-06-09,0,0,6,0,0,BLR,Low,40,2,1,0.3333,168
2025-06-09,1,0,6,0,0,BLR,Low,11,0,1,1.0,168
2025-06-09,2,0,6,0,0,BLR,Low,2,1,0,0.0,168
2025-06-09,3,0,6,0,0,BLR,Low,8,3,1,0.25,168
2025-06-09,4,0,6,0,0,BLR,Low,32,6,3,0.3333,168
2025-06-09,5,0,6,0,0,BLR,Medium,62,5,6,0.5455,168
2025-06-09,6,0,6,0,0,BLR,Medium,91,16,11,0.4074,168
2025-06-09,7,0,6,0,0,BLR,Medium,165,24,16,0.4,168
2025-06-09,8,0,6,0,1,BLR,Medium,346,39,15,0.2778,168
2025-06-09,9,0,6,0,1,BLR,Medium,314,39,29,0.4265,168
2025-06-09,10,0,6,0,1,BLR,Medium,278,42,23,0.3538,168
2025-06-09,11,0,6,0,1,BLR,Medium,207,53,34,0.3908,168
2025-06-09,12,0,6,0,0,BLR,Medium,258,52,25,0.3247,168
2025-06-09,13,0,6,0,0,BLR,Medium,248,67,48,0.4174,168
2025-06-09,14,0,6,0,0,BLR,Medium,337,68,42,0.3818,168
2025-06-09,15,0,6,0,0,BLR,Medium,384,50,46,0.4792,168
2025-06-09,16,0,6,0,0,BLR,Medium,553,67,53,0.438,168
