date,city_code,reg_rider,reg_driver
2023-12-14,CCU,8310,61
2023-12-14,COK,235,21
2023-12-14,HYD,267,234
2023-12-14,MAA,77,4
2023-12-14,MYQ,108,11
2023-12-14,TRT,117,6
2023-12-15,BLR,5588,141
2023-12-15,CCU,10063,58
2023-12-15,COK,253,30
2023-12-15,HYD,337,280
2023-12-15,MAA,79,1
2023-12-15,MYQ,95,8
2023-12-15,TRT,110,2
2023-12-16,BLR,6542,143
2023-12-16,CCU,9332,55
2023-12-16,COK,264,17
2023-12-16,HYD,390,242
2023-12-16,MAA,75,2
2023-12-16,MYQ,109,6
2023-12-16,TRT,128,3
2023-12-17,BLR,5660,129
2023-12-17,CCU,10030,33
2023-12-17,COK,254,6
2023-12-17,HYD,334,104
2023-12-17,MAA,65,3
2023-12-17,MYQ,94,7
2023-12-17,TRT,118,3
2023-12-18,BLR,4598,121
2023-12-18,CCU,8907,49
2023-12-18,COK,252,13
2023-12-18,HYD,267,297
2023-12-18,MAA,59,4
2023-12-18,MYQ,88,2
2023-12-18,TRT,111,2
2023-12-19,BLR,4192,173
2023-12-19,CCU,8103,53
2023-12-19,COK,184,12
2023-12-19,HYD,297,316
2023-12-19,MAA,48,6
2023-12-19,MYQ,62,6
2023-12-19,TRT,103,3
2023-12-20,BLR,4280,135
2023-12-20,CCU,8740,50
2023-12-20,COK,237,10
2023-12-20,HYD,290,317
2023-12-20,MAA,59,1
2023-12-20,MYQ,100,10
2023-12-20,TRT,86,5
2023-12-21,BLR,4464,136
2023-12-21,CCU,8128,33
2023-12-21,COK,226,9
2023-12-21,HYD,325,234
2023-12-21,MAA,70,5
2023-12-21,MYQ,90,4
2023-12-21,TRT,108,5
2023-12-22,BLR,5272,136
2023-12-22,CCU,9258,49
2023-12-22,COK,250,11
2023-12-22,HYD,326,221
2023-12-22,MAA,67,23
2023-12-22,MYQ,98,3
2023-12-22,TRT,90,2
2023-12-23,BLR,5863,141
2023-12-23,CCU,10147,53
2023-12-23,COK,308,10
2023-12-23,HYD,402,183
2023-12-23,MAA,84,8
2023-12-23,MYQ,113,5
2023-12-23,TRT,118,4
2023-12-24,BLR,5406,176
2023-12-24,CCU,10341,43
2023-12-24,COK,201,14
2023-12-24,HYD,374,224
2023-12-24,MAA,89,3
2023-12-24,MYQ,118,9
2023-12-24,TRT,121,4
2023-12-25,BLR,5713,147
2023-12-25,CCU,10624,68
2023-12-25,COK,234,8
2023-12-25,HYD,400,149
2023-12-25,MAA,81,10
2023-12-25,MYQ,113,5
2023-12-25,TRT,107,3
2023-12-26,BLR,4606,192
2023-12-26,CCU,9405,82
2023-12-26,COK,259,10
2023-12-26,HYD,396,264
2023-12-26,MAA,84,111
2023-12-26,MYQ,78,6
2023-12-26,TRT,95,2
2023-12-27,BLR,4361,146
2023-12-27,CCU,9175,68
2023-12-27,COK,214,9
2023-12-27,HYD,397,214
2023-12-27,MAA,89,85
2023-12-27,MYQ,76,4
2023-12-27,TRT,99,6
2023-12-28,BLR,4168,174
2023-12-28,CCU,8460,87
2023-12-28,COK,236,5
2023-12-28,HYD,445,323
2023-12-28,MAA,69,221
2023-12-28,MYQ,81,11
2023-12-28,TRT,105,6
2023-12-29,BLR,4367,128
2023-12-29,CCU,8789,58
2023-12-29,COK,260,5
2023-12-29,HYD,453,349
2023-12-29,MAA,71,128
2023-12-29,MYQ,77,10
2023-12-29,TRT,111,2
2023-12-30,BLR,5035,169
2023-12-30,CCU,8770,89
2023-12-30,COK,304,3
2023-12-30,HYD,477,284
2023-12-30,MAA,99,280
2023-12-30,MYQ,85,12
2023-12-30,TRT,96,8
2023-12-31,BLR,5279,233
2023-12-31,CCU,8112,64
2023-12-31,COK,245,12
2023-12-31,HYD,499,216
2023-12-31,MAA,92,102
2023-12-31,MYQ,77,12
2023-12-31,TRT,99,8
2024-01-01,BLR,6473,128
2024-01-01,CCU,8260,45
2024-01-01,COK,298,3
2024-01-01,HYD,538,73
2024-01-01,MAA,78,44
2024-01-01,MYQ,77,7
2024-01-01,TRT,95,4
2024-01-02,BLR,5101,162
2024-01-02,CCU,6164,67
2024-01-02,COK,247,1
2024-01-02,HYD,576,245
2024-01-02,MAA,97,190
2024-01-02,MYQ,67,7
2024-01-02,TRT,105,5
2024-01-03,BLR,4781,165
2024-01-03,CCU,5833,63
2024-01-03,COK,215,8
2024-01-03,HYD,557,225
2024-01-03,MAA,99,207
2024-01-03,MYQ,79,5
2024-01-03,TRT,98,2
2024-01-04,BLR,4871,181
2024-01-04,CCU,5475,77
2024-01-04,COK,246,18
2024-01-04,HYD,630,307
2024-01-04,MAA,91,240
2024-01-04,MYQ,73,7
2024-01-04,TRT,95,4
2024-01-05,BLR,4685,173
2024-01-05,CCU,5881,70
2024-01-05,COK,227,17
2024-01-05,HYD,465,290
2024-01-05,MAA,89,245
2024-01-05,MYQ,59,7
2024-01-05,TRT,86,2
2024-01-06,BLR,5601,165
2024-01-06,CCU,8150,92
2024-01-06,COK,242,5
2024-01-06,HYD,513,287
2024-01-06,MAA,125,224
2024-01-06,MYQ,93,2
2024-01-06,TRT,111,1
2024-01-07,BLR,5558,119
2024-01-07,CCU,9152,63
2024-01-07,COK,248,5
2024-01-07,HYD,508,147
2024-01-07,MAA,107,60
2024-01-07,MYQ,87,3
2024-01-07,TRT,121,1
2024-01-08,BLR,5399,164
2024-01-08,CCU,7673,80
2024-01-08,COK,235,16
2024-01-08,HYD,566,255
2024-01-08,MAA,143,373
2024-01-08,MYQ,83,6
2024-01-08,TRT,95,3
2024-01-09,BLR,5055,173
2024-01-09,CCU,7016,106
2024-01-09,COK,227,22
2024-01-09,HYD,712,324
2024-01-09,MAA,262,792
2024-01-09,MYQ,70,7
2024-01-09,TRT,83,6
2024-01-10,BLR,5525,154
2024-01-10,CCU,7448,84
2024-01-10,COK,215,16
2024-01-10,HYD,904,311
2024-01-10,MAA,211,488
2024-01-10,MYQ,73,8
2024-01-10,TRT,92,0
2024-01-11,BLR,5032,148
2024-01-11,CCU,7287,92
2024-01-11,COK,196,15
2024-01-11,HYD,634,298
2024-01-11,MAA,196,398
2024-01-11,MYQ,68,5
2024-01-11,TRT,98,3
2024-01-12,BLR,5183,141
2024-01-12,CCU,7660,89
2024-01-12,COK,226,25
2024-01-12,HYD,569,260
2024-01-12,MAA,236,325
2024-01-12,MYQ,88,11
2024-01-12,TRT,81,2
2024-01-13,BLR,6156,107
2024-01-13,CCU,8006,73
2024-01-13,COK,235,16
2024-01-13,HYD,674,295
2024-01-13,MAA,313,365
2024-01-13,MYQ,97,9
2024-01-13,TRT,112,2
2024-01-14,BLR,5286,102
2024-01-14,CCU,7954,43
2024-01-14,COK,238,6
2024-01-14,HYD,563,97
2024-01-14,MAA,235,174
2024-01-14,MYQ,75,4
2024-01-14,TRT,91,3
2024-01-15,BLR,5217,82
2024-01-15,CCU,7151,57
2024-01-15,COK,221,11
2024-01-15,HYD,557,67
2024-01-15,MAA,167,56
2024-01-15,MYQ,74,4
2024-01-15,TRT,97,4
2024-01-16,BLR,6026,94
2024-01-16,CCU,6707,67
2024-01-16,COK,193,4
2024-01-16,HYD,784,117
2024-01-16,MAA,183,116
2024-01-16,MYQ,63,4
2024-01-16,TRT,96,1
2024-01-17,BLR,6367,118
2024-01-17,CCU,6647,60
2024-01-17,COK,239,17
2024-01-17,HYD,835,199
2024-01-17,MAA,158,167
2024-01-17,MYQ,85,3
2024-01-17,TRT,104,1
2024-01-18,BLR,5785,137
2024-01-18,CCU,6961,89
2024-01-18,COK,207,16
2024-01-18,HYD,888,232
2024-01-18,MAA,157,271
2024-01-18,MYQ,80,8
2024-01-18,TRT,88,5
2024-01-19,BLR,5599,134
2024-01-19,CCU,6884,66
2024-01-19,COK,246,14
2024-01-19,HYD,844,283
2024-01-19,MAA,152,254
2024-01-19,MYQ,70,6
2024-01-19,TRT,71,0
2024-01-20,BLR,7122,128
2024-01-20,CCU,7475,70
2024-01-20,COK,208,15
2024-01-20,HYD,787,268
2024-01-20,MAA,194,297
2024-01-20,MYQ,74,3
2024-01-20,TRT,96,3
2024-01-21,BLR,6883,102
2024-01-21,CCU,7807,58
2024-01-21,COK,188,3
2024-01-21,HYD,732,136
2024-01-21,MAA,179,63
2024-01-21,MYQ,101,4
2024-01-21,TRT,90,1
2024-01-22,BLR,5510,126
2024-01-22,CCU,7005,41
2024-01-22,COK,171,18
2024-01-22,HYD,496,292
2024-01-22,MAA,160,315
2024-01-22,MYQ,50,6
2024-01-22,TRT,77,0
2024-01-23,BLR,5456,151
2024-01-23,CCU,6761,58
2024-01-23,COK,171,15
2024-01-23,HYD,462,283
2024-01-23,MAA,137,402
2024-01-23,MYQ,73,4
2024-01-23,TRT,72,3
2024-01-24,BLR,5400,151
2024-01-24,CCU,7520,61
2024-01-24,COK,195,6
2024-01-24,HYD,446,259
2024-01-24,MAA,155,292
2024-01-24,MYQ,70,8
2024-01-24,TRT,86,3
2024-01-25,BLR,6248,122
2024-01-25,CCU,7203,51
2024-01-25,COK,225,5
2024-01-25,HYD,506,318
2024-01-25,MAA,168,237
2024-01-25,MYQ,93,2
2024-01-25,TRT,83,0
2024-01-26,BLR,4827,162
2024-01-26,CCU,8018,56
2024-01-26,COK,210,2
2024-01-26,HYD,602,260
2024-01-26,MAA,161,203
2024-01-26,MYQ,70,7
2024-01-26,TRT,120,2
2024-01-27,BLR,5235,128
2024-01-27,CCU,7429,54
2024-01-27,COK,192,8
2024-01-27,HYD,965,375
2024-01-27,MAA,216,412
2024-01-27,MYQ,73,2
2024-01-27,TRT,117,3
2024-01-28,BLR,5224,114
2024-01-28,CCU,7604,64
2024-01-28,COK,217,4
2024-01-28,HYD,1425,131
2024-01-28,MAA,204,246
2024-01-28,MYQ,97,3
2024-01-28,TRT,108,0
2024-01-29,BLR,5367,169
2024-01-29,CCU,6887,60
2024-01-29,COK,225,2
2024-01-29,HYD,1553,329
2024-01-29,MAA,1360,414
2024-01-29,MYQ,107,4
2024-01-29,TRT,92,1
2024-01-30,BLR,5476,191
2024-01-30,CCU,6556,64
2024-01-30,COK,335,22
2024-01-30,HYD,1592,395
2024-01-30,MAA,5020,690
2024-01-30,MYQ,86,12
2024-01-30,TRT,83,1
2024-01-31,BLR,5414,145
2024-01-31,CCU,6738,41
2024-01-31,COK,230,5
2024-01-31,HYD,1493,396
2024-01-31,MAA,2547,794
2024-01-31,MYQ,67,11
2024-01-31,TRT,149,4
2024-02-01,BLR,5323,156
2024-02-01,CCU,6238,98
2024-02-01,COK,218,27
2024-02-01,HYD,1176,406
2024-02-01,MAA,1813,706
2024-02-01,MYQ,79,5
2024-02-01,TRT,85,3
2024-02-02,BLR,5400,138
2024-02-02,CCU,6987,119
2024-02-02,COK,227,6
2024-02-02,HYD,1112,419
2024-02-02,MAA,2024,593
2024-02-02,MYQ,78,3
2024-02-02,TRT,85,2
2024-02-03,BLR,6713,152
2024-02-03,CCU,6785,136
2024-02-03,COK,222,10
2024-02-03,HYD,1361,355
2024-02-03,MAA,2033,613
2024-02-03,MYQ,95,6
2024-02-03,TRT,101,2
2024-02-04,BLR,6407,117
2024-02-04,CCU,7487,103
2024-02-04,COK,229,5
2024-02-04,HYD,1496,147
2024-02-04,MAA,1832,236
2024-02-04,MYQ,84,8
2024-02-04,TRT,112,0
2024-02-05,BLR,6049,148
2024-02-05,CCU,6386,114
2024-02-05,COK,208,7
2024-02-05,HYD,1345,393
2024-02-05,MAA,2025,495
2024-02-05,MYQ,79,7
2024-02-05,TRT,164,2
2024-02-06,BLR,5815,155
2024-02-06,CCU,6349,131
2024-02-06,COK,212,31
2024-02-06,HYD,1409,391
2024-02-06,MAA,1805,499
2024-02-06,MYQ,88,11
2024-02-06,TRT,517,2
2024-02-07,BLR,5879,163
2024-02-07,CCU,6611,145
2024-02-07,COK,229,5
2024-02-07,HYD,1408,382
2024-02-07,MAA,1400,706
2024-02-07,MYQ,75,7
2024-02-07,TRT,242,5
2024-02-08,BLR,5750,149
2024-02-08,CCU,5671,165
2024-02-08,COK,256,13
2024-02-08,HYD,1374,427
2024-02-08,MAA,1667,536
2024-02-08,MYQ,93,6
2024-02-08,TRT,171,1
2024-02-09,BLR,5891,155
2024-02-09,CCU,6171,154
2024-02-09,COK,244,11
2024-02-09,HYD,1187,404
2024-02-09,MAA,1820,603
2024-02-09,MYQ,96,6
2024-02-09,TRT,189,2
2024-02-10,BLR,7595,78
2024-02-10,CCU,6273,131
2024-02-10,COK,267,5
2024-02-10,HYD,1384,354
2024-02-10,MAA,1751,78
2024-02-10,MYQ,113,2
2024-02-10,TRT,198,0
2024-02-11,BLR,7690,93
2024-02-11,CCU,6747,109
2024-02-11,COK,277,1
2024-02-11,HYD,1409,107
2024-02-11,MAA,1987,84
2024-02-11,MYQ,116,5
2024-02-11,TRT,176,1
2024-02-12,BLR,6803,201
2024-02-12,CCU,6553,161
2024-02-12,COK,225,14
2024-02-12,HYD,1344,318
2024-02-12,MAA,2099,585
2024-02-12,MYQ,99,4
2024-02-12,TRT,158,1
2024-02-13,BLR,6320,149
2024-02-13,CCU,5750,159
2024-02-13,COK,219,4
2024-02-13,HYD,1273,357
2024-02-13,MAA,2086,565
2024-02-13,MYQ,87,2
2024-02-13,TRT,143,5
2024-02-14,BLR,8019,166
2024-02-14,CCU,6531,66
2024-02-14,COK,449,22
2024-02-14,HYD,1312,300
2024-02-14,MAA,8224,474
2024-02-14,MYQ,106,4
2024-02-14,TRT,137,5
2024-02-15,BLR,6780,170
2024-02-15,CCU,5574,141
2024-02-15,COK,335,7
2024-02-15,HYD,1023,294
2024-02-15,MAA,6747,487
2024-02-15,MYQ,79,4
2024-02-15,TRT,108,2
2024-02-16,BLR,6406,158
2024-02-16,CCU,5938,135
2024-02-16,COK,461,25
2024-02-16,HYD,1066,122
2024-02-16,MAA,3356,540
2024-02-16,MYQ,85,10
2024-02-16,TRT,124,2
2024-02-17,BLR,7691,137
2024-02-17,CCU,6019,122
2024-02-17,COK,459,24
2024-02-17,HYD,1097,279
2024-02-17,MAA,3115,594
2024-02-17,MYQ,102,8
2024-02-17,TRT,126,1
2024-02-18,BLR,7726,86
2024-02-18,CCU,6503,62
2024-02-18,COK,411,8
2024-02-18,HYD,1058,92
2024-02-18,MAA,3043,289
2024-02-18,MYQ,93,5
2024-02-18,TRT,154,1
2024-02-19,BLR,7477,111
2024-02-19,CCU,5930,87
2024-02-19,COK,423,13
2024-02-19,HYD,984,204
2024-02-19,MAA,2551,516
2024-02-19,MYQ,81,8
2024-02-19,TRT,116,1
2024-02-20,BLR,6757,158
2024-02-20,CCU,5707,156
2024-02-20,COK,340,24
2024-02-20,HYD,977,227
2024-02-20,MAA,1980,545
2024-02-20,MYQ,78,3
2024-02-20,TRT,107,3
2024-02-21,BLR,7071,136
2024-02-21,CCU,5723,133
2024-02-21,COK,407,18
2024-02-21,HYD,894,297
2024-02-21,MAA,1766,428
2024-02-21,MYQ,83,5
2024-02-21,TRT,121,2
2024-02-22,BLR,7182,167
2024-02-22,CCU,5934,137
2024-02-22,COK,374,22
2024-02-22,HYD,912,368
2024-02-22,MAA,1584,495
2024-02-22,MYQ,81,5
2024-02-22,TRT,125,1
2024-02-23,BLR,7770,151
2024-02-23,CCU,6523,141
2024-02-23,COK,473,22
2024-02-23,HYD,911,1339
2024-02-23,MAA,8024,505
2024-02-23,MYQ,86,4
2024-02-23,TRT,134,4
2024-02-24,BLR,13555,137
2024-02-24,CCU,5923,88
2024-02-24,COK,768,13
2024-02-24,HYD,1178,418
2024-02-24,MAA,41574,819
2024-02-24,MYQ,166,9
2024-02-24,TRT,151,4
2024-02-25,BLR,9824,95
2024-02-25,CCU,6289,99
2024-02-25,COK,595,11
2024-02-25,HYD,1085,105
2024-02-25,MAA,18566,478
2024-02-25,MYQ,127,2
2024-02-25,TRT,148,3
2024-02-26,BLR,8878,127
2024-02-26,CCU,6047,142
2024-02-26,COK,582,15
2024-02-26,HYD,1124,352
2024-02-26,MAA,10537,753
2024-02-26,MYQ,106,8
2024-02-26,TRT,142,5
2024-02-27,BLR,7808,146
2024-02-27,CCU,5492,145
2024-02-27,COK,577,25
2024-02-27,HYD,1369,475
2024-02-27,MAA,7479,911
2024-02-27,MYQ,97,6
2024-02-27,TRT,122,4
2024-02-28,BLR,8951,181
2024-02-28,CCU,5546,124
2024-02-28,COK,522,19
2024-02-28,HYD,1390,465
2024-02-28,MAA,5910,886
2024-02-28,MYQ,83,4
2024-02-28,TRT,128,1
2024-02-29,BLR,8687,162
2024-02-29,CCU,5411,147
2024-02-29,COK,535,13
2024-02-29,HYD,1895,296
2024-02-29,MAA,4814,992
2024-02-29,MYQ,79,5
2024-02-29,TRT,134,1
2024-03-01,BLR,8695,180
2024-03-01,CCU,5975,116
2024-03-01,COK,426,11
2024-03-01,HYD,2696,728
2024-03-01,MAA,4409,890
2024-03-01,MYQ,73,8
2024-03-01,TRT,130,4
2024-03-02,BLR,8738,138
2024-03-02,CCU,6446,96
2024-03-02,COK,232,21
2024-03-02,HYD,2588,704
2024-03-02,MAA,4499,793
2024-03-02,MYQ,82,5
2024-03-02,TRT,145,3
2024-03-03,BLR,8549,124
2024-03-03,CCU,6525,74
2024-03-03,COK,240,5
2024-03-03,HYD,2336,344
2024-03-03,MAA,4158,498
2024-03-03,MYQ,93,3
2024-03-03,TRT,126,6
2024-03-04,BLR,6595,125
2024-03-04,CCU,6226,124
2024-03-04,COK,218,13
2024-03-04,HYD,2193,624
2024-03-04,MAA,3132,800
2024-03-04,MYQ,78,5
2024-03-04,TRT,118,3
2024-03-05,BLR,7059,164
2024-03-05,CCU,5804,122
2024-03-05,COK,165,9
2024-03-05,HYD,1505,629
2024-03-05,MAA,2610,696
2024-03-05,MYQ,79,5
2024-03-05,TRT,117,2
2024-03-06,BLR,7444,157
2024-03-06,CCU,6058,120
2024-03-06,COK,223,16
2024-03-06,HYD,1799,493
2024-03-06,MAA,2878,782
2024-03-06,MYQ,67,2
2024-03-06,TRT,107,0
2024-03-07,BLR,8035,182
2024-03-07,CCU,5490,124
2024-03-07,COK,207,7
2024-03-07,HYD,1623,545
2024-03-07,MAA,3050,699
2024-03-07,MYQ,75,12
2024-03-07,TRT,109,1
2024-03-08,BLR,7039,262
2024-03-08,CCU,5670,113
2024-03-08,COK,212,9
2024-03-08,HYD,1393,287
2024-03-08,MAA,3117,598
2024-03-08,MYQ,67,3
2024-03-08,TRT,100,0
2024-03-09,BLR,7313,235
2024-03-09,CCU,6056,114
2024-03-09,COK,187,5
2024-03-09,HYD,1212,528
2024-03-09,MAA,3235,667
2024-03-09,MYQ,88,12
2024-03-09,TRT,104,5
2024-03-10,BLR,7971,180
2024-03-10,CCU,6621,77
2024-03-10,COK,181,7
2024-03-10,HYD,1276,244
2024-03-10,MAA,2743,325
2024-03-10,MYQ,65,8
2024-03-10,TRT,119,1
2024-03-11,BLR,8287,266
2024-03-11,CCU,6068,110
2024-03-11,COK,192,10
2024-03-11,HYD,1581,419
2024-03-11,MAA,2406,535
2024-03-11,MYQ,72,14
2024-03-11,TRT,114,5
2024-03-12,BLR,6857,380
2024-03-12,CCU,5474,116
2024-03-12,COK,156,49
2024-03-12,HYD,1225,476
2024-03-12,MAA,2204,683
2024-03-12,MYQ,70,15
2024-03-12,TRT,84,8
2024-03-13,BLR,7063,466
2024-03-13,CCU,5558,149
2024-03-13,COK,160,35
2024-03-13,HYD,1274,474
2024-03-13,MAA,2023,550
2024-03-13,MYQ,59,11
2024-03-13,TRT,95,5
2024-03-14,BLR,7305,1066
2024-03-14,CCU,5465,130
2024-03-14,COK,179,57
2024-03-14,HYD,1394,519
2024-03-14,MAA,2419,652
2024-03-14,MYQ,68,51
2024-03-14,TRT,89,24
2024-03-15,BLR,6680,609
2024-03-15,CCU,5921,138
2024-03-15,COK,234,7
2024-03-15,HYD,958,484
2024-03-15,MAA,5978,591
2024-03-15,MYQ,80,10
2024-03-15,TRT,80,6
2024-03-16,BLR,8285,823
2024-03-16,CCU,6018,184
2024-03-16,COK,264,10
2024-03-16,HYD,1035,351
2024-03-16,MAA,11031,1013
2024-03-16,MYQ,103,11
2024-03-16,TRT,121,15
2024-03-17,BLR,7260,505
2024-03-17,CCU,6167,130
2024-03-17,COK,231,7
2024-03-17,HYD,1108,213
2024-03-17,MAA,5828,587
2024-03-17,MYQ,68,10
2024-03-17,TRT,92,11
2024-03-18,BLR,5712,939
2024-03-18,CCU,6138,178
2024-03-18,COK,223,106
2024-03-18,HYD,1016,546
2024-03-18,MAA,3969,773
2024-03-18,MYQ,67,15
2024-03-18,TRT,97,6
2024-03-19,BLR,5078,2705
2024-03-19,CCU,5287,218
2024-03-19,COK,185,393
2024-03-19,HYD,1139,508
2024-03-19,MAA,3436,736
2024-03-19,MYQ,66,74
2024-03-19,TRT,94,25
2024-03-20,BLR,5229,988
2024-03-20,CCU,6080,123
2024-03-20,COK,151,11
2024-03-20,HYD,1077,491
2024-03-20,MAA,3433,706
2024-03-20,MYQ,72,30
2024-03-20,TRT,60,10
2024-03-21,BLR,5030,1023
2024-03-21,CCU,5031,195
2024-03-21,COK,195,17
2024-03-21,HYD,1929,540
2024-03-21,MAA,2698,719
2024-03-21,MYQ,63,20
2024-03-21,TRT,85,11
2024-03-22,BLR,5142,987
2024-03-22,CCU,5346,153
2024-03-22,COK,168,14
2024-03-22,HYD,1961,511
2024-03-22,MAA,2403,575
2024-03-22,MYQ,58,23
2024-03-22,TRT,65,12
2024-03-23,BLR,5146,863
2024-03-23,CCU,5693,153
2024-03-23,COK,185,15
2024-03-23,HYD,1301,425
2024-03-23,MAA,2523,459
2024-03-23,MYQ,77,19
2024-03-23,TRT,93,5
2024-03-24,BLR,4763,569
2024-03-24,CCU,5185,137
2024-03-24,COK,156,13
2024-03-24,HYD,944,147
2024-03-24,MAA,2298,217
2024-03-24,MYQ,69,11
2024-03-24,TRT,112,6
2024-03-25,BLR,4308,771
2024-03-25,CCU,4463,31
2024-03-25,COK,138,14
2024-03-25,HYD,982,111
2024-03-25,MAA,2643,463
2024-03-25,MYQ,70,16
2024-03-25,TRT,96,10
2024-03-26,BLR,4336,805
2024-03-26,CCU,4997,74
2024-03-26,COK,172,12
2024-03-26,HYD,952,314
2024-03-26,MAA,2250,490
2024-03-26,MYQ,77,12
2024-03-26,TRT,86,9
2024-03-27,BLR,4476,783
2024-03-27,CCU,5433,134
2024-03-27,COK,214,14
2024-03-27,HYD,1056,269
2024-03-27,MAA,2192,439
2024-03-27,MYQ,66,17
2024-03-27,TRT,94,11
2024-03-28,BLR,4577,810
2024-03-28,CCU,5234,99
2024-03-28,COK,175,10
2024-03-28,HYD,1005,307
2024-03-28,MAA,2161,449
2024-03-28,MYQ,74,19
2024-03-28,TRT,111,7
2024-03-29,BLR,4279,768
2024-03-29,CCU,5789,91
2024-03-29,COK,170,8
2024-03-29,HYD,880,378
2024-03-29,MAA,2330,491
2024-03-29,MYQ,90,17
2024-03-29,TRT,116,8
2024-03-30,BLR,4966,633
2024-03-30,CCU,5446,68
2024-03-30,COK,216,14
2024-03-30,HYD,929,282
2024-03-30,MAA,2489,484
2024-03-30,MYQ,63,17
2024-03-30,TRT,118,7
2024-03-31,BLR,5183,321
2024-03-31,CCU,5579,61
2024-03-31,COK,279,0
2024-03-31,HYD,1098,68
2024-03-31,MAA,2313,188
2024-03-31,MYQ,73,6
2024-03-31,TRT,106,5
2024-04-01,BLR,4867,393
2024-04-01,CCU,4725,54
2024-04-01,COK,201,7
2024-04-01,HYD,1050,228
2024-04-01,MAA,1841,398
2024-04-01,MYQ,84,9
2024-04-01,TRT,93,8
2024-04-02,BLR,5025,467
2024-04-02,CCU,4098,53
2024-04-02,COK,266,9
2024-04-02,HYD,873,289
2024-04-02,MAA,1856,442
2024-04-02,MYQ,77,11
2024-04-02,TRT,100,2
2024-04-03,BLR,5125,524
2024-04-03,CCU,4828,68
2024-04-03,COK,230,12
2024-04-03,HYD,923,215
2024-04-03,MAA,1773,422
2024-04-03,MYQ,67,23
2024-04-03,TRT,83,1
2024-04-04,BLR,5397,601
2024-04-04,CCU,4378,59
2024-04-04,COK,199,9
2024-04-04,HYD,1062,226
2024-04-04,MAA,1838,394
2024-04-04,MYQ,63,11
2024-04-04,TRT,98,6
2024-04-05,BLR,5310,734
2024-04-05,CCU,4492,43
2024-04-05,COK,212,11
2024-04-05,HYD,1019,238
2024-04-05,MAA,1925,378
2024-04-05,MYQ,62,17
2024-04-05,TRT,110,14
2024-04-06,BLR,6190,745
2024-04-06,CCU,4642,48
2024-04-06,COK,210,9
2024-04-06,HYD,936,238
2024-04-06,MAA,2673,340
2024-04-06,MYQ,82,12
2024-04-06,TRT,126,6
2024-04-07,BLR,4916,243
2024-04-07,CCU,4710,44
2024-04-07,COK,128,6
2024-04-07,HYD,831,79
2024-04-07,MAA,2595,192
2024-04-07,MYQ,62,12
2024-04-07,TRT,100,1
2024-04-08,BLR,5152,501
2024-04-08,CCU,4380,46
2024-04-08,COK,188,4
2024-04-08,HYD,722,213
2024-04-08,MAA,2245,299
2024-04-08,MYQ,68,15
2024-04-08,TRT,85,5
2024-04-09,BLR,4421,158
2024-04-09,CCU,4036,47
2024-04-09,COK,172,18
2024-04-09,HYD,579,79
2024-04-09,MAA,1892,419
2024-04-09,MYQ,61,3
2024-04-09,TRT,75,5
2024-04-10,BLR,7462,273
2024-04-10,CCU,4094,60
2024-04-10,COK,211,16
2024-04-10,HYD,689,205
2024-04-10,MAA,1926,355
2024-04-10,MYQ,74,13
2024-04-10,TRT,101,3
2024-04-11,BLR,6417,349
2024-04-11,CCU,4203,27
2024-04-11,COK,250,5
2024-04-11,HYD,708,47
2024-04-11,MAA,1899,238
2024-04-11,MYQ,100,9
2024-04-11,TRT,84,1
2024-04-12,BLR,6800,1091
2024-04-12,CCU,4880,34
2024-04-12,COK,246,2
2024-04-12,HYD,903,207
2024-04-12,MAA,1710,266
2024-04-12,MYQ,118,20
2024-04-12,TRT,143,10
2024-04-13,BLR,6350,1157
2024-04-13,CCU,5004,21
2024-04-13,COK,234,4
2024-04-13,HYD,919,206
2024-04-13,MAA,1722,280
2024-04-13,MYQ,99,28
2024-04-13,TRT,130,11
2024-04-14,BLR,6682,672
2024-04-14,CCU,5509,9
2024-04-14,COK,232,2
2024-04-14,HYD,857,58
2024-04-14,MAA,1801,100
2024-04-14,MYQ,89,13
2024-04-14,TRT,148,10
2024-04-15,BLR,7789,926
2024-04-15,CCU,5139,22
2024-04-15,COK,248,3
2024-04-15,HYD,1028,209
2024-04-15,MAA,1876,210
2024-04-15,MYQ,134,13
2024-04-15,TRT,148,13
2024-04-16,BLR,6512,1034
2024-04-16,CCU,5008,43
2024-04-16,COK,220,13
2024-04-16,HYD,868,222
2024-04-16,MAA,1561,191
2024-04-16,MYQ,84,23
2024-04-16,TRT,125,10
2024-04-17,BLR,7672,993
2024-04-17,CCU,4752,48
2024-04-17,COK,217,15
2024-04-17,HYD,813,281
2024-04-17,MAA,1768,384
2024-04-17,MYQ,108,17
2024-04-17,TRT,146,7
2024-04-18,BLR,7716,835
2024-04-18,CCU,4858,32
2024-04-18,COK,208,12
2024-04-18,HYD,877,218
2024-04-18,MAA,1874,357
2024-04-18,MYQ,119,14
2024-04-18,TRT,129,14
2024-04-19,BLR,6642,884
2024-04-19,CCU,4855,33
2024-04-19,COK,195,12
2024-04-19,HYD,767,235
2024-04-19,MAA,1649,146
2024-04-19,MYQ,106,21
2024-04-19,TRT,154,7
2024-04-20,BLR,7061,855
2024-04-20,CCU,4977,34
2024-04-20,COK,197,10
2024-04-20,HYD,785,256
2024-04-20,MAA,2072,163
2024-04-20,MYQ,122,22
2024-04-20,TRT,173,10
2024-04-21,BLR,6718,432
2024-04-21,CCU,5497,33
2024-04-21,COK,223,6
