date,city_code,reg_rider,reg_driver
2025-01-17,BLR,4723,209
2025-01-17,CCU,4888,181
2025-01-17,CJB,21,4
2025-01-17,COK,139,7
2025-01-17,CTC,266,5
2025-01-17,GBI,167,10
2025-01-17,HYD,224,41
2025-01-17,IXB,150,4
2025-01-17,MAA,292,21
2025-01-17,MYQ,94,8
2025-01-17,RDP,314,5
2025-01-17,ROK,150,4
2025-01-17,TRT,174,6
2025-01-17,TRV,10,3
2025-01-18,ASN,73,4
2025-01-18,BBI,885,41
2025-01-18,BLR,5511,217
2025-01-18,CCU,5485,174
2025-01-18,CJB,37,2
2025-01-18,COK,170,12
2025-01-18,CTC,271,1
2025-01-18,GBI,162,7
2025-01-18,HYD,324,48
2025-01-18,IXB,185,4
2025-01-18,MAA,361,27
2025-01-18,MYQ,149,8
2025-01-18,RDP,342,11
2025-01-18,ROK,185,4
2025-01-18,TRT,188,3
2025-01-18,TRV,22,0
2025-01-19,ASN,84,8
2025-01-19,BBI,1002,9
2025-01-19,BLR,6579,138
2025-01-19,CCU,6498,176
2025-01-19,CJB,29,5
2025-01-19,COK,110,6
2025-01-19,CTC,271,3
2025-01-19,GBI,197,3
2025-01-19,HYD,291,38
2025-01-19,IXB,168,2
2025-01-19,MAA,449,14
2025-01-19,MYQ,129,5
2025-01-19,RDP,274,10
2025-01-19,ROK,168,2
2025-01-19,TRT,255,5
2025-01-19,TRV,21,1
2025-01-20,ASN,89,11
2025-01-20,BBI,852,36
2025-01-20,BLR,5572,203
2025-01-20,CCU,5130,169
2025-01-20,CJB,20,8
2025-01-20,COK,123,9
2025-01-20,CTC,235,5
2025-01-20,GBI,167,7
2025-01-20,HYD,280,31
2025-01-20,IXB,157,3
2025-01-20,MAA,362,23
2025-01-20,MYQ,123,7
2025-01-20,RDP,255,9
2025-01-20,ROK,157,3
2025-01-20,TRT,187,7
2025-01-20,TRV,20,1
2025-01-21,ASN,65,8
2025-01-21,BBI,646,41
2025-01-21,BLR,4824,207
2025-01-21,CCU,5116,205
2025-01-21,CJB,31,16
2025-01-21,COK,202,9
2025-01-21,CTC,174,0
2025-01-21,GBI,156,7
2025-01-21,HYD,211,32
2025-01-21,IXB,131,17
2025-01-21,MAA,278,34
2025-01-21,MYQ,115,8
2025-01-21,RDP,222,12
2025-01-21,ROK,131,17
2025-01-21,TRT,191,4
2025-01-21,TRV,51,2
2025-01-22,ASN,110,3
2025-01-22,BBI,545,20
2025-01-22,BLR,4843,192
2025-01-22,CCU,5699,182
2025-01-22,CJB,28,24
2025-01-22,COK,150,13
2025-01-22,CTC,117,2
2025-01-22,GBI,140,4
2025-01-22,HYD,229,33
2025-01-22,IXB,136,35
2025-01-22,MAA,279,41
2025-01-22,MYQ,84,18
2025-01-22,RDP,249,12
2025-01-22,ROK,136,35
2025-01-22,TRT,156,4
2025-01-22,TRV,26,3
2025-01-23,ASN,78,4
2025-01-23,BBI,581,40
2025-01-23,BLR,4589,233
2025-01-23,CCU,5856,180
2025-01-23,CJB,33,30
2025-01-23,COK,133,10
2025-01-23,CTC,130,1
2025-01-23,GBI,145,5
2025-01-23,HYD,185,48
2025-01-23,IXB,144,38
2025-01-23,MAA,306,42
2025-01-23,MYQ,95,12
2025-01-23,RDP,215,12
2025-01-23,ROK,144,38
2025-01-23,TRT,152,5
2025-01-23,TRV,24,0
2025-01-24,ASN,87,6
2025-01-24,BBI,546,26
2025-01-24,BLR,4868,231
2025-01-24,CCU,6430,161
2025-01-24,CJB,31,13
2025-01-24,COK,110,12
2025-01-24,CTC,104,3
2025-01-24,GBI,139,7
2025-01-24,HYD,237,39
2025-01-24,IXB,117,6
2025-01-24,MAA,314,28
2025-01-24,MYQ,92,13
2025-01-24,RDP,234,5
2025-01-24,ROK,117,6
2025-01-24,TRT,123,4
2025-01-24,TRV,21,1
2025-01-25,ASN,81,6
2025-01-25,BBI,448,36
2025-01-25,BLR,5614,230
2025-01-25,CCU,6250,170
2025-01-25,CJB,31,12
2025-01-25,COK,104,17
2025-01-25,CTC,77,5
2025-01-25,GBI,178,4
2025-01-25,HYD,237,52
2025-01-25,IXB,149,5
2025-01-25,MAA,319,38
2025-01-25,MYQ,123,6
2025-01-25,RDP,214,8
2025-01-25,ROK,149,5
2025-01-25,TRT,183,4
2025-01-25,TRV,22,2
2025-01-26,ASN,86,3
2025-01-26,BBI,514,4
2025-01-26,BLR,5171,149
2025-01-26,CCU,7635,135
2025-01-26,CJB,32,2
2025-01-26,COK,110,11
2025-01-26,CTC,71,1
2025-01-26,GBI,195,5
2025-01-26,HYD,247,41
2025-01-26,IXB,160,5
2025-01-26,MAA,356,33
2025-01-26,MYQ,107,7
2025-01-26,RDP,234,7
2025-01-26,ROK,160,5
2025-01-26,TRT,201,5
2025-01-26,TRV,12,0
2025-01-27,ASN,78,5
2025-01-27,BBI,453,35
2025-01-27,BLR,4850,191
2025-01-27,CCU,5602,170
2025-01-27,CJB,38,20
2025-01-27,COK,139,11
2025-01-27,CTC,90,1
2025-01-27,GBI,161,5
2025-01-27,HYD,229,45
2025-01-27,IXB,110,1
2025-01-27,MAA,285,76
2025-01-27,MYQ,98,6
2025-01-27,RDP,225,12
2025-01-27,ROK,110,1
2025-01-27,TRT,172,3
2025-01-27,TRV,15,0
2025-01-28,ASN,66,5
2025-01-28,BBI,381,40
2025-01-28,BLR,4329,221
2025-01-28,CCU,4815,187
2025-01-28,CJB,30,14
2025-01-28,COK,86,7
2025-01-28,CTC,65,0
2025-01-28,GBI,120,7
2025-01-28,HYD,188,23
2025-01-28,IXB,260,2
2025-01-28,MAA,298,72
2025-01-28,MYQ,91,11
2025-01-28,RDP,185,11
2025-01-28,ROK,260,2
2025-01-28,TRT,154,5
2025-01-28,TRV,13,0
2025-01-29,ASN,74,4
2025-01-29,BBI,449,20
2025-01-29,BLR,4105,235
2025-01-29,CCU,4971,222
2025-01-29,CJB,35,11
2025-01-29,COK,99,11
2025-01-29,CTC,89,3
2025-01-29,GBI,128,8
2025-01-29,HYD,219,45
2025-01-29,IXB,392,35
2025-01-29,MAA,466,108
2025-01-29,MYQ,82,13
2025-01-29,RDP,211,15
2025-01-29,ROK,392,35
2025-01-29,TRT,161,4
2025-01-29,TRV,17,1
2025-01-30,ASN,77,2
2025-01-30,BBI,617,24
2025-01-30,BLR,5473,200
2025-01-30,CCU,4577,232
2025-01-30,CJB,187,24
2025-01-30,COK,161,22
2025-01-30,CTC,203,3
2025-01-30,GBI,147,4
2025-01-30,HYD,314,39
2025-01-30,IXB,517,13
2025-01-30,MAA,8154,257
2025-01-30,MYQ,101,17
2025-01-30,RDP,174,19
2025-01-30,ROK,517,13
2025-01-30,TRT,154,5
2025-01-30,TRV,29,7
2025-01-31,ASN,79,2
2025-01-31,BBI,586,18
2025-01-31,BLR,6246,214
2025-01-31,CCU,5201,166
2025-01-31,CJB,188,24
2025-01-31,COK,135,18
2025-01-31,CTC,174,4
2025-01-31,GBI,174,6
2025-01-31,HYD,326,46
2025-01-31,IXB,341,19
2025-01-31,MAA,9266,256
2025-01-31,MYQ,132,9
2025-01-31,RDP,228,10
2025-01-31,ROK,341,19
2025-01-31,TRT,192,6
2025-01-31,TRV,26,8
2025-02-01,ASN,73,6
2025-02-01,BBI,702,21
2025-02-01,BLR,7890,180
2025-02-01,CCU,5606,158
2025-02-01,CJB,190,27
2025-02-01,COK,143,16
2025-02-01,CTC,202,5
2025-02-01,GBI,186,7
2025-02-01,HYD,364,34
2025-02-01,IXB,350,13
2025-02-01,MAA,10711,412
2025-02-01,MYQ,130,7
2025-02-01,RDP,229,12
2025-02-01,ROK,350,13
2025-02-01,TRT,237,5
2025-02-01,TRV,36,11
2025-02-02,ASN,69,3
2025-02-02,BBI,706,4
2025-02-02,BLR,9193,129
2025-02-02,CCU,6055,133
2025-02-02,CJB,260,11
2025-02-02,COK,125,13
2025-02-02,CTC,181,1
2025-02-02,GBI,231,7
2025-02-02,HYD,369,31
2025-02-02,IXB,355,6
2025-02-02,MAA,18446,282
2025-02-02,MYQ,161,6
2025-02-02,RDP,191,3
2025-02-02,ROK,355,6
2025-02-02,TRT,219,3
2025-02-02,TRV,41,9
2025-02-03,ASN,66,1
2025-02-03,BBI,643,20
2025-02-03,BLR,8038,207
2025-02-03,CCU,5623,119
2025-02-03,CJB,215,27
2025-02-03,COK,143,14
2025-02-03,CTC,198,2
2025-02-03,GBI,191,5
2025-02-03,HYD,325,26
2025-02-03,IXB,265,6
2025-02-03,MAA,15059,421
2025-02-03,MYQ,136,7
2025-02-03,RDP,199,13
2025-02-03,ROK,265,6
2025-02-03,TRT,160,5
2025-02-03,TRV,37,11
2025-02-04,ASN,70,1
2025-02-04,BBI,642,19
2025-02-04,BLR,6771,244
2025-02-04,CCU,5077,156
2025-02-04,CJB,185,37
2025-02-04,COK,146,20
2025-02-04,CTC,183,7
2025-02-04,GBI,155,6
2025-02-04,HYD,284,24
2025-02-04,IXB,238,11
2025-02-04,MAA,12591,490
2025-02-04,MYQ,130,10
2025-02-04,RDP,177,10
2025-02-04,ROK,238,11
2025-02-04,TRT,190,7
2025-02-04,TRV,24,11
2025-02-05,ASN,73,5
2025-02-05,BBI,801,28
2025-02-05,BLR,5675,231
2025-02-05,CCU,5325,152
2025-02-05,CJB,103,53
2025-02-05,COK,154,7
2025-02-05,CTC,217,5
2025-02-05,GBI,151,4
2025-02-05,HYD,259,44
2025-02-05,IXB,248,4
2025-02-05,MAA,4425,402
2025-02-05,MYQ,122,14
2025-02-05,RDP,221,12
2025-02-05,ROK,248,4
2025-02-05,TRT,177,2
2025-02-05,TRV,33,22
2025-02-06,ASN,64,6
2025-02-06,BBI,723,33
2025-02-06,BLR,5988,192
2025-02-06,CCU,5005,202
2025-02-06,CJB,243,32
2025-02-06,COK,127,22
2025-02-06,CTC,196,8
2025-02-06,GBI,147,5
2025-02-06,HYD,279,30
2025-02-06,IXB,216,3
2025-02-06,MAA,4461,286
2025-02-06,MYQ,109,11
2025-02-06,RDP,191,8
2025-02-06,ROK,216,3
2025-02-06,TRT,175,5
2025-02-06,TRV,28,21
2025-02-07,ASN,84,4
2025-02-07,BBI,705,22
2025-02-07,BLR,6692,194
2025-02-07,CCU,5457,173
2025-02-07,CJB,335,45
2025-02-07,COK,136,8
2025-02-07,CTC,207,10
2025-02-07,GBI,147,6
2025-02-07,HYD,260,29
2025-02-07,IXB,220,19
2025-02-07,MAA,5959,342
2025-02-07,MYQ,110,9
2025-02-07,RDP,222,11
2025-02-07,ROK,220,19
2025-02-07,TRT,172,7
2025-02-07,TRV,47,18
2025-02-08,ASN,75,4
2025-02-08,BBI,682,13
2025-02-08,BLR,7262,212
2025-02-08,CCU,5273,188
2025-02-08,CJB,359,48
2025-02-08,COK,155,12
2025-02-08,CTC,208,1
2025-02-08,GBI,148,10
2025-02-08,HYD,285,30
2025-02-08,IXB,258,5
2025-02-08,MAA,6651,320
2025-02-08,MYQ,131,8
2025-02-08,RDP,182,6
2025-02-08,ROK,258,5
2025-02-08,TRT,238,5
2025-02-08,TRV,39,9
2025-02-09,ASN,83,0
2025-02-09,BBI,703,4
2025-02-09,BLR,7232,134
2025-02-09,CCU,6361,159
2025-02-09,CJB,237,16
2025-02-09,COK,104,4
2025-02-09,CTC,222,1
2025-02-09,GBI,174,8
2025-02-09,HYD,275,30
2025-02-09,IXB,235,6
2025-02-09,MAA,5456,217
2025-02-09,MYQ,132,9
2025-02-09,RDP,219,10
2025-02-09,ROK,235,6
2025-02-09,TRT,236,7
2025-02-09,TRV,29,11
2025-02-10,ASN,79,2
2025-02-10,BBI,588,26
2025-02-10,BLR,6813,209
2025-02-10,CCU,5120,214
2025-02-10,CJB,172,33
2025-02-10,COK,120,10
2025-02-10,CTC,208,1
2025-02-10,GBI,155,7
2025-02-10,HYD,248,15
2025-02-10,IXB,215,7
2025-02-10,MAA,5158,180
2025-02-10,MYQ,145,6
2025-02-10,RDP,229,12
2025-02-10,ROK,215,7
2025-02-10,TRT,199,1
2025-02-10,TRV,17,10
2025-02-11,ASN,71,5
2025-02-11,BBI,590,24
2025-02-11,BLR,5653,213
2025-02-11,CCU,4817,288
2025-02-11,CJB,150,33
2025-02-11,COK,111,20
2025-02-11,CTC,195,10
2025-02-11,GBI,168,8
2025-02-11,HYD,229,33
2025-02-11,IXB,149,12
2025-02-11,MAA,3370,214
2025-02-11,MYQ,107,8
2025-02-11,RDP,186,24
2025-02-11,ROK,149,12
2025-02-11,TRT,155,5
2025-02-11,TRV,32,8
2025-02-12,ASN,79,4
2025-02-12,BBI,529,24
2025-02-12,BLR,5918,160
2025-02-12,CCU,5152,247
2025-02-12,CJB,129,37
2025-02-12,COK,95,14
2025-02-12,CTC,164,7
2025-02-12,GBI,122,6
2025-02-12,HYD,238,23
2025-02-12,IXB,159,8
2025-02-12,MAA,2713,167
2025-02-12,MYQ,114,11
2025-02-12,RDP,217,14
2025-02-12,ROK,159,8
2025-02-12,TRT,182,6
2025-02-12,TRV,28,10
2025-02-13,ASN,75,5
2025-02-13,BBI,525,16
2025-02-13,BLR,5270,217
2025-02-13,CCU,5162,337
2025-02-13,CJB,104,23
2025-02-13,COK,106,23
2025-02-13,CTC,154,3
2025-02-13,GBI,122,7
2025-02-13,HYD,207,31
2025-02-13,IXB,145,10
2025-02-13,MAA,2155,233
2025-02-13,MYQ,95,14
2025-02-13,RDP,191,16
2025-02-13,ROK,145,10
2025-02-13,TRT,153,6
2025-02-13,TRV,23,6
2025-02-14,ASN,63,1
2025-02-14,BBI,502,16
2025-02-14,BLR,5854,182
2025-02-14,CCU,5505,155
2025-02-14,CJB,111,29
2025-02-14,COK,126,24
2025-02-14,CTC,148,0
2025-02-14,GBI,130,8
2025-02-14,HYD,227,15
2025-02-14,IXB,189,10
2025-02-14,MAA,2143,194
2025-02-14,MYQ,105,12
2025-02-14,RDP,205,6
2025-02-14,ROK,189,10
2025-02-14,TRT,202,6
2025-02-14,TRV,23,9
2025-02-15,ASN,78,16
2025-02-15,BBI,576,12
2025-02-15,BLR,6842,189
2025-02-15,CCU,5450,184
2025-02-15,CJB,148,22
2025-02-15,COK,114,12
2025-02-15,CTC,174,1
2025-02-15,GBI,162,6
2025-02-15,HYD,244,23
2025-02-15,IXB,227,16
2025-02-15,MAA,2415,194
2025-02-15,MYQ,150,10
2025-02-15,RDP,194,14
2025-02-15,ROK,227,16
2025-02-15,TRT,242,6
2025-02-15,TRV,32,18
2025-02-16,ASN,60,4
2025-02-16,BBI,579,3
2025-02-16,BLR,6093,132
2025-02-16,CCU,5718,190
2025-02-16,CJB,112,16
2025-02-16,COK,113,13
2025-02-16,CTC,188,0
2025-02-16,GBI,233,5
2025-02-16,HYD,271,16
2025-02-16,IXB,216,7
2025-02-16,MAA,2277,131
2025-02-16,MYQ,102,10
2025-02-16,RDP,189,11
2025-02-16,ROK,216,7
2025-02-16,TRT,192,3
2025-02-16,TRV,22,20
2025-02-17,ASN,99,4
2025-02-17,BBI,524,24
2025-02-17,BLR,5943,177
2025-02-17,CCU,4883,187
2025-02-17,CJB,186,33
2025-02-17,COK,127,18
2025-02-17,CTC,149,6
2025-02-17,GBI,166,2
2025-02-17,HYD,260,16
2025-02-17,IXB,155,19
2025-02-17,MAA,1984,158
2025-02-17,MYQ,123,12
2025-02-17,RDP,183,30
2025-02-17,ROK,155,19
2025-02-17,TRT,188,4
2025-02-17,TRV,18,22
2025-02-18,ASN,83,20
2025-02-18,BBI,511,37
2025-02-18,BLR,5370,214
2025-02-18,CCU,4865,224
2025-02-18,CJB,204,48
2025-02-18,COK,96,32
2025-02-18,CTC,134,3
2025-02-18,GBI,153,7
2025-02-18,HYD,196,15
2025-02-18,IXB,153,21
2025-02-18,MAA,1577,164
2025-02-18,MYQ,100,9
2025-02-18,RDP,179,11
2025-02-18,ROK,153,21
2025-02-18,TRT,163,1
2025-02-18,TRV,22,21
2025-02-19,ASN,90,12
2025-02-19,BBI,597,25
2025-02-19,BLR,5211,197
2025-02-19,CCU,4903,191
2025-02-19,CJB,106,31
2025-02-19,COK,109,22
2025-02-19,CTC,160,8
2025-02-19,GBI,146,8
2025-02-19,HYD,177,17
2025-02-19,IXB,145,33
2025-02-19,MAA,1585,178
2025-02-19,MYQ,94,10
2025-02-19,RDP,202,17
2025-02-19,ROK,145,33
2025-02-19,TRT,139,8
2025-02-19,TRV,32,35
2025-02-20,ASN,100,2
2025-02-20,BBI,604,40
2025-02-20,BLR,4957,197
2025-02-20,CCU,6093,154
2025-02-20,CJB,131,23
2025-02-20,COK,136,20
2025-02-20,CTC,171,10
2025-02-20,GBI,148,5
2025-02-20,HYD,198,22
2025-02-20,IXB,162,17
2025-02-20,MAA,2067,205
2025-02-20,MYQ,108,10
2025-02-20,RDP,221,11
2025-02-20,ROK,162,17
2025-02-20,TRT,189,4
2025-02-20,TRV,42,33
2025-02-21,ASN,79,7
2025-02-21,BBI,849,26
2025-02-21,BLR,5399,244
2025-02-21,CCU,5316,193
2025-02-21,CJB,358,32
2025-02-21,COK,122,20
2025-02-21,CTC,235,8
2025-02-21,GBI,142,5
2025-02-21,HYD,231,30
2025-02-21,IXB,169,9
2025-02-21,MAA,2177,189
2025-02-21,MYQ,110,9
2025-02-21,RDP,212,10
2025-02-21,ROK,169,9
2025-02-21,TRT,176,5
2025-02-21,TRV,29,28
2025-02-22,ASN,87,8
2025-02-22,BBI,722,27
2025-02-22,BLR,6281,177
2025-02-22,CCU,5608,163
2025-02-22,CJB,178,32
2025-02-22,COK,106,25
2025-02-22,CTC,208,12
2025-02-22,GBI,180,5
2025-02-22,HYD,234,34
2025-02-22,IXB,214,2
2025-02-22,MAA,2195,169
2025-02-22,MYQ,155,4
2025-02-22,RDP,249,9
2025-02-22,ROK,214,2
2025-02-22,TRT,221,6
2025-02-22,TRV,35,53
2025-02-23,ASN,76,6
2025-02-23,BBI,586,14
2025-02-23,BLR,6016,111
2025-02-23,CCU,5809,149
2025-02-23,CJB,109,18
2025-02-23,COK,125,24
2025-02-23,CTC,168,2
2025-02-23,GBI,199,3
2025-02-23,HYD,248,14
2025-02-23,IXB,193,4
2025-02-23,MAA,2127,110
2025-02-23,MYQ,119,5
2025-02-23,RDP,198,3
2025-02-23,ROK,193,4
2025-02-23,TRT,222,3
2025-02-23,TRV,23,20
2025-02-24,ASN,78,9
2025-02-24,BBI,505,29
2025-02-24,BLR,5405,176
2025-02-24,CCU,5215,157
2025-02-24,CJB,153,18
2025-02-24,COK,168,27
2025-02-24,CTC,138,9
2025-02-24,GBI,164,7
2025-02-24,HYD,233,28
2025-02-24,IXB,185,6
2025-02-24,MAA,2050,176
2025-02-24,MYQ,102,8
2025-02-24,RDP,189,16
2025-02-24,ROK,185,6
2025-02-24,TRT,195,7
2025-02-24,TRV,54,36
2025-02-25,ASN,71,6
2025-02-25,BBI,482,22
2025-02-25,BLR,4993,198
2025-02-25,CCU,4799,162
2025-02-25,CJB,138,32
2025-02-25,COK,122,40
2025-02-25,CTC,159,6
2025-02-25,GBI,150,6
2025-02-25,HYD,184,23
2025-02-25,IXB,168,8
2025-02-25,MAA,1756,166
2025-02-25,MYQ,88,10
2025-02-25,RDP,203,11
2025-02-25,ROK,168,8
2025-02-25,TRT,205,5
2025-02-25,TRV,52,41
2025-02-26,ASN,73,1
2025-02-26,BBI,460,12
2025-02-26,BLR,4246,197
2025-02-26,CCU,4680,138
2025-02-26,CJB,119,19
2025-02-26,COK,112,53
2025-02-26,CTC,146,2
2025-02-26,GBI,146,4
2025-02-26,HYD,133,26
2025-02-26,IXB,174,3
2025-02-26,MAA,1661,146
2025-02-26,MYQ,76,3
2025-02-26,RDP,141,7
2025-02-26,ROK,174,3
2025-02-26,TRT,195,5
2025-02-26,TRV,38,44
2025-02-27,ASN,99,5
2025-02-27,BBI,472,23
2025-02-27,BLR,4996,200
2025-02-27,CCU,5611,154
2025-02-27,CJB,123,14
2025-02-27,COK,116,42
2025-02-27,CTC,132,8
2025-02-27,GBI,138,4
2025-02-27,HYD,151,28
2025-02-27,IXB,130,6
2025-02-27,MAA,1834,147
2025-02-27,MYQ,89,9
2025-02-27,RDP,188,4
2025-02-27,ROK,130,6
2025-02-27,TRT,192,6
2025-02-27,TRV,30,39
2025-02-28,ASN,96,3
2025-02-28,BBI,495,27
2025-02-28,BLR,4981,203
2025-02-28,CCU,5640,130
2025-02-28,CJB,135,22
2025-02-28,COK,112,46
2025-02-28,CTC,149,10
2025-02-28,GBI,152,7
2025-02-28,HYD,161,24
2025-02-28,IXB,161,1
2025-02-28,MAA,1921,150
2025-02-28,MYQ,103,11
2025-02-28,RDP,187,10
2025-02-28,ROK,161,1
2025-02-28,TRT,189,2
2025-02-28,TRV,38,15
2025-03-01,ASN,79,7
2025-03-01,BBI,482,34
2025-03-01,BLR,6160,177
2025-03-01,CCU,6600,153
2025-03-01,CJB,127,15
2025-03-01,COK,131,27
2025-03-01,CTC,139,6
2025-03-01,GBI,168,4
2025-03-01,HYD,193,8
2025-03-01,IXB,210,6
2025-03-01,MAA,2289,127
2025-03-01,MYQ,147,11
2025-03-01,RDP,220,11
2025-03-01,ROK,210,6
2025-03-01,TRT,225,3
2025-03-01,TRV,36,27
2025-03-02,ASN,90,7
2025-03-02,BBI,481,10
2025-03-02,BLR,5363,143
2025-03-02,CCU,6212,141
2025-03-02,CJB,109,15
2025-03-02,COK,94,18
2025-03-02,CTC,143,0
2025-03-02,GBI,145,9
2025-03-02,HYD,167,9
2025-03-02,IXB,173,6
2025-03-02,MAA,2382,79
2025-03-02,MYQ,123,6
2025-03-02,RDP,224,10
2025-03-02,ROK,173,6
2025-03-02,TRT,207,7
2025-03-02,TRV,35,28
2025-03-03,ASN,77,4
2025-03-03,BBI,432,28
2025-03-03,BLR,5132,185
2025-03-03,CCU,5640,150
2025-03-03,CJB,96,15
2025-03-03,COK,109,17
2025-03-03,CTC,139,9
2025-03-03,GBI,125,7
2025-03-03,HYD,196,8
2025-03-03,IXB,161,7
2025-03-03,MAA,2010,103
2025-03-03,MYQ,99,10
2025-03-03,RDP,232,10
2025-03-03,ROK,161,7
2025-03-03,TRT,166,1
2025-03-03,TRV,23,35
2025-03-04,ASN,68,4
2025-03-04,BBI,466,23
2025-03-04,BLR,4284,213
2025-03-04,CCU,4918,201
2025-03-04,CJB,104,19
2025-03-04,COK,80,22
2025-03-04,CTC,117,9
2025-03-04,GBI,113,9
2025-03-04,HYD,157,9
2025-03-04,IXB,152,8
2025-03-04,MAA,1574,150
2025-03-04,MYQ,93,7
2025-03-04,RDP,170,13
2025-03-04,ROK,152,8
2025-03-04,TRT,185,8
2025-03-04,TRV,29,27
2025-03-05,ASN,81,15
2025-03-05,BBI,487,30
2025-03-05,BLR,4636,195
2025-03-05,CCU,5581,155
2025-03-05,CJB,125,18
2025-03-05,COK,95,28
2025-03-05,CTC,121,11
2025-03-05,GBI,109,5
2025-03-05,HYD,161,11
2025-03-05,IXB,135,8
2025-03-05,MAA,1564,131
2025-03-05,MYQ,89,7
2025-03-05,RDP,173,12
2025-03-05,ROK,135,8
2025-03-05,TRT,169,7
2025-03-05,TRV,25,18
2025-03-06,ASN,77,7
2025-03-06,BBI,428,24
2025-03-06,BLR,4384,202
2025-03-06,CCU,4954,139
2025-03-06,CJB,91,18
2025-03-06,COK,108,39
2025-03-06,CTC,109,7
2025-03-06,GBI,116,5
2025-03-06,HYD,167,4
2025-03-06,IXB,127,9
2025-03-06,MAA,1282,149
2025-03-06,MYQ,86,9
2025-03-06,RDP,187,6
2025-03-06,ROK,127,9
2025-03-06,TRT,163,2
2025-03-06,TRV,40,24
2025-03-07,ASN,101,9
2025-03-07,BBI,649,18
2025-03-07,BLR,4353,218
2025-03-07,CCU,5524,164
2025-03-07,CJB,80,17
2025-03-07,COK,119,36
2025-03-07,CTC,177,2
2025-03-07,GBI,100,10
2025-03-07,HYD,328,15
2025-03-07,IXB,129,7
2025-03-07,MAA,1220,148
2025-03-07,MYQ,97,9
2025-03-07,RDP,199,7
2025-03-07,ROK,129,7
2025-03-07,TRT,133,7
2025-03-07,TRV,76,26
2025-03-08,ASN,77,5
2025-03-08,BBI,620,12
2025-03-08,BLR,5344,228
2025-03-08,CCU,5503,181
2025-03-08,CJB,118,9
2025-03-08,COK,122,30
2025-03-08,CTC,234,0
2025-03-08,GBI,117,6
2025-03-08,HYD,230,8
2025-03-08,IXB,179,5
2025-03-08,MAA,2207,107
2025-03-08,MYQ,111,12
2025-03-08,RDP,206,7
2025-03-08,ROK,179,5
2025-03-08,TRT,186,5
2025-03-08,TRV,42,34
2025-03-09,ASN,81,5
2025-03-09,BBI,590,3
2025-03-09,BLR,4941,125
2025-03-09,CCU,5209,157
2025-03-09,CJB,121,7
2025-03-09,COK,63,35
2025-03-09,CTC,230,1
2025-03-09,GBI,149,7
2025-03-09,HYD,196,8
2025-03-09,IXB,157,4
2025-03-09,MAA,2302,66
2025-03-09,MYQ,114,4
2025-03-09,RDP,156,8
2025-03-09,ROK,157,4
2025-03-09,TRT,184,4
2025-03-09,TRV,36,9
2025-03-10,ASN,83,2
2025-03-10,BBI,546,16
2025-03-10,BLR,4958,186
2025-03-10,CCU,4978,141
2025-03-10,CJB,117,5
2025-03-10,COK,107,24
2025-03-10,CTC,188,3
2025-03-10,GBI,130,7
2025-03-10,HYD,274,6
2025-03-10,IXB,133,7
2025-03-10,MAA,1982,94
2025-03-10,MYQ,87,7
2025-03-10,RDP,188,7
2025-03-10,ROK,133,7
2025-03-10,TRT,162,6
2025-03-10,TRV,34,38
2025-03-11,ASN,84,5
2025-03-11,BBI,596,17
2025-03-11,BLR,4621,207
2025-03-11,CCU,4919,149
2025-03-11,CJB,109,14
2025-03-11,COK,112,22
2025-03-11,CTC,214,1
2025-03-11,GBI,112,11
2025-03-11,HYD,309,16
2025-03-11,IXB,142,9
2025-03-11,MAA,2063,94
2025-03-11,MYQ,68,9
2025-03-11,RDP,176,8
2025-03-11,ROK,142,9
2025-03-11,TRT,150,7
2025-03-11,TRV,32,33
2025-03-12,ASN,82,2
2025-03-12,BBI,542,11
2025-03-12,BLR,4848,228
2025-03-12,CCU,4990,129
2025-03-12,CJB,108,12
2025-03-12,COK,115,30
2025-03-12,CTC,181,0
2025-03-12,GBI,123,6
2025-03-12,HYD,384,18
2025-03-12,IXB,174,6
2025-03-12,MAA,1757,123
2025-03-12,MYQ,70,6
2025-03-12,RDP,171,2
2025-03-12,ROK,174,6
2025-03-12,TRT,160,1
2025-03-12,TRV,35,40
2025-03-13,ASN,91,7
2025-03-13,BBI,519,13
2025-03-13,BLR,4342,223
2025-03-13,CCU,4868,92
2025-03-13,CJB,86,10
2025-03-13,COK,101,26
2025-03-13,CTC,162,2
2025-03-13,GBI,123,5
2025-03-13,HYD,364,15
2025-03-13,IXB,158,8
2025-03-13,MAA,1635,102
2025-03-13,MYQ,84,9
2025-03-13,RDP,180,6
2025-03-13,ROK,158,8
2025-03-13,TRT,136,7
2025-03-13,TRV,40,24
2025-03-14,ASN,57,2
2025-03-14,BBI,512,10
2025-03-14,BLR,5149,203
2025-03-14,CCU,4507,69
2025-03-14,CJB,110,9
2025-03-14,COK,133,31
2025-03-14,CTC,159,2
2025-03-14,GBI,102,4
2025-03-14,HYD,190,7
2025-03-14,IXB,226,8
2025-03-14,MAA,1676,132
2025-03-14,MYQ,252,19
2025-03-14,RDP,137,3
2025-03-14,ROK,226,8
2025-03-14,TRT,175,1
2025-03-14,TRV,44,8
2025-03-15,ASN,58,0
2025-03-15,BBI,511,5
2025-03-15,BLR,5834,220
2025-03-15,CCU,4688,118
2025-03-15,CJB,107,11
2025-03-15,COK,123,23
2025-03-15,CTC,198,1
2025-03-15,GBI,126,2
2025-03-15,HYD,176,7
2025-03-15,IXB,261,11
2025-03-15,MAA,2021,122
